Company;CI Name;CI Description;Domain;DNS Host Name;Priority;Region;System Role;Site Group;Manufacturer;Product Name;Additional Information;Site;Tier 1;Tier 2;Tier 3;Tag Number;NbrCells;Status;CI ID;Model Version
Airtel Zambia;LZM6090-IKELENGE-RP1;LZM6090-IKELENGE-RP1, | North Western;AAZM-LZM6090-IKELENGE-RP1;LZM6090-IKELENGE-RP1;Priority_5;North Western;4G;North Western;Nokia;eNodeB-Nokia;;AAZM-ZM6090;RAN;LTE (4G);eNodeB;;;Deployed;;
Airtel Zambia;MALAIKA_2420;MALAIKA_2420 | Copperbelt;AAZM-MALAIKA_2420;MALAIKA_2420;Priority_5;Copperbelt;2G;Copperbelt;Nokia;Flexi MultiRadio BTS - 2G;;AAZM-ZM6867;RAN;GSM (2G);BTS;BKITWE01;;Deployed;;
Airtel Zambia;MINDOLO_410;MINDOLO_410 | Copperbelt;AAZM-MINDOLO_410;MINDOLO_410;Priority_5;Copperbelt;2G;Copperbelt;Nokia;Flexi MultiRadio BTS - 2G;;AAZM-ZM0230;RAN;GSM (2G);BTS;BKITWE01;;Deployed;;
Airtel Zambia;WZM6773_NDEKE_CHANGACHANGA_SOUTH_3G;WZM6773_Ndeke_Changachanga_south_3G | Copperbelt;AAZM-WZM6773_NDEKE_CHANGACHANGA_SOUTH_3G;WZM6773_NDEKE_CHANGACHANGA_SOUTH_3G;Priority_5;Copperbelt;3G;Copperbelt;Nokia;Flexi MultiRadio BTS - 3G;;AAZM-ZM6773;RAN;WCDMA/UMTS (3G);NodeB;KTWRN12;;Deployed;;
Airtel Zambia;CHIPEMBI;CHIPEMBI | Lusaka South;AAZM-CHIPEMBI;CHIPEMBI;Priority_5;Lusaka South;2G;Lusaka South;Ericsson;BTS-Ericsson;;AAZM-ZM0679;RAN;GSM (2G);BTS;LSEBS07;;Deployed;;
Airtel Zambia;HARMONY_36;HARMONY_36 | Southern;AAZM-HARMONY_36;HARMONY_36;Priority_5;Southern;2G;Southern;Nokia;Flexi MultiRadio BTS - 2G;;AAZM-ZM3804;RAN;GSM (2G);BTS;BCHOMA;;Deployed;;
Airtel Zambia;KABWATA_WEST;KABWATA_WEST | Lusaka North;AAZM-KABWATA_WEST;KABWATA_WEST;Priority_5;Lusaka North;2G;Lusaka North;Ericsson;BTS-Ericsson;;AAZM-ZM0140;RAN;GSM (2G);BTS;LSEBS13;;Deployed;;
Airtel Zambia;CHILULU;CHILULU | Lusaka North;AAZM-CHILULU;CHILULU;Priority_5;Lusaka North;2G;Lusaka North;Ericsson;BTS-Ericsson;;AAZM-ZM3370;RAN;GSM (2G);BTS;LSEBS06;;Deployed;;
Airtel Zambia;WZM0798_NDOLA_TOWN_CENTRE;WZM0798_NDOLA_TOWN_CENTRE | Copperbelt;AAZM-WZM0798_NDOLA_TOWN_CENTRE;WZM0798_NDOLA_TOWN_CENTRE;Priority_5;Copperbelt;3G;Copperbelt;Nokia;Flexi MultiRadio BTS - 3G;;AAZM-ZM0798;RAN;WCDMA/UMTS (3G);NodeB;KTWRN11;;Deployed;;
Airtel Zambia;PAMODZIHOTEL_IB;PAMODZIHOTEL_IB | Lusaka North;AAZM-PAMODZIHOTEL_IB;PAMODZIHOTEL_IB;Priority_5;Lusaka North;2G;Lusaka North;Ericsson;BTS-Ericsson;;AAZM-ZM0724;RAN;GSM (2G);BTS;LSEBS13;;Deployed;;
Airtel Zambia;WZM0037_KASUMBALESA;WZM0037_KASUMBALESA | Copperbelt;AAZM-WZM0037_KASUMBALESA;WZM0037_KASUMBALESA;Priority_5;Copperbelt;3G;Copperbelt;Nokia;Flexi MultiRadio BTS - 3G;;AAZM-ZM0037;RAN;WCDMA/UMTS (3G);NodeB;KTWRN12;;Deployed;;
Airtel Zambia;MANCHINDA_550;MANCHINDA_550 | Southern;AAZM-MANCHINDA_550;MANCHINDA_550;Priority_5;Southern;2G;Southern;Nokia;Flexi MultiRadio BTS - 2G;;AAZM-ZM3128;RAN;GSM (2G);BTS;BCHOMA;;Deployed;;
Airtel Zambia;PROTEA_NEW;PROTEA_NEW | Lusaka South;AAZM-PROTEA_NEW;PROTEA_NEW;Priority_5;Lusaka South;2G;Lusaka South;Ericsson;BTS-Ericsson;;AAZM-ZM3452;RAN;GSM (2G);BTS;LSEBS07;;Deployed;;
Airtel Zambia;UNZAMAINLIBR_Z;UNZAMAINLIBR_Z | Lusaka North;AAZM-UNZAMAINLIBR_Z;UNZAMAINLIBR_Z;Priority_5;Lusaka North;2G;Lusaka North;Ericsson;BTS-Ericsson;;AAZM-ZM6751;RAN;GSM (2G);BTS;LSEBS04;;Deployed;;
Airtel Zambia;LUPANI;LUPANI | Southern;AAZM-LUPANI;LUPANI;Priority_5;Southern;2G;Southern;Nokia;Flexi MultiRadio BTS - 2G;;AAZM-ZM3357;RAN;GSM (2G);BTS;BLVSTN01;;Deployed;;
Airtel Zambia;CHIEFMUKUMBI_4;CHIEFMUKUMBI_4 | North Western;AAZM-CHIEFMUKUMBI_4;CHIEFMUKUMBI_4;Priority_5;North Western;2G;North Western;Nokia;Flexi MultiRadio BTS - 2G;;AAZM-ZM6048;RAN;GSM (2G);BTS;SLBSC16;;Deployed;;
Airtel Zambia;DAR_FARMS;DAR_FARMS | Central;AAZM-DAR_FARMS;DAR_FARMS;Priority_5;Central;2G;Central;Ericsson;BTS-Ericsson;;AAZM-ZM3737;RAN;GSM (2G);BTS;KBBSC09;;Deployed;;
Airtel Zambia;KAYAMBI;KAYAMBI | Northern;AAZM-KAYAMBI;KAYAMBI;Priority_5;Northern;2G;Northern;Ericsson;BTS-Ericsson;;AAZM-ZM0757;RAN;GSM (2G);BTS;KSEBS10;;Deployed;;
Airtel Zambia;NKEYIMA RP.;NKEYIMA RP. | Western;AAZM-NKEYIMA RP.;NKEYIMA RP.;Priority_5;Western;2G;Western;Nokia;Flexi MultiRadio BTS - 2G;;AAZM-ZM6571;RAN;GSM (2G);BTS;BMONGU01;;Deployed;;
Airtel Zambia;MUFUMBWE_460;MUFUMBWE_460 | North Western;AAZM-MUFUMBWE_460;MUFUMBWE_460;Priority_5;North Western;2G;North Western;Nokia;Flexi MultiRadio BTS - 2G;;AAZM-ZM0255;RAN;GSM (2G);BTS;SLBSC16;;Deployed;;
Airtel Zambia;NYANZALA;NYANZALA | Lusaka South;AAZM-NYANZALA;NYANZALA;Priority_5;Lusaka South;2G;Lusaka South;Ericsson;BTS-Ericsson;;AAZM-ZM0090;RAN;GSM (2G);BTS;LSEBS12;;Deployed;;
Airtel Zambia;NONAMECAMP_350;NONAMECAMP_350 | Southern;AAZM-NONAMECAMP_350;NONAMECAMP_350;Priority_5;Southern;2G;Southern;Nokia;Flexi MultiRadio BTS - 2G;;AAZM-ZM3577;RAN;GSM (2G);BTS;BLVSTN01;;Deployed;;
Airtel Zambia;CHAWAMA_WEST;CHAWAMA_WEST | Lusaka North;AAZM-CHAWAMA_WEST;CHAWAMA_WEST;Priority_5;Lusaka North;2G;Lusaka North;Ericsson;BTS-Ericsson;;AAZM-ZM0115;RAN;GSM (2G);BTS;LSEBS06;;Deployed;;
Airtel Zambia;CHIKNKTATRNOF_4;CHIKNKTATRNOF_4 | Southern;AAZM-CHIKNKTATRNOF_4;CHIKNKTATRNOF_4;Priority_5;Southern;2G;Southern;Nokia;Flexi MultiRadio BTS - 2G;;AAZM-ZM3801;RAN;GSM (2G);BTS;BCHOMA;;Deployed;;
Airtel Zambia;CHAMBA_VALLEY;CHAMBA_VALLEY | Lusaka North;AAZM-CHAMBA_VALLEY;CHAMBA_VALLEY;Priority_5;Lusaka North;2G;Lusaka North;Ericsson;BTS-Ericsson;;AAZM-ZM0131;RAN;GSM (2G);BTS;LSEBS04;;Deployed;;
Airtel Zambia;MUTENDE_2_RLF;MUTENDE_2_RLF | Luapula;AAZM-MUTENDE_2_RLF;MUTENDE_2_RLF;Priority_5;Luapula;2G;Luapula;Ericsson;BTS-Ericsson;;AAZM-ZM3974;RAN;GSM (2G);BTS;MSBSC15;;Deployed;;
Airtel Zambia;LUKULU;LUKULU | Western;AAZM-LUKULU;LUKULU;Priority_5;Western;2G;Western;Nokia;Flexi MultiRadio BTS - 2G;;AAZM-ZM0190;RAN;GSM (2G);BTS;BMONGU01;;Deployed;;
Airtel Zambia;MWAIWAKE;MWAIWAKE | Lusaka North;AAZM-MWAIWAKE;MWAIWAKE;Priority_5;Lusaka North;2G;Lusaka North;Ericsson;BTS-Ericsson;;AAZM-ZM0849;RAN;GSM (2G);BTS;LSEBS13;;Deployed;;
Airtel Zambia;WZM6194_MONGU1RLF;WZM6194_MONGU1RLF | Western;AAZM-WZM6194_MONGU1RLF;WZM6194_MONGU1RLF;Priority_5;Western;3G;Western;Nokia;Flexi MultiRadio BTS - 3G;;AAZM-ZM6194;RAN;WCDMA/UMTS (3G);NodeB;NTCRN14;;Deployed;;
Airtel Zambia;MWAMI_460;MWAMI_460 | Eastern;AAZM-MWAMI_460;MWAMI_460;Priority_5;Eastern;2G;Eastern;Nokia;Flexi MultiRadio BTS - 2G;;AAZM-ZM0125;RAN;GSM (2G);BTS;BCHIPATA01;;Deployed;;
Airtel Zambia;WZM6960_T3468_CHIKOLA_VALLEY_LOOP_AREA;WZM6960_T3468_CHIKOLA_VALLEY_LOOP_AREA | Copperbelt;AAZM-WZM6960_T3468_CHIKOLA_VALLEY_LOOP_AREA;WZM6960_T3468_CHIKOLA_VALLEY_LOOP_AREA;Priority_5;Copperbelt;3G;Copperbelt;Nokia;Flexi MultiRadio BTS - 3G;;AAZM-ZM6960;RAN;WCDMA/UMTS (3G);NodeB;KTWRN12;;Deployed;;
Airtel Zambia;WZM6959_T3233_NDEKE_TOWNSHIP;WZM6959_T3233_NDEKE_TOWNSHIP | Copperbelt;AAZM-WZM6959_T3233_NDEKE_TOWNSHIP;WZM6959_T3233_NDEKE_TOWNSHIP;Priority_5;Copperbelt;3G;Copperbelt;Nokia;Flexi MultiRadio BTS - 3G;;AAZM-ZM6959;RAN;WCDMA/UMTS (3G);NodeB;KTWRN11;;Deployed;;
Airtel Zambia;LUFWANYAMA ROAD_1610;LUFWANYAMA ROAD_1610 | Copperbelt;AAZM-LUFWANYAMA ROAD_1610;LUFWANYAMA ROAD_1610;Priority_5;Copperbelt;2G;Copperbelt;Nokia;Flexi MultiRadio BTS - 2G;;AAZM-ZM0678;RAN;GSM (2G);BTS;BKITWE01;;Deployed;;
Airtel Zambia;WZM0098_PAMODZI;WZM0098_PAMODZI | Copperbelt;AAZM-WZM0098_PAMODZI;WZM0098_PAMODZI;Priority_5;Copperbelt;3G;Copperbelt;Nokia;Flexi MultiRadio BTS - 3G;;AAZM-ZM0098;RAN;WCDMA/UMTS (3G);NodeB;KTWRN11;;Deployed;;
Airtel Zambia;MUSANZA;MUSANZA | Northern;AAZM-MUSANZA;MUSANZA;Priority_5;Northern;2G;Northern;Ericsson;BTS-Ericsson;;AAZM-ZM6127;RAN;GSM (2G);BTS;KSBSC10;;Deployed;;
Airtel Zambia;MAAMBA TOWN1_11;MAAMBA TOWN1_11 | Southern;AAZM-MAAMBA TOWN1_11;MAAMBA TOWN1_11;Priority_5;Southern;2G;Southern;Nokia;Flexi MultiRadio BTS - 2G;;AAZM-ZM3972;RAN;GSM (2G);BTS;BCHOMA;;Deployed;;
Airtel Zambia;UTH;UTH | Lusaka;AAZM-UTH;UTH;Priority_5;Lusaka;2G;Lusaka;Ericsson;BTS-Ericsson;;AAZM-ZM0119;RAN;GSM (2G);BTS;LSEBS13;;Deployed;;
Airtel Zambia;WZM3343_NOTIE_BROAD;WZM3343_NOTIE_BROAD | Southern;AAZM-WZM3343_NOTIE_BROAD;WZM3343_NOTIE_BROAD;Priority_5;Southern;3G;Southern;Nokia;Flexi MultiRadio BTS - 3G;;AAZM-ZM3343;RAN;WCDMA/UMTS (3G);NodeB;WTCRN13;;Deployed;;
Airtel Zambia;MAKENI_3G;MAKENI_3G | Lusaka South;AAZM-MAKENI_3G;MAKENI_3G;Priority_5;Lusaka South;2G;Lusaka South;Ericsson;BTS-Ericsson;;AAZM-ZM6778;RAN;GSM (2G);BTS;LSEBS12;;Deployed;;
Airtel Zambia;WZM0016_CHOMA;WZM0016_CHOMA | Southern;AAZM-WZM0016_CHOMA;WZM0016_CHOMA;Priority_5;Southern;3G;Southern;Nokia;Flexi MultiRadio BTS - 3G;;AAZM-ZM0016;RAN;WCDMA/UMTS (3G);NodeB;WTCRN13;;Deployed;;
Airtel Zambia;MFUWE AIRPORT_50;MFUWE AIRPORT_50 | Eastern;AAZM-MFUWE AIRPORT_50;MFUWE AIRPORT_50;Priority_5;Eastern;2G;Eastern;Nokia;Flexi MultiRadio BTS - 2G;;AAZM-ZM0126;RAN;GSM (2G);BTS;BCHIPATA01;;Deployed;;
Airtel Zambia;CHIFUBU_640;CHIFUBU_640 | Copperbelt;AAZM-CHIFUBU_640;CHIFUBU_640;Priority_5;Copperbelt;2G;Copperbelt;Nokia;Flexi MultiRadio BTS - 2G;;AAZM-ZM0804;RAN;GSM (2G);BTS;BNDOLA;;Deployed;;
Airtel Zambia;MUSA KASONKA_460;MUSA KASONKA_460 | Copperbelt;AAZM-MUSA KASONKA_460;MUSA KASONKA_460;Priority_5;Copperbelt;2G;Copperbelt;Nokia;Flexi MultiRadio BTS - 2G;;AAZM-ZM3338;RAN;GSM (2G);BTS;BNDOLA;;Deployed;;
Airtel Zambia;CHIMBAMILONGA;CHIMBAMILONGA | Northern;AAZM-CHIMBAMILONGA;CHIMBAMILONGA;Priority_5;Northern;2G;Northern;Ericsson;BTS-Ericsson;;AAZM-ZM3833;RAN;GSM (2G);BTS;KSBSC10;;Deployed;;
Airtel Zambia;KALULUSHIEAST_1980;KALULUSHIEAST_1980 | Copperbelt;AAZM-KALULUSHIEAST_1980;KALULUSHIEAST_1980;Priority_5;Copperbelt;2G;Copperbelt;Nokia;Flexi MultiRadio BTS - 2G;;AAZM-ZM6775;RAN;GSM (2G);BTS;BKITWE01;;Deployed;;
Airtel Zambia;MUNGULE;MUNGULE | Lusaka South;AAZM-MUNGULE;MUNGULE;Priority_5;Lusaka South;2G;Lusaka South;Ericsson;BTS-Ericsson;;AAZM-ZM6078;RAN;GSM (2G);BTS;LSEBS07;;Deployed;;
Airtel Zambia;LSK_WEST_APPOLO;LSK_WEST_APPOLO | Lusaka South;AAZM-LSK_WEST_APPOLO;LSK_WEST_APPOLO;Priority_5;Lusaka South;2G;Lusaka South;Ericsson;BTS-Ericsson;;AAZM-ZM6128;RAN;GSM (2G);BTS;LSEBS07;;Deployed;;
Airtel Zambia;KAPOPO;KAPOPO | Lusaka South;AAZM-KAPOPO;KAPOPO;Priority_5;Lusaka South;2G;Lusaka South;Ericsson;BTS-Ericsson;;AAZM-ZM6370;RAN;GSM (2G);BTS;LSEBS07;;Deployed;;
Airtel Zambia;LIBALA;LIBALA | Lusaka North;AAZM-LIBALA;LIBALA;Priority_5;Lusaka North;2G;Lusaka North;Ericsson;BTS-Ericsson;;AAZM-ZM0044;RAN;GSM (2G);BTS;LSEBS13;;Deployed;;
Airtel Zambia;SINDA_130;SINDA_130 | Eastern;AAZM-SINDA_130;SINDA_130;Priority_5;Eastern;2G;Eastern;Nokia;Flexi MultiRadio BTS - 2G;;AAZM-ZM0138;RAN;GSM (2G);BTS;BCHIPATA01;;Deployed;;
Airtel Zambia;SENKOBO_70;SENKOBO_70 | Southern;AAZM-SENKOBO_70;SENKOBO_70;Priority_5;Southern;2G;Southern;Nokia;Flexi MultiRadio BTS - 2G;;AAZM-ZM0076;RAN;GSM (2G);BTS;BLVSTN01;;Deployed;;
Airtel Zambia;KATANINO_SR;KATANINO_SR | Copperbelt;AAZM-KATANINO_SR;KATANINO_SR;Priority_5;Copperbelt;2G;Copperbelt;Ericsson;BTS-Ericsson;;AAZM-ZM0039;RAN;GSM (2G);BTS;KBBSC09;;Deployed;;
Airtel Zambia;WZM0011_CHILILABOMBWE;WZM0011_CHILILABOMBWE | Copperbelt;AAZM-WZM0011_CHILILABOMBWE;WZM0011_CHILILABOMBWE;Priority_5;Copperbelt;3G;Copperbelt;Nokia;Flexi MultiRadio BTS - 3G;;AAZM-ZM0011;RAN;WCDMA/UMTS (3G);NodeB;KTWRN12;;Deployed;;
Airtel Zambia;FREDSTATION_8;FREDSTATION_8 | Copperbelt;AAZM-FREDSTATION_8;FREDSTATION_8;Priority_5;Copperbelt;2G;Copperbelt;Nokia;Flexi MultiRadio BTS - 2G;;AAZM-ZM3758;RAN;GSM (2G);BTS;BKITWE01;;Deployed;;
Airtel Zambia;NKWAZI_860;NKWAZI_860 | Copperbelt;AAZM-NKWAZI_860;NKWAZI_860;Priority_5;Copperbelt;2G;Copperbelt;Nokia;Flexi MultiRadio BTS - 2G;;AAZM-ZM6785;RAN;GSM (2G);BTS;BNDOLA;;Deployed;;
Airtel Zambia;CHILENJE_EAST;CHILENJE_EAST | Lusaka North;AAZM-CHILENJE_EAST;CHILENJE_EAST;Priority_5;Lusaka North;2G;Lusaka North;Ericsson;BTS-Ericsson;;AAZM-ZM0117;RAN;GSM (2G);BTS;LSEBS13;;Deployed;;
Airtel Zambia;CHANIDABORDER_3;CHANIDABORDER_3 | Eastern;AAZM-CHANIDABORDER_3;CHANIDABORDER_3;Priority_5;Eastern;2G;Eastern;Nokia;Flexi MultiRadio BTS - 2G;;AAZM-ZM3824;RAN;GSM (2G);BTS;BCHIPATA01;;Deployed;;
Airtel Zambia;LWAMPA MISSION;LWAMPA MISSION | Western;AAZM-LWAMPA MISSION;LWAMPA MISSION;Priority_5;Western;2G;Western;Nokia;Flexi MultiRadio BTS - 2G;;AAZM-ZM3581;RAN;GSM (2G);BTS;BMONGU01;;Deployed;;
Airtel Zambia;MBILA_27;MBILA_27 | Southern;AAZM-MBILA_27;MBILA_27;Priority_5;Southern;2G;Southern;Nokia;Flexi MultiRadio BTS - 2G;;AAZM-ZM6002;RAN;GSM (2G);BTS;BCHOMA;;Deployed;;
Airtel Zambia;KAANZWA_680;KAANZWA_680 | Western;AAZM-KAANZWA_680;KAANZWA_680;Priority_5;Western;2G;Western;Nokia;Flexi MultiRadio BTS - 2G;;AAZM-ZM3559;RAN;GSM (2G);BTS;BCHOMA;;Deployed;;
Airtel Zambia;T0019_NDESA;T0019_NDESA | Lusaka South;AAZM-T0019_NDESA;T0019_NDESA;Priority_5;Lusaka South;2G;Lusaka South;Ericsson;BTS-Ericsson;;AAZM-ZM6826;RAN;GSM (2G);BTS;LSEBS07;;Deployed;;
Airtel Zambia;MAKULULU;MAKULULU | Central;AAZM-MAKULULU;MAKULULU;Priority_5;Central;2G;Central;Ericsson;BTS-Ericsson;;AAZM-ZM0916;RAN;GSM (2G);BTS;KBBSC09;;Deployed;;
Airtel Zambia;LUKANGA_FARM;LUKANGA_FARM | Central;AAZM-LUKANGA_FARM;LUKANGA_FARM;Priority_5;Central;2G;Central;Ericsson;BTS-Ericsson;;AAZM-ZM6335;RAN;GSM (2G);BTS;KBBSC09;;Deployed;;
Airtel Zambia;CHABANYAMA_260;CHABANYAMA_260 | Copperbelt;AAZM-CHABANYAMA_260;CHABANYAMA_260;Priority_5;Copperbelt;2G;Copperbelt;Nokia;Flexi MultiRadio BTS - 2G;;AAZM-ZM3275;RAN;GSM (2G);BTS;BCHINGOLA;;Deployed;;
Airtel Zambia;MATIPA_PARISH;MATIPA_PARISH | Northern;AAZM-MATIPA_PARISH;MATIPA_PARISH;Priority_5;Northern;2G;Northern;Ericsson;BTS-Ericsson;;AAZM-ZM6495;RAN;GSM (2G);BTS;KSBSC10;;Deployed;;
Airtel Zambia;DAG HAMMARSKJOLD_610;DAG HAMMARSKJOLD_610 | Copperbelt;AAZM-DAG HAMMARSKJOLD_610;DAG HAMMARSKJOLD_610;Priority_5;Copperbelt;2G;Copperbelt;Nokia;Flexi MultiRadio BTS - 2G;;AAZM-ZM4007;RAN;GSM (2G);BTS;BNDOLA;;Deployed;;
Airtel Zambia;MAGOYE_660;MAGOYE_660 | Southern;AAZM-MAGOYE_660;MAGOYE_660;Priority_5;Southern;2G;Southern;Nokia;Flexi MultiRadio BTS - 2G;;AAZM-ZM3455;RAN;GSM (2G);BTS;BCHOMA;;Deployed;;
Airtel Zambia;KANYAMEZA_30;KANYAMEZA_30 | Southern;AAZM-KANYAMEZA_30;KANYAMEZA_30;Priority_5;Southern;2G;Southern;Nokia;Flexi MultiRadio BTS - 2G;;AAZM-ZM0034;RAN;GSM (2G);BTS;BCHOMA;;Deployed;;
Airtel Zambia;MUOYO;MUOYO | Western;AAZM-MUOYO;MUOYO;Priority_5;Western;2G;Western;Nokia;Flexi MultiRadio BTS - 2G;;AAZM-ZM6062;RAN;GSM (2G);BTS;BMONGU01;;Deployed;;
Airtel Zambia;WZM3398_TVTC;WZM3398_TVTC | Copperbelt;AAZM-WZM3398_TVTC;WZM3398_TVTC;Priority_5;Copperbelt;3G;Copperbelt;Nokia;Flexi MultiRadio BTS - 3G;;AAZM-ZM3398;RAN;WCDMA/UMTS (3G);NodeB;KTWRN11;;Deployed;;
Airtel Zambia;WZM0063_MUFULIRA;WZM0063_MUFULIRA | Copperbelt;AAZM-WZM0063_MUFULIRA;WZM0063_MUFULIRA;Priority_5;Copperbelt;3G;Copperbelt;Nokia;Flexi MultiRadio BTS - 3G;;AAZM-ZM0063;RAN;WCDMA/UMTS (3G);NodeB;KTWRN11;;Deployed;;
Airtel Zambia;MWENSE;MWENSE | Luapula;AAZM-MWENSE;MWENSE;Priority_5;Luapula;2G;Luapula;Ericsson;BTS-Ericsson;;AAZM-ZM0199;RAN;GSM (2G);BTS;KSBSC10;;Deployed;;
Airtel Zambia;NORTHMEAD_1800;NORTHMEAD_1800 | Lusaka North;AAZM-NORTHMEAD_1800;NORTHMEAD_1800;Priority_5;Lusaka North;2G;Lusaka North;Ericsson;BTS-Ericsson;;AAZM-ZM0071;RAN;GSM (2G);BTS;LSEBS06;;Deployed;;
Airtel Zambia;WZM0006_CHAMBESHI;WZM0006_CHAMBESHI | Copperbelt;AAZM-WZM0006_CHAMBESHI;WZM0006_CHAMBESHI;Priority_5;Copperbelt;3G;Copperbelt;Nokia;Flexi MultiRadio BTS - 3G;;AAZM-ZM0006;RAN;WCDMA/UMTS (3G);NodeB;KTWRN12;;Deployed;;
Airtel Zambia;WZM3278_KABUSHI;WZM3278_KABUSHI | Copperbelt;AAZM-WZM3278_KABUSHI;WZM3278_KABUSHI;Priority_5;Copperbelt;3G;Copperbelt;Nokia;Flexi MultiRadio BTS - 3G;;AAZM-ZM3278;RAN;WCDMA/UMTS (3G);NodeB;KTWRN11;;Deployed;;
Airtel Zambia;LWITIKILA;LWITIKILA | Northern;AAZM-LWITIKILA;LWITIKILA;Priority_5;Northern;2G;Northern;Ericsson;BTS-Ericsson;;AAZM-ZM3979;RAN;GSM (2G);BTS;KSBSC10;;Deployed;;
Airtel Zambia;WZM0149_SENANGA;WZM0149_SENANGA | Western;AAZM-WZM0149_SENANGA;WZM0149_SENANGA;Priority_5;Western;3G;Western;Nokia;Flexi MultiRadio BTS - 3G;;AAZM-ZM0149;RAN;WCDMA/UMTS (3G);NodeB;NTCRN14;;Deployed;;
Airtel Zambia;MAPOPO _870;MAPOPO _870 | North Western;AAZM-MAPOPO _870;MAPOPO _870;Priority_5;North Western;2G;North Western;Nokia;Flexi MultiRadio BTS - 2G;;AAZM-ZM3775;RAN;GSM (2G);BTS;SLBSC16;;Deployed;;
Airtel Zambia;KIFUBWA_610;KIFUBWA_610 | North Western;AAZM-KIFUBWA_610;KIFUBWA_610;Priority_5;North Western;2G;North Western;Nokia;Flexi MultiRadio BTS - 2G;;AAZM-ZM0862;RAN;GSM (2G);BTS;SLBSC16;;Deployed;;
Airtel Zambia;WZM0237_T3351_KANTOMBOLA;WZM0237_T3351_KANTOMBOLA | Copperbelt;AAZM-WZM0237_T3351_KANTOMBOLA;WZM0237_T3351_KANTOMBOLA;Priority_5;Copperbelt;3G;Copperbelt;Nokia;Flexi MultiRadio BTS - 3G;;AAZM-ZM0237;RAN;WCDMA/UMTS (3G);NodeB;KTWRN11;;Deployed;;
Airtel Zambia;ZAFFICOGEORGE_880;ZAFFICOGEORGE_880 | Copperbelt;AAZM-ZAFFICOGEORGE_880;ZAFFICOGEORGE_880;Priority_5;Copperbelt;2G;Copperbelt;Nokia;Flexi MultiRadio BTS - 2G;;AAZM-ZM6868;RAN;GSM (2G);BTS;BNDOLA;;Deployed;;
Airtel Zambia;KALOMORLF;KALOMORLF | Southern;AAZM-KALOMORLF;KALOMORLF;Priority_5;Southern;2G;Southern;Nokia;Flexi MultiRadio BTS - 2G;;AAZM-ZM6195;RAN;GSM (2G);BTS;BCHOMA;;Deployed;;
Airtel Zambia;KOPA;KOPA | Northern;AAZM-KOPA;KOPA;Priority_5;Northern;2G;Northern;Ericsson;BTS-Ericsson;;AAZM-ZM6017;RAN;GSM (2G);BTS;KSBSC10;;Deployed;;
Airtel Zambia;SALAMA_PARK;SALAMA_PARK | Lusaka North;AAZM-SALAMA_PARK;SALAMA_PARK;Priority_5;Lusaka North;2G;Lusaka North;Ericsson;BTS-Ericsson;;AAZM-ZM6961;RAN;GSM (2G);BTS;LSEBS04;;Deployed;;
Airtel Zambia;NAMUSHAKENDE;NAMUSHAKENDE | Western;AAZM-NAMUSHAKENDE;NAMUSHAKENDE;Priority_5;Western;2G;Western;Nokia;Flexi MultiRadio BTS - 2G;;AAZM-ZM0825;RAN;GSM (2G);BTS;BMONGU01;;Deployed;;
Airtel Zambia;KAMFINSA_790;KAMFINSA_790 | Copperbelt;AAZM-KAMFINSA_790;KAMFINSA_790;Priority_5;Copperbelt;2G;Copperbelt;Nokia;Flexi MultiRadio BTS - 2G;;AAZM-ZM0877;RAN;GSM (2G);BTS;BKITWE01;;Deployed;;
Airtel Zambia;WILE_CHULUZL;WILE_CHULUZL | Central;AAZM-WILE_CHULUZL;WILE_CHULUZL;Priority_5;Central;2G;Central;Ericsson;BTS-Ericsson;;AAZM-ZM6387;RAN;GSM (2G);BTS;KBBSC09;;Deployed;;
Airtel Zambia;MULILIMA_AGRIC;MULILIMA_AGRIC | Central;AAZM-MULILIMA_AGRIC;MULILIMA_AGRIC;Priority_5;Central;2G;Central;Ericsson;BTS-Ericsson;;AAZM-ZM0910;RAN;GSM (2G);BTS;KBBSC09;;Deployed;;
Airtel Zambia;CHUDLEIGH;CHUDLEIGH | Lusaka North;AAZM-CHUDLEIGH;CHUDLEIGH;Priority_5;Lusaka North;2G;Lusaka North;Ericsson;BTS-Ericsson;;AAZM-ZM0992;RAN;GSM (2G);BTS;LSEBS04;;Deployed;;
Airtel Zambia;ROMA_EXCHANGE;ROMA_EXCHANGE | Lusaka North;AAZM-ROMA_EXCHANGE;ROMA_EXCHANGE;Priority_5;Lusaka North;2G;Lusaka North;Ericsson;BTS-Ericsson;;AAZM-ZM3390;RAN;GSM (2G);BTS;LSEBS07;;Deployed;;
Airtel Zambia;IKELENGERPT2_28;IKELENGERPT2_28 | North Western;AAZM-IKELENGERPT2_28;IKELENGERPT2_28;Priority_5;North Western;2G;North Western;Nokia;Flexi MultiRadio BTS - 2G;;AAZM-ZM6091;RAN;GSM (2G);BTS;SLBSC16;;Deployed;;
Airtel Zambia;STRAPHAELS_530;STRAPHAELS_530 | Southern;AAZM-STRAPHAELS_530;STRAPHAELS_530;Priority_5;Southern;2G;Southern;Nokia;Flexi MultiRadio BTS - 2G;;AAZM-ZM6768;RAN;GSM (2G);BTS;BLVSTN01;;Deployed;;
