Company;CI Name;CI Description;Domain;DNS Host Name;Priority;Region;System Role;Site Group;Manufacturer;Product Name;Additional Information;Site;Tier 1;Tier 2;Tier 3;Tag Number;NbrCells;Status;CI ID;Model Version
Airtel Uganda;BU-GSM-OMC-S3528-02;BU-GSM-OMC-S3528-02;AAUG-BU-GSM-OMC-S3528-02;BU-GSM-OMC-S3528-02;Priority_5;Kampala;Core;Kampala;Huawei;Core Switch-Huawei;;AAUG-Bugolobi;WLS Core;MPBN;Switch;;;Deployed;;
Airtel Uganda;AH-GPRS-E1000E-01;AH-GPRS-E1000E-01;AAUG-AH-GPRS-E1000E-01;AH-GPRS-E1000E-01;Priority_5;Kampala;Core;Kampala;Huawei;Firewall-Huawei;;AAUG-Airtel House;WLS Core;MPBN;Firewall;;;Deployed;;
Airtel Uganda;Buluuta(EA5323);Buluuta(EA5323) | East;AAUG-Buluuta(EA5323);Buluuta(EA5323);Priority_5;East;2G;East;Huawei;BTS-Huawei;;AAUG-EA5323;RAN;GSM (2G);BTS;JNHBSC1;;Deployed;;
Airtel Uganda;WE2609-Kanywa;WE2609-Kanywa | West;AAUG-WE2609-Kanywa;WE2609-Kanywa;Priority_5;West;SRAN;West;Huawei;DBS3900;;AAUG-WE2609;RAN;Multi Techno;Base Station;;0;Deployed;;
Airtel Uganda;KA1647-Kitale;KA1647-Kitale | Central;AAUG-KA1647-Kitale;KA1647-Kitale;Priority_5;Central;SRAN;Central;Huawei;DBS3900;;AAUG-KA1647;RAN;Multi Techno;Base Station;;0;Deployed;;
Airtel Uganda;Mamerito road(KA1606);Mamerito road(KA1606) | Central;AAUG-Mamerito road(KA1606);Mamerito road(KA1606);Priority_5;Central;2G;Central;Huawei;BTS-Huawei;;AAUG-KA1606;RAN;GSM (2G);BTS;BUBSC03;;Deployed;;
Airtel Uganda;Magogo_EA5426;Magogo_EA5426 | East;AAUG-Magogo_EA5426;Magogo_EA5426;Priority_5;East;4G;East;Huawei;eNodeB-Huawei;;AAUG-EA5426;RAN;LTE (4G);eNodeB;;;Deployed;;
Airtel Uganda;MASINDIAGG01-NEW;MASINDIAGG01-NEW;AAUG-MASINDIAGG01-NEW;MASINDIAGG01-NEW;Priority_5;Masindi;Core;Masindi;Huawei;Core Router-Huawei;;AAUG-Masindi;WLS Core;MPBN;Router;;;Deployed;;
Airtel Uganda;BURNC03;BURNC03 | Central;AAUG-BURNC03;BURNC03;Priority_5;Central;3G;Central;Huawei;BSC6910;;AAUG-DC;RAN;WCDMA/UMTS (3G);RNC;;;Deployed;;
Airtel Uganda;AHAGG01;AHAGG01;AAUG-AHAGG01;AHAGG01;Priority_5;Kampala;Core;Kampala;Huawei;Core Router-Huawei;;AAUG-Airtel House;WLS Core;MPBN;Router;;;Deployed;;
Airtel Uganda;MASAKAGG02-NEW;MASAKAGG02-NEW;AAUG-MASAKAGG02-NEW;MASAKAGG02-NEW;Priority_5;Masaka;Core;Masaka;Huawei;Core Router-Huawei;;AAUG-Masaka;WLS Core;MPBN;Router;;;Deployed;;
Airtel Uganda;Bukamba(EA5381);Bukamba(EA5381) | East;AAUG-Bukamba(EA5381);Bukamba(EA5381);Priority_5;East;2G;East;Huawei;BTS-Huawei;;AAUG-EA5381;RAN;GSM (2G);BTS;JNHBSC1;;Deployed;;
Airtel Uganda;WE2443-Kyazanga Town;WE2443-Kyazanga Town | West;AAUG-WE2443-Kyazanga Town;WE2443-Kyazanga Town;Priority_5;West;SRAN;West;Huawei;DBS3900;;AAUG-WE2443;RAN;Multi Techno;Base Station;;0;Deployed;;
Airtel Uganda;WE2603-Bukesa;WE2603-Bukesa | West;AAUG-WE2603-Bukesa;WE2603-Bukesa;Priority_5;West;SRAN;West;Huawei;DBS3900;;AAUG-WE2603;RAN;Multi Techno;Base Station;;0;Deployed;;
Airtel Uganda;Bulerejje(WE2605);Bulerejje(WE2605) | West;AAUG-Bulerejje(WE2605);Bulerejje(WE2605);Priority_5;West;2G;West;Huawei;BTS-Huawei;;AAUG-WE2605;RAN;GSM (2G);BTS;AHBSC02;;Deployed;;
Airtel Uganda;EA5323-Buluuta;EA5323-Buluuta | East;AAUG-EA5323-Buluuta;EA5323-Buluuta;Priority_5;East;SRAN;East;Huawei;DBS3900;;AAUG-EA5323;RAN;Multi Techno;Base Station;;;Deployed;;
Airtel Uganda;EA5352-Kaproron;EA5352-Kaproron | East;AAUG-EA5352-Kaproron;EA5352-Kaproron;Priority_5;East;SRAN;East;Huawei;DBS3900;;AAUG-EA5352;RAN;Multi Techno;Base Station;;0;Deployed;;
Airtel Uganda;AHRNC01;AHRNC01 | Central;AAUG-AHRNC01;AHRNC01;Priority_5;Central;3G;Central;Huawei;BSC6910;;AAUG-DC;RAN;WCDMA/UMTS (3G);RNC;;;Deployed;;
Airtel Uganda;MKBSC01;MKBSC01 | Central;AAUG-MKBSC01;MKBSC01;Priority_5;Central;2G;Central;Huawei;BSC-Huawei;;AAUG-DC;RAN;GSM (2G);BSC;;;Deployed;;
Airtel Uganda;BU-AS-E1000-FW4;BU-AS-E1000-FW4;AAUG-BU-AS-E1000-FW4;BU-AS-E1000-FW4;Priority_5;Kampala;Core;Kampala;Huawei;Firewall-Huawei;;AAUG-Bugolobi;WLS Core;MPBN;Firewall;;;Deployed;;
Airtel Uganda;BU-GPRS-E1000E-02;BU-GPRS-E1000E-02;AAUG-BU-GPRS-E1000E-02;BU-GPRS-E1000E-02;Priority_5;Kampala;Core;Kampala;Huawei;Firewall-Huawei;;AAUG-Bugolobi;WLS Core;MPBN;Firewall;;;Deployed;;
Airtel Uganda;CORE-CE-1;CORE-CE-1;AAUG-CORE-CE-1;CORE-CE-1;Priority_5;Kampala;Core;Kampala;Huawei;Core Switch-Huawei;;AAUG-Bugolobi;WLS Core;MPBN;Switch;;;Deployed;;
Airtel Uganda;BU-GPRS-E1000E-01;BU-GPRS-E1000E-01;AAUG-BU-GPRS-E1000E-01;BU-GPRS-E1000E-01;Priority_5;Kampala;Core;Kampala;Huawei;Firewall-Huawei;;AAUG-Bugolobi;WLS Core;MPBN;Firewall;;;Deployed;;
Airtel Uganda;Kaproron(EA5352);Kaproron(EA5352) | East;AAUG-Kaproron(EA5352);Kaproron(EA5352);Priority_5;East;2G;East;Huawei;BTS-Huawei;;AAUG-EA5352;RAN;GSM (2G);BTS;MLHBSC1;;Deployed;;
Airtel Uganda;EA5382-Chesoweri;EA5382-Chesoweri | East;AAUG-EA5382-Chesoweri;EA5382-Chesoweri;Priority_5;East;SRAN;East;Huawei;DBS3900;;AAUG-EA5382;RAN;Multi Techno;Base Station;;0;Deployed;;
Airtel Uganda;UTL-ETN_Kiyindi 900_EA5151;UTL-ETN_Kiyindi 900_EA5151 | East;AAUG-UTL-ETN_Kiyindi 900_EA5151;UTL-ETN_Kiyindi 900_EA5151;Priority_5;East;4G;East;Huawei;eNodeB-Huawei;;AAUG-EA5151;RAN;LTE (4G);eNodeB;;;Deployed;;
Airtel Uganda;Zanten(EA5430);Zanten(EA5430) | Central;AAUG-Zanten(EA5430);Zanten(EA5430);Priority_5;Central;2G;Central;Huawei;BTS-Huawei;;AAUG-EA5430;RAN;GSM (2G);BTS;BUBSC03;;Deployed;;
Airtel Uganda;Kitegomba(KA1692);Kitegomba(KA1692) | Central;AAUG-Kitegomba(KA1692);Kitegomba(KA1692);Priority_5;Central;2G;Central;Huawei;BTS-Huawei;;AAUG-KA1692;RAN;GSM (2G);BTS;BUBSC03;;Deployed;;
Airtel Uganda;KA1702-ATC_Ntinda-3G;KA1702-ATC_Ntinda-3G | Central;AAUG-KA1702-ATC_Ntinda-3G;KA1702-ATC_Ntinda-3G;Priority_5;Central;3G;Central;Huawei;NodeB-Huawei;;AAUG-KA1702;RAN;WCDMA/UMTS (3G);NodeB;AHRNC04;;Deployed;;
Airtel Uganda;KA1692-Kitegomba;KA1692-Kitegomba | Central;AAUG-KA1692-Kitegomba;KA1692-Kitegomba;Priority_5;Central;4G;Central;Huawei;eNodeB-Huawei;;AAUG-KA1692;RAN;LTE (4G);eNodeB;;;Deployed;;
Airtel Uganda;Kibibi_WE2416;Kibibi_WE2416 | West;AAUG-Kibibi_WE2416;Kibibi_WE2416;Priority_5;West;4G;West;Huawei;eNodeB-Huawei;;AAUG-WE2416;RAN;LTE (4G);eNodeB;;;Deployed;;
Airtel Uganda;Morunyang_NO4351(4351)-2G;Morunyang_NO4351(4351)-2G | North;AAUG-Morunyang_NO4351(4351)-2G;Morunyang_NO4351(4351)-2G;Priority_5;North;2G;North;ZTE;BTS-ZTE;;AAUG-NO4351;RAN;GSM (2G);BTS;WAZB01(352);;Deployed;;
Airtel Uganda;OUL_Nankoma_EA5104;OUL_Nankoma_EA5104 | East;AAUG-OUL_Nankoma_EA5104;OUL_Nankoma_EA5104;Priority_5;East;4G;East;Huawei;eNodeB-Huawei;;AAUG-EA5104;RAN;LTE (4G);eNodeB;;;Deployed;;
Airtel Uganda;ATC_Mbale College 2_EA5391;ATC_Mbale College 2_EA5391 | East;AAUG-ATC_Mbale College 2_EA5391;ATC_Mbale College 2_EA5391;Priority_5;East;4G;East;Huawei;eNodeB-Huawei;;AAUG-EA5391;RAN;LTE (4G);eNodeB;;;Deployed;;
Airtel Uganda;Kiruhura_WE2066;Kiruhura_WE2066 | West;AAUG-Kiruhura_WE2066;Kiruhura_WE2066;Priority_5;West;4G;West;Huawei;eNodeB-Huawei;;AAUG-WE2066;RAN;LTE (4G);eNodeB;;;Deployed;;
Airtel Uganda;Lukaya_WE2205;Lukaya_WE2205 | West;AAUG-Lukaya_WE2205;Lukaya_WE2205;Priority_5;West;4G;West;Huawei;eNodeB-Huawei;;AAUG-WE2205;RAN;LTE (4G);eNodeB;;;Deployed;;
Airtel Uganda;Bulebi_EA5040;Bulebi_EA5040 | East;AAUG-Bulebi_EA5040;Bulebi_EA5040;Priority_5;East;4G;East;Huawei;eNodeB-Huawei;;AAUG-EA5040;RAN;LTE (4G);eNodeB;;;Deployed;;
Airtel Uganda;Kabimbiri_EA5199;Kabimbiri_EA5199 | East;AAUG-Kabimbiri_EA5199;Kabimbiri_EA5199;Priority_5;East;4G;East;Huawei;eNodeB-Huawei;;AAUG-EA5199;RAN;LTE (4G);eNodeB;;;Deployed;;
Airtel Uganda;Itendero-Warid_WE2141;Itendero-Warid_WE2141 | West;AAUG-Itendero-Warid_WE2141;Itendero-Warid_WE2141;Priority_5;West;4G;West;Huawei;eNodeB-Huawei;;AAUG-WE2141;RAN;LTE (4G);eNodeB;;;Deployed;;
Airtel Uganda;Kitunda_WE2273;Kitunda_WE2273 | West;AAUG-Kitunda_WE2273;Kitunda_WE2273;Priority_5;West;4G;West;Huawei;eNodeB-Huawei;;AAUG-WE2273;RAN;LTE (4G);eNodeB;;;Deployed;;
Airtel Uganda;Lwanda_WE2159;Lwanda_WE2159 | West;AAUG-Lwanda_WE2159;Lwanda_WE2159;Priority_5;West;4G;West;Huawei;eNodeB-Huawei;;AAUG-WE2159;RAN;LTE (4G);eNodeB;;;Deployed;;
Airtel Uganda;Burere_WE2354;Burere_WE2354 | West;AAUG-Burere_WE2354;Burere_WE2354;Priority_5;West;4G;West;Huawei;eNodeB-Huawei;;AAUG-WE2354;RAN;LTE (4G);eNodeB;;;Deployed;;
Airtel Uganda;Kamuli_3_EA5244;Kamuli_3_EA5244 | East;AAUG-Kamuli_3_EA5244;Kamuli_3_EA5244;Priority_5;East;4G;East;Huawei;eNodeB-Huawei;;AAUG-EA5244;RAN;LTE (4G);eNodeB;;;Deployed;;
Airtel Uganda;Busolwe_ATL1_EA5024;Busolwe_ATL1_EA5024 | East;AAUG-Busolwe_ATL1_EA5024;Busolwe_ATL1_EA5024;Priority_5;East;4G;East;Huawei;eNodeB-Huawei;;AAUG-EA5024;RAN;LTE (4G);eNodeB;;;Deployed;;
Airtel Uganda;ATC_Masheruka _WE2410;ATC_Masheruka _WE2410 | West;AAUG-ATC_Masheruka _WE2410;ATC_Masheruka _WE2410;Priority_5;West;4G;West;Huawei;eNodeB-Huawei;;AAUG-WE2410;RAN;LTE (4G);eNodeB;;;Deployed;;
Airtel Uganda;ATC_Kasaba(WE2435)(2435);ATC_Kasaba(WE2435)(2435) | Uganda;AAUG-ATC_Kasaba(WE2435)(2435);ATC_Kasaba(WE2435)(2435);Priority_5;Uganda;4G;Uganda;ZTE;eNodeB-ZTE;;AAUG-WE2435;RAN;LTE (4G);eNodeB;;;Deployed;;
Airtel Uganda;Namayingo_b_EA5025;Namayingo_b_EA5025 | East;AAUG-Namayingo_b_EA5025;Namayingo_b_EA5025;Priority_5;East;4G;East;Huawei;eNodeB-Huawei;;AAUG-EA5025;RAN;LTE (4G);eNodeB;;;Deployed;;
Airtel Uganda;Busana_EA5273;Busana_EA5273 | East;AAUG-Busana_EA5273;Busana_EA5273;Priority_5;East;4G;East;Huawei;eNodeB-Huawei;;AAUG-EA5273;RAN;LTE (4G);eNodeB;;;Deployed;;
Airtel Uganda;Busesa_EA5015;Busesa_EA5015 | East;AAUG-Busesa_EA5015;Busesa_EA5015;Priority_5;East;4G;East;Huawei;eNodeB-Huawei;;AAUG-EA5015;RAN;LTE (4G);eNodeB;;;Deployed;;
Airtel Uganda;Kabulasoke-Warid_WE2022;Kabulasoke-Warid_WE2022 | West;AAUG-Kabulasoke-Warid_WE2022;Kabulasoke-Warid_WE2022;Priority_5;West;4G;West;Huawei;eNodeB-Huawei;;AAUG-WE2022;RAN;LTE (4G);eNodeB;;;Deployed;;
Airtel Uganda;Buto_West_WE2311;Buto_West_WE2311 | West;AAUG-Buto_West_WE2311;Buto_West_WE2311;Priority_5;West;4G;West;Huawei;eNodeB-Huawei;;AAUG-WE2311;RAN;LTE (4G);eNodeB;;;Deployed;;
Airtel Uganda;Gombe-Sanga_KA1683;Gombe-Sanga_KA1683 | Central;AAUG-Gombe-Sanga_KA1683;Gombe-Sanga_KA1683;Priority_5;Central;4G;Central;Huawei;eNodeB-Huawei;;AAUG-KA1683;RAN;LTE (4G);eNodeB;;;Deployed;;
Airtel Uganda;EA5404-Nyenga-3G;EA5404-Nyenga-3G | East;AAUG-EA5404-Nyenga-3G;EA5404-Nyenga-3G;Priority_5;East;3G;East;Huawei;NodeB-Huawei;;AAUG-EA5404;RAN;WCDMA/UMTS (3G);NodeB;JNHRNC06;;Deployed;;
Airtel Uganda;ATC_Nampanyi_EA5389;ATC_Nampanyi_EA5389 | East;AAUG-ATC_Nampanyi_EA5389;ATC_Nampanyi_EA5389;Priority_5;East;4G;East;Huawei;eNodeB-Huawei;;AAUG-EA5389;RAN;LTE (4G);eNodeB;;;Deployed;;
Airtel Uganda;Obilokongo_NO4348(4348)-2G;Obilokongo_NO4348(4348)-2G | North_East;AAUG-Obilokongo_NO4348(4348)-2G;Obilokongo_NO4348(4348)-2G;Priority_5;North_East;2G;North_East;ZTE;BTS-ZTE;;AAUG-NO4348;RAN;GSM (2G);BTS;MDZB02(360);;Deployed;;
Airtel Uganda;Matete_WE2257;Matete_WE2257 | West;AAUG-Matete_WE2257;Matete_WE2257;Priority_5;West;4G;West;Huawei;eNodeB-Huawei;;AAUG-WE2257;RAN;LTE (4G);eNodeB;;;Deployed;;
Airtel Uganda;ATC_Mityana Highway_WE2655(2655)-2G;ATC_Mityana Highway_WE2655(2655)-2G | West;AAUG-ATC_Mityana Highway_WE2655(2655)-2G;ATC_Mityana Highway_WE2655(2655)-2G;Priority_5;West;2G;West;ZTE;BTS-ZTE;;AAUG-WE2655;RAN;GSM (2G);BTS;AHZB01(351);;Deployed;;
Airtel Uganda;OUL_Bugadde_EA5154;OUL_Bugadde_EA5154 | East;AAUG-OUL_Bugadde_EA5154;OUL_Bugadde_EA5154;Priority_5;East;4G;East;Huawei;eNodeB-Huawei;;AAUG-EA5154;RAN;LTE (4G);eNodeB;;;Deployed;;
Airtel Uganda;Kyebe_WE2234;Kyebe_WE2234 | West;AAUG-Kyebe_WE2234;Kyebe_WE2234;Priority_5;West;4G;West;Huawei;eNodeB-Huawei;;AAUG-WE2234;RAN;LTE (4G);eNodeB;;;Deployed;;
Airtel Uganda;Kyogo_WE2683(2683);Kyogo_WE2683(2683) | West;AAUG-Kyogo_WE2683(2683);Kyogo_WE2683(2683);Priority_5;West;4G;West;ZTE;eNodeB-ZTE;;AAUG-WE2683;RAN;LTE (4G);eNodeB;RWZR01(303);;Deployed;;
Airtel Uganda;KA1694-Makerere_StudioFlats-3G;KA1694-Makerere_StudioFlats-3G | Central;AAUG-KA1694-Makerere_StudioFlats-3G;KA1694-Makerere_StudioFlats-3G;Priority_5;Central;3G;Central;Huawei;NodeB-Huawei;;AAUG-KA1694;RAN;WCDMA/UMTS (3G);NodeB;BURNC02;;Deployed;;
Airtel Uganda;Makerere_StudioFlats_KA1694;Makerere_StudioFlats_KA1694 | Central;AAUG-Makerere_StudioFlats_KA1694;Makerere_StudioFlats_KA1694;Priority_5;Central;4G;Central;Huawei;eNodeB-Huawei;;AAUG-KA1694;RAN;LTE (4G);eNodeB;;;Deployed;;
Airtel Uganda;Budaka_ATL_EA5016;Budaka_ATL_EA5016 | East;AAUG-Budaka_ATL_EA5016;Budaka_ATL_EA5016;Priority_5;East;4G;East;Huawei;eNodeB-Huawei;;AAUG-EA5016;RAN;LTE (4G);eNodeB;;;Deployed;;
Airtel Uganda;Budadiri_EA5158;Budadiri_EA5158 | East;AAUG-Budadiri_EA5158;Budadiri_EA5158;Priority_5;East;4G;East;Huawei;eNodeB-Huawei;;AAUG-EA5158;RAN;LTE (4G);eNodeB;;;Deployed;;
Airtel Uganda;Kaganda_WE2155;Kaganda_WE2155 | West;AAUG-Kaganda_WE2155;Kaganda_WE2155;Priority_5;West;4G;West;Huawei;eNodeB-Huawei;;AAUG-WE2155;RAN;LTE (4G);eNodeB;;;Deployed;;
Airtel Uganda;Wampologoma_EA5061;Wampologoma_EA5061 | East;AAUG-Wampologoma_EA5061;Wampologoma_EA5061;Priority_5;East;4G;East;Huawei;eNodeB-Huawei;;AAUG-EA5061;RAN;LTE (4G);eNodeB;;;Deployed;;
Airtel Uganda;AH_SBC_SW;AH_SBC_SW;AAUG-AH_SBC_SW;AH_SBC_SW;Priority_5;Kampala;Core;Kampala;Huawei;Core Router-Huawei;;AAUG-Airtel House;WLS Core;MPBN;Router;;;Deployed;;
Airtel Uganda;RWAGG02;RWAGG02;AAUG-RWAGG02;RWAGG02;Priority_5;Rwagajju;Core;Rwagajju;Huawei;Core Router-Huawei;;AAUG-Rwagajju;WLS Core;MPBN;Router;;;Deployed;;
Airtel Uganda;BU-Edge-Router01;BU-Edge-Router01;AAUG-BU-Edge-Router01;BU-Edge-Router01;Priority_5;Kampala;Core;Kampala;Huawei;Core Router-Huawei;;AAUG-Bugolobi;WLS Core;MPBN;Router;;;Deployed;;
Airtel Uganda;EA5319-Lwanika;EA5319-Lwanika | East;AAUG-EA5319-Lwanika;EA5319-Lwanika;Priority_5;East;SRAN;East;Huawei;DBS3900;;AAUG-EA5319;RAN;Multi Techno;Base Station;;0;Deployed;;
Airtel Uganda;EA5327-Butandiga;EA5327-Butandiga | East;AAUG-EA5327-Butandiga;EA5327-Butandiga;Priority_5;East;SRAN;East;Huawei;DBS3900;;AAUG-EA5327;RAN;Multi Techno;Base Station;;0;Deployed;;
Airtel Uganda;EA5349-Lwaki;EA5349-Lwaki | East;AAUG-EA5349-Lwaki;EA5349-Lwaki;Priority_5;East;SRAN;East;Huawei;DBS3900;;AAUG-EA5349;RAN;Multi Techno;Base Station;;0;Deployed;;
Airtel Uganda;Nabuyoga(EA5358);Nabuyoga(EA5358) | East;AAUG-Nabuyoga(EA5358);Nabuyoga(EA5358);Priority_5;East;2G;East;Huawei;BTS-Huawei;;AAUG-EA5358;RAN;GSM (2G);BTS;MLHBSC1;;Deployed;;
Airtel Uganda;WE2621-Lwebitakuli;WE2621-Lwebitakuli | West;AAUG-WE2621-Lwebitakuli;WE2621-Lwebitakuli;Priority_5;West;SRAN;West;Huawei;DBS3900;;AAUG-WE2621;RAN;Multi Techno;Base Station;;0;Deployed;;
Airtel Uganda;AS-MDS-S5328C-L1;AS-MDS-S5328C-L1;AAUG-AS-MDS-S5328C-L1;AS-MDS-S5328C-L1;Priority_5;Kampala;Core;Kampala;Huawei;Core Switch-Huawei;;AAUG-Airtel House;WLS Core;MPBN;Switch;;;Deployed;;
Airtel Uganda;Budwale(EA5317);Budwale(EA5317) | East;AAUG-Budwale(EA5317);Budwale(EA5317);Priority_5;East;2G;East;Huawei;BTS-Huawei;;AAUG-EA5317;RAN;GSM (2G);BTS;MLHBSC1;;Deployed;;
Airtel Uganda;EA5317-Budwale;EA5317-Budwale | East;AAUG-EA5317-Budwale;EA5317-Budwale;Priority_5;East;SRAN;East;Huawei;DBS3900;;AAUG-EA5317;RAN;Multi Techno;Base Station;;0;Deployed;;
Airtel Uganda;Lwaki(EA5349);Lwaki(EA5349) | East;AAUG-Lwaki(EA5349);Lwaki(EA5349);Priority_5;East;2G;East;Huawei;BTS-Huawei;;AAUG-EA5349;RAN;GSM (2G);BTS;JNHBSC1;;Deployed;;
Airtel Uganda;EA5355-Mwema;EA5355-Mwema | East;AAUG-EA5355-Mwema;EA5355-Mwema;Priority_5;East;SRAN;East;Huawei;DBS3900;;AAUG-EA5355;RAN;Multi Techno;Base Station;;0;Deployed;;
Airtel Uganda;EA5381-Bukamba;EA5381-Bukamba | East;AAUG-EA5381-Bukamba;EA5381-Bukamba;Priority_5;East;SRAN;East;Huawei;DBS3900;;AAUG-EA5381;RAN;Multi Techno;Base Station;;0;Deployed;;
Airtel Uganda;Bukesa(WE2603);Bukesa(WE2603) | West;AAUG-Bukesa(WE2603);Bukesa(WE2603);Priority_5;West;2G;West;Huawei;BTS-Huawei;;AAUG-WE2603;RAN;GSM (2G);BTS;MKBSC01;;Deployed;;
Airtel Uganda;Mityegonga(WE2613);Mityegonga(WE2613) | West;AAUG-Mityegonga(WE2613);Mityegonga(WE2613);Priority_5;West;2G;West;Huawei;BTS-Huawei;;AAUG-WE2613;RAN;GSM (2G);BTS;MKBSC01;;Deployed;;
Airtel Uganda;Lubigi1_KA1033;Lubigi1_KA1033 | Central;AAUG-Lubigi1_KA1033;Lubigi1_KA1033;Priority_5;Central;4G;Central;Huawei;eNodeB-Huawei;;AAUG-KA1033;RAN;LTE (4G);eNodeB;;;Deployed;;
Airtel Uganda;Seguku_KA1156;Seguku_KA1156 | Central;AAUG-Seguku_KA1156;Seguku_KA1156;Priority_5;Central;4G;Central;Huawei;eNodeB-Huawei;;AAUG-KA1156;RAN;LTE (4G);eNodeB;;;Deployed;;
Airtel Uganda;Kinawataka_KA1228;Kinawataka_KA1228 | Central;AAUG-Kinawataka_KA1228;Kinawataka_KA1228;Priority_5;Central;4G;Central;Huawei;eNodeB-Huawei;;AAUG-KA1228;RAN;LTE (4G);eNodeB;;;Deployed;;
Airtel Uganda;Kamu Kamu Plaza_IK1567;Kamu Kamu Plaza_IK1567 | Central;AAUG-Kamu Kamu Plaza_IK1567;Kamu Kamu Plaza_IK1567;Priority_5;Central;4G;Central;Huawei;eNodeB-Huawei;;AAUG-IK1567;RAN;LTE (4G);eNodeB;;;Deployed;;
Airtel Uganda;ATC_BandaRT1_KA1229;ATC_BandaRT1_KA1229 | Central;AAUG-ATC_BandaRT1_KA1229;ATC_BandaRT1_KA1229;Priority_5;Central;4G;Central;Huawei;eNodeB-Huawei;;AAUG-KA1229;RAN;LTE (4G);eNodeB;;;Deployed;;
Airtel Uganda;ATL_Mpererwe_KA1205;ATL_Mpererwe_KA1205 | Central;AAUG-ATL_Mpererwe_KA1205;ATL_Mpererwe_KA1205;Priority_5;Central;4G;Central;Huawei;eNodeB-Huawei;;AAUG-KA1205;RAN;LTE (4G);eNodeB;;;Deployed;;
Airtel Uganda;Ntinda_PS_KA1137;Ntinda_PS_KA1137 | Central;AAUG-Ntinda_PS_KA1137;Ntinda_PS_KA1137;Priority_5;Central;4G;Central;Huawei;eNodeB-Huawei;;AAUG-KA1137;RAN;LTE (4G);eNodeB;;;Deployed;;
Airtel Uganda;ATL_Mbuya_KA1195;ATL_Mbuya_KA1195 | Central;AAUG-ATL_Mbuya_KA1195;ATL_Mbuya_KA1195;Priority_5;Central;4G;Central;Huawei;eNodeB-Huawei;;AAUG-KA1195;RAN;LTE (4G);eNodeB;;;Deployed;;
Airtel Uganda;Busega1_KA1116;Busega1_KA1116 | Central;AAUG-Busega1_KA1116;Busega1_KA1116;Priority_5;Central;4G;Central;Huawei;eNodeB-Huawei;;AAUG-KA1116;RAN;LTE (4G);eNodeB;;;Deployed;;
Airtel Uganda;ATC_Martin-Road_KA1212;ATC_Martin-Road_KA1212 | Central;AAUG-ATC_Martin-Road_KA1212;ATC_Martin-Road_KA1212;Priority_5;Central;4G;Central;Huawei;eNodeB-Huawei;;AAUG-KA1212;RAN;LTE (4G);eNodeB;;;Deployed;;
Airtel Uganda;ENTEBBE_S03022_SO3022;ENTEBBE_S03022_SO3022 | Central;AAUG-ENTEBBE_S03022_SO3022;ENTEBBE_S03022_SO3022;Priority_5;Central;4G;Central;Huawei;eNodeB-Huawei;;AAUG-SO3022;RAN;LTE (4G);eNodeB;;;Deployed;;
Airtel Uganda;Butabika_KA1148;Butabika_KA1148 | Central;AAUG-Butabika_KA1148;Butabika_KA1148;Priority_5;Central;4G;Central;Huawei;eNodeB-Huawei;;AAUG-KA1148;RAN;LTE (4G);eNodeB;;;Deployed;;
Airtel Uganda;Namasuba Masajja_KA1188;Namasuba Masajja_KA1188 | Central;AAUG-Namasuba Masajja_KA1188;Namasuba Masajja_KA1188;Priority_5;Central;4G;Central;Huawei;eNodeB-Huawei;;AAUG-KA1188;RAN;LTE (4G);eNodeB;;;Deployed;;
Airtel Uganda;Kisaasi1_KA1139;Kisaasi1_KA1139 | Central;AAUG-Kisaasi1_KA1139;Kisaasi1_KA1139;Priority_5;Central;4G;Central;Huawei;eNodeB-Huawei;;AAUG-KA1139;RAN;LTE (4G);eNodeB;;;Deployed;;
Airtel Uganda;ATC_Sembatya_Arcade_KA1211;ATC_Sembatya_Arcade_KA1211 | Central;AAUG-ATC_Sembatya_Arcade_KA1211;ATC_Sembatya_Arcade_KA1211;Priority_5;Central;4G;Central;Huawei;eNodeB-Huawei;;AAUG-KA1211;RAN;LTE (4G);eNodeB;;;Deployed;;
Airtel Uganda;ETN-Sonde_KA1264;ETN-Sonde_KA1264 | Central;AAUG-ETN-Sonde_KA1264;ETN-Sonde_KA1264;Priority_5;Central;4G;Central;Huawei;eNodeB-Huawei;;AAUG-KA1264;RAN;LTE (4G);eNodeB;;;Deployed;;
Airtel Uganda;Kibuye_PS_KA1119;Kibuye_PS_KA1119 | Central;AAUG-Kibuye_PS_KA1119;Kibuye_PS_KA1119;Priority_5;Central;4G;Central;Huawei;eNodeB-Huawei;;AAUG-KA1119;RAN;LTE (4G);eNodeB;;;Deployed;;
Airtel Uganda;Kiyembe_Lane_KA1544;Kiyembe_Lane_KA1544 | Central;AAUG-Kiyembe_Lane_KA1544;Kiyembe_Lane_KA1544;Priority_5;Central;4G;Central;Huawei;eNodeB-Huawei;;AAUG-KA1544;RAN;LTE (4G);eNodeB;;;Deployed;;
Airtel Uganda;ATC_HB_Towers_KA1209;ATC_HB_Towers_KA1209 | Central;AAUG-ATC_HB_Towers_KA1209;ATC_HB_Towers_KA1209;Priority_5;Central;4G;Central;Huawei;eNodeB-Huawei;;AAUG-KA1209;RAN;LTE (4G);eNodeB;;;Deployed;;
