Company;Site Name;Site Alias;Description;Region;Site Group;Street;Country;City;Latitude;Longitude;Maintenance Circle Name;Site Type;Location ID;PrimAlias;Additional Site Details;Status
Vodacom TZ;VTZ-1742;Kwa_Mama_Tembo_HTT;Kwa_Mama_Tembo_HTT;Coastal;Coastal;;Tanzania;Lake;-6.91808;39.25805;;FlexMultradio;;1;;Enabled
Vodacom TZ;VTZ-1742;VTZ-1742;Kwa_Mama_Tembo_HTT;Coastal;Coastal;;Tanzania;Lake;-6.91808;39.25805;;FlexMultradio;;0;;Enabled
Vodacom TZ;VTZ-1751; 1751.0;Kiwalani_HTT;Coastal;Coastal;;Tanzania;Dar;-6.86802;39,22808;;FlexMultradio;;1;;Enabled
Vodacom TZ;VTZ-1751;Kiwalani_HTT;Kiwalani_HTT;Coastal;Coastal;;Tanzania;Dar;-6.86802;39,22808;;FlexMultradio;;1;;Enabled
Vodacom TZ;VTZ-1751;VTZ-1751;Kiwalani_HTT;Coastal;Coastal;;Tanzania;Dar;-6.86802;39,22808;;FlexMultradio;;0;;Enabled
Vodacom TZ;VTZ-1778; 1778.0;Bonyokwa_HTT;Coastal;Coastal;;Tanzania;Lake;-6.81396;39.17052;;FlexMultradio;;1;;Enabled
Vodacom TZ;VTZ-1778;Bonyokwa_HTT;Bonyokwa_HTT;Coastal;Coastal;;Tanzania;Lake;-6.81396;39.17052;;FlexMultradio;;1;;Enabled
Vodacom TZ;VTZ-1778;VTZ-1778;Bonyokwa_HTT;Coastal;Coastal;;Tanzania;Lake;-6.81396;39.17052;;FlexMultradio;;0;;Enabled
Vodacom TZ;VTZ-1782; 1782.0;Matembele_HTT;Coastal;Coastal;;Tanzania;Coastal;-6.90371;39.16856;;FlexMultradio;;1;;Enabled
Vodacom TZ;VTZ-1782;Matembele_HTT;Matembele_HTT;Coastal;Coastal;;Tanzania;Coastal;-6.90371;39.16856;;FlexMultradio;;1;;Enabled
Vodacom TZ;VTZ-1782;VTZ-1782;Matembele_HTT;Coastal;Coastal;;Tanzania;Coastal;-6.90371;39.16856;;FlexMultradio;;0;;Enabled
Vodacom TZ;VTZ-1794; 1794.0;Rwegalulila_HTT;Coastal;Coastal;;Tanzania;Kili;-6.78685;39.20146;;FlexMultradio;;1;;Enabled
