Company;Site Name;Site Alias;Description;Region;Site Group;Street;Country;City;Latitude;Longitude;Maintenance Circle Name;Site Type;Location ID;PrimAlias;Additional Site Details;Status
Airtel Zambia;AAZM-ZM6084;ZM6084;MATERO_ODYYS2;Lusaka South;Lusaka South;;Zambia;Lusaka South;-15.372556;28.263;;Outdoor;;1;;Enabled
Airtel Zambia;AAZM-ZM6085;3G_MUSA_KASONKA_3_RLF;MUSAKASNKA3RLF;Copperbelt;Copperbelt;;Zambia;Copperbelt;-12.99885333;28.63590833;;Outdoor;;1;;Enabled
Airtel Zambia;AAZM-ZM6085;4061_MUSA_KASONKA_3_RLF;MUSAKASNKA3RLF;Copperbelt;Copperbelt;;Zambia;Copperbelt;-12.99885333;28.63590833;;Outdoor;;1;;Enabled
Airtel Zambia;AAZM-ZM6085;AAZM-ZM6085;MUSAKASNKA3RLF;Copperbelt;Copperbelt;;Zambia;Copperbelt;-12.99885333;28.63590833;;Outdoor;;0;;Enabled
Airtel Zambia;AAZM-ZM6085;MUSAKASNKA3RLF;MUSAKASNKA3RLF;Copperbelt;Copperbelt;;Zambia;Copperbelt;-12.99885333;28.63590833;;Outdoor;;1;;Enabled
Airtel Zambia;AAZM-ZM6085;ZM6085;MUSAKASNKA3RLF;Copperbelt;Copperbelt;;Zambia;Copperbelt;-12.99885333;28.63590833;;Outdoor;;1;;Enabled
Airtel Zambia;AAZM-ZM6087;AAZM-ZM6087;CHEMBE_RPT;Luapula;Luapula;;Zambia;Luapula;-11.764218;28.8043419;;Outdoor;;0;;Enabled
Airtel Zambia;AAZM-ZM6087;CHEMBE_RPT;CHEMBE_RPT;Luapula;Luapula;;Zambia;Luapula;-11.764218;28.8043419;;Outdoor;;1;;Enabled
Airtel Zambia;AAZM-ZM6087;ZM6087;CHEMBE_RPT;Luapula;Luapula;;Zambia;Luapula;-11.764218;28.8043419;;Outdoor;;1;;Enabled
Airtel Zambia;AAZM-ZM6088;AAZM-ZM6088;KUNDAMFUMU;Luapula;Luapula;;Zambia;Luapula;-11.55494;28.751335;;Outdoor;;0;;Enabled
Airtel Zambia;AAZM-ZM6088;KUNDAMFUMU;KUNDAMFUMU;Luapula;Luapula;;Zambia;Luapula;-11.55494;28.751335;;Outdoor;;1;;Enabled
Airtel Zambia;AAZM-ZM6088;ZM6088;KUNDAMFUMU;Luapula;Luapula;;Zambia;Luapula;-11.55494;28.751335;;Outdoor;;1;;Enabled
Airtel Zambia;AAZM-ZM6089;AAZM-ZM6089;MANSA_RPT;Luapula;Luapula;;Zambia;Luapula;-11.435191;28.818478;;Outdoor;;0;;Enabled
Airtel Zambia;AAZM-ZM6089;MANSA_RPT;MANSA_RPT;Luapula;Luapula;;Zambia;Luapula;-11.435191;28.818478;;Outdoor;;1;;Enabled
Airtel Zambia;AAZM-ZM6089;ZM6089;MANSA_RPT;Luapula;Luapula;;Zambia;Luapula;-11.435191;28.818478;;Outdoor;;1;;Enabled
