Company;CI Name;Site;Region;Site Group;CI Description;DNS Host Name;System Role;Product Name;Tier 1;Tier 2;Tier 3;Manufacturer;Model Version;Additional Information;Tag Number;CI ID;NbrCells;Domain;Status;Reconciliation Identity;Priority
Vodacom TZ;Sedeco_UCSAF-2G;VTZ-4352;Lake;Lake;Sedeco_UCSAF-2G | Lake;Sedeco_UCSAF-2G;;BTS-Nokia;RAN;GSM (2G);BTS;Nokia;;;BSBT1;;3;VTZ-Sedeco_UCSAF-2G;Deployed;;PRIORITY_5
Vodacom TZ;Neelkanth_Tower_SC_11th_2-4G;VTZ-330;Coastal;Coastal;Neelkanth_Tower_SC_11th_2-4G | Coastal;Neelkanth_Tower_SC_11th_2-4G;4G;eNodeB-Nokia;RAN;LTE (4G);eNodeB;Nokia;;;;;1;VTZ-Neelkanth_Tower_SC_11th_2-4G;Deployed;;PRIORITY_5
Vodacom TZ;Udom_Education-2G;VTZ-5136;Coastal;Coastal;Udom_Education-2G | Coastal;Udom_Education-2G;2G;BTS-Nokia;RAN;GSM (2G);BTS;Nokia;;;BSDO1;;3;VTZ-Udom_Education-2G;Deployed;;PRIORITY_5
Vodacom TZ;Temboni_HTT-4G;VTZ-1973;Coastal;Coastal;Temboni_HTT-4G | Coastal;Temboni_HTT-4G;4G;eNodeB-Nokia;RAN;LTE (4G);eNodeB;Nokia;;;;;3;VTZ-Temboni_HTT-4G;Deployed;;PRIORITY_5
Vodacom TZ;Mandazi_Road_HTT-4G;VTZ-1846;Coastal;Coastal;Mandazi_Road_HTT-4G | Coastal;Mandazi_Road_HTT-4G;4G;eNodeB-Nokia;RAN;LTE (4G);eNodeB;Nokia;;;;;3;VTZ-Mandazi_Road_HTT-4G;Deployed;;PRIORITY_5
Vodacom TZ;KCMC-4G;VTZ-3036;Kili;Kili;KCMC-4G | Kili;KCMC-4G;4G;eNodeB-Nokia;RAN;LTE (4G);eNodeB;Nokia;;;;;3;VTZ-KCMC-4G;Deployed;;PRIORITY_5
Vodacom TZ;Majohe_Shule_HTT-4G;VTZ-1749;Coastal;Coastal;Majohe_Shule_HTT-4G | Coastal;Majohe_Shule_HTT-4G;4G;eNodeB-Nokia;RAN;LTE (4G);eNodeB;Nokia;;;;;3;VTZ-Majohe_Shule_HTT-4G;Deployed;;PRIORITY_5
Vodacom TZ;Tabata_Mandela_HTT-4G;VTZ-1810;Coastal;Coastal;Tabata_Mandela_HTT-4G | Coastal;Tabata_Mandela_HTT-4G;4G;eNodeB-Nokia;RAN;LTE (4G);eNodeB;Nokia;;;;;3;VTZ-Tabata_Mandela_HTT-4G;Deployed;;PRIORITY_5
Vodacom TZ;Buguruni_Shell_HTT-4G;VTZ-1947;Coastal;Coastal;Buguruni_Shell_HTT-4G | Coastal;Buguruni_Shell_HTT-4G;4G;eNodeB-Nokia;RAN;LTE (4G);eNodeB;Nokia;;;;;3;VTZ-Buguruni_Shell_HTT-4G;Deployed;;PRIORITY_5
Vodacom TZ;Chanika_Town_HTT-4G;VTZ-1851;Coastal;Coastal;Chanika_Town_HTT-4G | Coastal;Chanika_Town_HTT-4G;4G;eNodeB-Nokia;RAN;LTE (4G);eNodeB;Nokia;;;;;3;VTZ-Chanika_Town_HTT-4G;Deployed;;PRIORITY_5
Vodacom TZ;Mbwanga-4G;VTZ-5204;Coastal;Coastal;Mbwanga-4G | Coastal;Mbwanga-4G;4G;eNodeB-Nokia;RAN;LTE (4G);eNodeB;Nokia;;;;;3;VTZ-Mbwanga-4G;Deployed;;PRIORITY_5
Vodacom TZ;Mbagala_Mponda_HTT-4G;VTZ-1828;Coastal;Coastal;Mbagala_Mponda_HTT-4G | Coastal;Mbagala_Mponda_HTT-4G;4G;eNodeB-Nokia;RAN;LTE (4G);eNodeB;Nokia;;;;;3;VTZ-Mbagala_Mponda_HTT-4G;Deployed;;PRIORITY_5
Vodacom TZ;Mbezi_Goldstar_HTT-4G;VTZ-1954;Coastal;Coastal;Mbezi_Goldstar_HTT-4G | Coastal;Mbezi_Goldstar_HTT-4G;4G;eNodeB-Nokia;RAN;LTE (4G);eNodeB;Nokia;;;;;3;VTZ-Mbezi_Goldstar_HTT-4G;Deployed;;PRIORITY_5
Vodacom TZ;Kiwira_Coal_Mine-2G;VTZ-6518;Southern;Southern;Kiwira_Coal_Mine-2G | Southern;Kiwira_Coal_Mine-2G;2G;BTS-Nokia;RAN;GSM (2G);BTS;Nokia;;;BSTK1;;3;VTZ-Kiwira_Coal_Mine-2G;Deployed;;PRIORITY_5
Vodacom TZ;Mubinyange-2G;VTZ-4723;Lake;Lake;Mubinyange-2G | Lake;Mubinyange-2G;2G;BTS-Nokia;RAN;GSM (2G);BTS;Nokia;;;BSGT3;;3;VTZ-Mubinyange-2G;Deployed;;PRIORITY_5
Vodacom TZ;Solwa-2G;VTZ-4206;Lake;Lake;Solwa-2G | Lake;Solwa-2G;2G;BTS-Nokia;RAN;GSM (2G);BTS;Nokia;;;BSMW2;;3;VTZ-Solwa-2G;Deployed;;PRIORITY_5
Vodacom TZ;Kolandoto-2G;VTZ-4371;Lake;Lake;Kolandoto-2G | Lake;Kolandoto-2G;2G;BTS-Nokia;RAN;GSM (2G);BTS;Nokia;;;BSSH1;;3;VTZ-Kolandoto-2G;Deployed;;PRIORITY_5
Vodacom TZ;Seuta_HTT-2G;VTZ-2099;Kili;Kili;Seuta_HTT-2G | Kili;Seuta_HTT-2G;2G;BTS-Nokia;RAN;GSM (2G);BTS;Nokia;;;BSTA2;;3;VTZ-Seuta_HTT-2G;Deployed;;PRIORITY_5
Vodacom TZ;Ilemela-3G;VTZ-4368;Lake;Lake;Ilemela-3G | Lake;Ilemela-3G;3G;NodeB-Nokia;RAN;WCDMA/UMTS (3G);NodeB;Nokia;;;RNMW2;;9;VTZ-Ilemela-3G;Deployed;;PRIORITY_5
Vodacom TZ;Kijenge_Primary-2G;VTZ-3030;Kili;Kili;Kijenge_Primary-2G | Kili;Kijenge_Primary-2G;2G;BTS-Nokia;RAN;GSM (2G);BTS;Nokia;;;BSAR3;;3;VTZ-Kijenge_Primary-2G;Deployed;;PRIORITY_5
Vodacom TZ;Sumawe-2G;VTZ-3348;Kili;Kili;Sumawe-2G | Kili;Sumawe-2G;2G;BTS-Nokia;RAN;GSM (2G);BTS;Nokia;;;BSBB1;;3;VTZ-Sumawe-2G;Deployed;;PRIORITY_5
Vodacom TZ;Mahina-2G;VTZ-4301;Lake;Lake;Mahina-2G | Lake;Mahina-2G;2G;BTS-Nokia;RAN;GSM (2G);BTS;Nokia;;;BSMW3;;3;VTZ-Mahina-2G;Deployed;;PRIORITY_5
Vodacom TZ;Segerea_Shule_HTT-2G;VTZ-1815;Coastal;Coastal;Segerea_Shule_HTT-2G | Coastal;Segerea_Shule_HTT-2G;2G;BTS-Nokia;RAN;GSM (2G);BTS;Nokia;;;BSDA5;;3;VTZ-Segerea_Shule_HTT-2G;Deployed;;PRIORITY_5
Vodacom TZ;Mangda-2G;VTZ-5187;Kili;Kili;Mangda-2G | Kili;Mangda-2G;2G;BTS-Nokia;RAN;GSM (2G);BTS;Nokia;;;BSSG1;;6;VTZ-Mangda-2G;Deployed;;PRIORITY_5
Vodacom TZ;Matosa_HTT-4G;VTZ-1773;Coastal;Coastal;Matosa_HTT-4G | Coastal;Matosa_HTT-4G;4G;eNodeB-Nokia;RAN;LTE (4G);eNodeB;Nokia;;;;;3;VTZ-Matosa_HTT-4G;Deployed;;PRIORITY_5
Vodacom TZ;Kasange_HTT-2G;VTZ-4609;Lake;Lake;Kasange_HTT-2G | Lake;Kasange_HTT-2G;2G;BTS-Nokia;RAN;GSM (2G);BTS;Nokia;;;BSGT3;;3;VTZ-Kasange_HTT-2G;Deployed;;PRIORITY_5
Vodacom TZ;Kibena-2G;VTZ-6019;Southern;Southern;Kibena-2G | Southern;Kibena-2G;2G;BTS-Nokia;RAN;GSM (2G);BTS;Nokia;;;BSIR2;;3;VTZ-Kibena-2G;Deployed;;PRIORITY_5
Vodacom TZ;Basotu-2G;VTZ-3163;Kili;Kili;Basotu-2G | Kili;Basotu-2G;2G;BTS-Nokia;RAN;GSM (2G);BTS;Nokia;;;BSBB1;;6;VTZ-Basotu-2G;Deployed;;PRIORITY_5
Vodacom TZ;Mangae-2G;VTZ-2059;Coastal;Coastal;Mangae-2G | Coastal;Mangae-2G;2G;BTS-Nokia;RAN;GSM (2G);BTS;Nokia;;;BSMR1;;3;VTZ-Mangae-2G;Deployed;;PRIORITY_5
Vodacom TZ;Businde_HTT-2G;VTZ-4521;Lake;Lake;Businde_HTT-2G | Lake;Businde_HTT-2G;2G;BTS-Nokia;RAN;GSM (2G);BTS;Nokia;;;BSBK1;;3;VTZ-Businde_HTT-2G;Deployed;;PRIORITY_5
Vodacom TZ;Uyole_Gombe-2G;VTZ-6106;Southern;Southern;Uyole_Gombe-2G | Southern;Uyole_Gombe-2G;2G;BTS-Nokia;RAN;GSM (2G);BTS;Nokia;;;BSMB3;;3;VTZ-Uyole_Gombe-2G;Deployed;;PRIORITY_5
Vodacom TZ;Mwakaganga-2G;VTZ-6159;Southern;Southern;Mwakaganga-2G | Southern;Mwakaganga-2G;2G;BTS-Nokia;RAN;GSM (2G);BTS;Nokia;;;BSMK1;;3;VTZ-Mwakaganga-2G;Deployed;;PRIORITY_5
Vodacom TZ;Bonyokwa-4G;VTZ-1197;Coastal;Coastal;Bonyokwa-4G | Coastal;Bonyokwa-4G;4G;eNodeB-Nokia;RAN;LTE (4G);eNodeB;Nokia;;;;;6;VTZ-Bonyokwa-4G;Deployed;;PRIORITY_5
Vodacom TZ;Tundwi_Airtel-2G;VTZ-1910;Coastal;Coastal;Tundwi_Airtel-2G | Coastal;Tundwi_Airtel-2G;2G;BTS-Nokia;RAN;GSM (2G);BTS;Nokia;;;BSDA5;;3;VTZ-Tundwi_Airtel-2G;Deployed;;PRIORITY_5
Vodacom TZ;Mindu-4G;VTZ-1084;Coastal;Coastal;Mindu-4G | Coastal;Mindu-4G;4G;eNodeB-Nokia;RAN;LTE (4G);eNodeB;Nokia;;;;;3;VTZ-Mindu-4G;Deployed;;PRIORITY_5
Vodacom TZ;Kiboroloni_KDC-2G;VTZ-3146;Kili;Kili;Kiboroloni_KDC-2G | Kili;Kiboroloni_KDC-2G;2G;BTS-Nokia;RAN;GSM (2G);BTS;Nokia;;;BSMS2;;3;VTZ-Kiboroloni_KDC-2G;Deployed;;PRIORITY_5
Vodacom TZ;Samunge-2G;VTZ-3259;Kili;Kili;Samunge-2G | Kili;Samunge-2G;2G;BTS-Nokia;RAN;GSM (2G);BTS;Nokia;;;BSBB1;;3;VTZ-Samunge-2G;Deployed;;PRIORITY_5
Vodacom TZ;Rorya_HTT-2G;VTZ-4587;Lake;Lake;Rorya_HTT-2G | Lake;Rorya_HTT-2G;2G;BTS-Nokia;RAN;GSM (2G);BTS;Nokia;;;BSMU1;;3;VTZ-Rorya_HTT-2G;Deployed;;PRIORITY_5
Vodacom TZ;Robanda-2G;VTZ-4233;Lake;Lake;Robanda-2G | Lake;Robanda-2G;2G;BTS-Nokia;RAN;GSM (2G);BTS;Nokia;;;BSBT1;;3;VTZ-Robanda-2G;Deployed;;PRIORITY_5
Vodacom TZ;University-4G;VTZ-1032;Coastal;Coastal;University-4G | Coastal;University-4G;4G;eNodeB-Nokia;RAN;LTE (4G);eNodeB;Nokia;;;;;3;VTZ-University-4G;Deployed;;PRIORITY_5
Vodacom TZ;Hekima_Street-4G;VTZ-1704;Coastal;Coastal;Hekima_Street-4G | Coastal;Hekima_Street-4G;4G;eNodeB-Nokia;RAN;LTE (4G);eNodeB;Nokia;;;;;3;VTZ-Hekima_Street-4G;Deployed;;PRIORITY_5
Vodacom TZ;Igalama_HTT-2G;VTZ-4699;Lake;Lake;Igalama_HTT-2G | Lake;Igalama_HTT-2G;2G;BTS-Nokia;RAN;GSM (2G);BTS;Nokia;;;BSSH1;;3;VTZ-Igalama_HTT-2G;Deployed;;PRIORITY_5
Vodacom TZ;Benjamini_Tower-2G;VTZ-1405;Coastal;Coastal;Benjamini_Tower-2G | Coastal;Benjamini_Tower-2G;2G;BTS-Nokia;RAN;GSM (2G);BTS;Nokia;;;BSDA1;;3;VTZ-Benjamini_Tower-2G;Deployed;;PRIORITY_5
Vodacom TZ;Mahenge-3G;VTZ-2053;Coastal;Coastal;Mahenge-3G | Coastal;Mahenge-3G;3G;NodeB-Nokia;RAN;WCDMA/UMTS (3G);NodeB;Nokia;;;RNDO3;;9;VTZ-Mahenge-3G;Deployed;;PRIORITY_5
Vodacom TZ;Itumpi-2G;VTZ-5543;Southern;Southern;Itumpi-2G | Southern;Itumpi-2G;2G;BTS-Nokia;RAN;GSM (2G);BTS;Nokia;;;BSMB1;;3;VTZ-Itumpi-2G;Deployed;;PRIORITY_5
Vodacom TZ;Tabu_Hotel_HTT-2G;VTZ-2230;Coastal;Coastal;Tabu_Hotel_HTT-2G | Coastal;Tabu_Hotel_HTT-2G;2G;BTS-Nokia;RAN;GSM (2G);BTS;Nokia;;;BSDO1;;3;VTZ-Tabu_Hotel_HTT-2G;Deployed;;PRIORITY_5
Vodacom TZ;Bandari_HTT-2G;VTZ-1842;Coastal;Coastal;Bandari_HTT-2G | Coastal;Bandari_HTT-2G;2G;BTS-Nokia;RAN;GSM (2G);BTS;Nokia;;;BSDA1;;3;VTZ-Bandari_HTT-2G;Deployed;;PRIORITY_5
Vodacom TZ;Sumve-2G;VTZ-4149;Lake;Lake;Sumve-2G | Lake;Sumve-2G;2G;BTS-Nokia;RAN;GSM (2G);BTS;Nokia;;;BSMW2;;6;VTZ-Sumve-2G;Deployed;;PRIORITY_5
Vodacom TZ;Mama_John-2G;VTZ-6383;Southern;Southern;Mama_John-2G | Southern;Mama_John-2G;2G;BTS-Nokia;RAN;GSM (2G);BTS;Nokia;;;BSMB3;;3;VTZ-Mama_John-2G;Deployed;;PRIORITY_5
Vodacom TZ;Banana-4G;VTZ-1265;Coastal;Coastal;Banana-4G | Coastal;Banana-4G;4G;eNodeB-Nokia;RAN;LTE (4G);eNodeB;Nokia;;;;;3;VTZ-Banana-4G;Deployed;;PRIORITY_5
Vodacom TZ;Bukuba_HTT-2G;VTZ-4601;Lake;Lake;Bukuba_HTT-2G | Lake;Bukuba_HTT-2G;2G;BTS-Nokia;RAN;GSM (2G);BTS;Nokia;;;BSKG1;;3;VTZ-Bukuba_HTT-2G;Deployed;;PRIORITY_5
Vodacom TZ;Mererani_Block_D-2G;VTZ-3244;Kili;Kili;Mererani_Block_D-2G | Kili;Mererani_Block_D-2G;2G;BTS-Nokia;RAN;GSM (2G);BTS;Nokia;;;BSAR4;;3;VTZ-Mererani_Block_D-2G;Deployed;;PRIORITY_5
Vodacom TZ;Endulen-2G;VTZ-3145;Kili;Kili;Endulen-2G | Kili;Endulen-2G;2G;BTS-Nokia;RAN;GSM (2G);BTS;Nokia;;;BSBB1;;3;VTZ-Endulen-2G;Deployed;;PRIORITY_5
Vodacom TZ;Machame_North-2G;VTZ-3274;Kili;Kili;Machame_North-2G | Kili;Machame_North-2G;2G;BTS-Nokia;RAN;GSM (2G);BTS;Nokia;;;BSMS2;;3;VTZ-Machame_North-2G;Deployed;;PRIORITY_5
Vodacom TZ;Mwanza_Central-2G;VTZ-4003;Lake;Lake;Mwanza_Central-2G | Lake;Mwanza_Central-2G;2G;BTS-Nokia;RAN;GSM (2G);BTS;Nokia;;;BSMW1;;6;VTZ-Mwanza_Central-2G;Deployed;;PRIORITY_5
Vodacom TZ;Jambiani-2G;VTZ-1587;Coastal;Coastal;Jambiani-2G | Coastal;Jambiani-2G;2G;BTS-Nokia;RAN;GSM (2G);BTS;Nokia;;;BSZN1;;3;VTZ-Jambiani-2G;Deployed;;PRIORITY_5
Vodacom TZ;Malimbe-2G;VTZ-4464;Lake;Lake;Malimbe-2G | Lake;Malimbe-2G;2G;BTS-Nokia;RAN;GSM (2G);BTS;Nokia;;;BSMW3;;3;VTZ-Malimbe-2G;Deployed;;PRIORITY_5
Vodacom TZ;Lulambo-2G;VTZ-5509;Southern;Southern;Lulambo-2G | Southern;Lulambo-2G;2G;BTS-Nokia;RAN;GSM (2G);BTS;Nokia;;;BSSO2;;6;VTZ-Lulambo-2G;Deployed;;PRIORITY_5
Vodacom TZ;Capripoint-2G;VTZ-4002;Lake;Lake;Capripoint-2G | Lake;Capripoint-2G;2G;BTS-Nokia;RAN;GSM (2G);BTS;Nokia;;;BSMW1;;3;VTZ-Capripoint-2G;Deployed;;PRIORITY_5
Vodacom TZ;Mbogwe_UCSAF-2G;VTZ-4840;Lake;Lake;Mbogwe_UCSAF-2G | Lake;Mbogwe_UCSAF-2G;2G;BTS-Nokia;RAN;GSM (2G);BTS;Nokia;;;BSKH1;;3;VTZ-Mbogwe_UCSAF-2G;Deployed;;PRIORITY_5
Vodacom TZ;Fahari_School_HTT-4G;VTZ-1921;Coastal;Coastal;Fahari_School_HTT-4G | Coastal;Fahari_School_HTT-4G;4G;eNodeB-Nokia;RAN;LTE (4G);eNodeB;Nokia;;;;;3;VTZ-Fahari_School_HTT-4G;Deployed;;PRIORITY_5
Vodacom TZ;Buguruni-2G;VTZ-1145;Coastal;Coastal;Buguruni-2G | Coastal;Buguruni-2G;2G;BTS-Nokia;RAN;GSM (2G);BTS;Nokia;;;BSDA5;;3;VTZ-Buguruni-2G;Deployed;;PRIORITY_5
Vodacom TZ;Sokota-4G;VTZ-1693;Coastal;Coastal;Sokota-4G | Coastal;Sokota-4G;4G;eNodeB-Nokia;RAN;LTE (4G);eNodeB;Nokia;;;;;3;VTZ-Sokota-4G;Deployed;;PRIORITY_5
Vodacom TZ;Mgololo_TX_HTT-2G;VTZ-6472;Southern;Southern;Mgololo_TX_HTT-2G | Southern;Mgololo_TX_HTT-2G;2G;BTS-Nokia;RAN;GSM (2G);BTS;Nokia;;;BSIR2;;3;VTZ-Mgololo_TX_HTT-2G;Deployed;;PRIORITY_5
Vodacom TZ;St_Marks-4G;VTZ-1096;Coastal;Coastal;St_Marks-4G | Coastal;St_Marks-4G;4G;eNodeB-Nokia;RAN;LTE (4G);eNodeB;Nokia;;;;;3;VTZ-St_Marks-4G;Deployed;;PRIORITY_5
Vodacom TZ;United_Nations-4G;VTZ-1007;Coastal;Coastal;United_Nations-4G | Coastal;United_Nations-4G;4G;eNodeB-Nokia;RAN;LTE (4G);eNodeB;Nokia;;;;;3;VTZ-United_Nations-4G;Deployed;;PRIORITY_5
Vodacom TZ;Mwanjelwa-2G;VTZ-6102;Southern;Southern;Mwanjelwa-2G | Southern;Mwanjelwa-2G;2G;BTS-Nokia;RAN;GSM (2G);BTS;Nokia;;;BSMB3;;6;VTZ-Mwanjelwa-2G;Deployed;;PRIORITY_5
Vodacom TZ;Kongowe_Kibaha-2G;VTZ-1722;Coastal;Coastal;Kongowe_Kibaha-2G | Coastal;Kongowe_Kibaha-2G;2G;BTS-Nokia;RAN;GSM (2G);BTS;Nokia;;;BSDA7;;3;VTZ-Kongowe_Kibaha-2G;Deployed;;PRIORITY_5
Vodacom TZ;Ilela-2G;VTZ-5544;Southern;Southern;Ilela-2G | Southern;Ilela-2G;2G;BTS-Nokia;RAN;GSM (2G);BTS;Nokia;;;BSSO2;;3;VTZ-Ilela-2G;Deployed;;PRIORITY_5
Vodacom TZ;Msambweni_HTT-2G;VTZ-2276;Kili;Kili;Msambweni_HTT-2G | Kili;Msambweni_HTT-2G;2G;BTS-Nokia;RAN;GSM (2G);BTS;Nokia;;;BSTA2;;3;VTZ-Msambweni_HTT-2G;Deployed;;PRIORITY_5
Vodacom TZ;Molisheni-3G;VTZ-5288;Coastal;Coastal;Molisheni-3G | Coastal;Molisheni-3G;3G;NodeB-Nokia;RAN;WCDMA/UMTS (3G);NodeB;Nokia;;;RNDO3;;9;VTZ-Molisheni-3G;Deployed;;PRIORITY_5
Vodacom TZ;Korogwe-2G;VTZ-2068;Kili;Kili;Korogwe-2G | Kili;Korogwe-2G;2G;BTS-Nokia;RAN;GSM (2G);BTS;Nokia;;;BSTA2;;3;VTZ-Korogwe-2G;Deployed;;PRIORITY_5
Vodacom TZ;Lupiro-2G;VTZ-2110;Coastal;Coastal;Lupiro-2G | Coastal;Lupiro-2G;2G;BTS-Nokia;RAN;GSM (2G);BTS;Nokia;;;BSMR2;;3;VTZ-Lupiro-2G;Deployed;;PRIORITY_5
Vodacom TZ;Mtwara_TTC_HTT-2G;VTZ-1980;Coastal;Coastal;Mtwara_TTC_HTT-2G | Coastal;Mtwara_TTC_HTT-2G;2G;BTS-Nokia;RAN;GSM (2G);BTS;Nokia;;;BSMT1;;3;VTZ-Mtwara_TTC_HTT-2G;Deployed;;PRIORITY_5
Vodacom TZ;Majawanga-2G;VTZ-5010;Coastal;Coastal;Majawanga-2G | Coastal;Majawanga-2G;2G;BTS-Nokia;RAN;GSM (2G);BTS;Nokia;;;BSDO1;;3;VTZ-Majawanga-2G;Deployed;;PRIORITY_5
Vodacom TZ;MGMW2;VTZ-Mwanza DC;Lake;Lake;MGMW2 | Core | Lake;MGMW2;Core;MGW;Multicore;Converged Core;NGN/IMS/MGW;Nokia;;;;;;VTZ-MGMW2;Deployed;;PRIORITY_5
Vodacom TZ;Mzumbe-2G;VTZ-2054;Coastal;Coastal;Mzumbe-2G | Coastal;Mzumbe-2G;2G;BTS-Nokia;RAN;GSM (2G);BTS;Nokia;;;BSMR1;;3;VTZ-Mzumbe-2G;Deployed;;PRIORITY_5
Vodacom TZ;Kamila_Hill-2G;VTZ-4250;Lake;Lake;Kamila_Hill-2G | Lake;Kamila_Hill-2G;2G;BTS-Nokia;RAN;GSM (2G);BTS;Nokia;;;BSTB1;;3;VTZ-Kamila_Hill-2G;Deployed;;PRIORITY_5
Vodacom TZ;Rwambaizi_HTT-2G;VTZ-4615;Lake;Lake;Rwambaizi_HTT-2G | Lake;Rwambaizi_HTT-2G;2G;BTS-Nokia;RAN;GSM (2G);BTS;Nokia;;;BSBK1;;3;VTZ-Rwambaizi_HTT-2G;Deployed;;PRIORITY_5
Vodacom TZ;Busekera_HTT-2G;VTZ-4797;Lake;Lake;Busekera_HTT-2G | Lake;Busekera_HTT-2G;2G;BTS-Nokia;RAN;GSM (2G);BTS;Nokia;;;BSBT1;;3;VTZ-Busekera_HTT-2G;Deployed;;PRIORITY_5
Vodacom TZ;Bunda_Town2-2G;VTZ-4358;Lake;Lake;Bunda_Town2-2G | Lake;Bunda_Town2-2G;2G;BTS-Nokia;RAN;GSM (2G);BTS;Nokia;;;BSBT1;;3;VTZ-Bunda_Town2-2G;Deployed;;PRIORITY_5
Vodacom TZ;Kibangu-4G;VTZ-1065;Coastal;Coastal;Kibangu-4G | Coastal;Kibangu-4G;4G;eNodeB-Nokia;RAN;LTE (4G);eNodeB;Nokia;;;;;3;VTZ-Kibangu-4G;Deployed;;PRIORITY_5
Vodacom TZ;Bunju2-2G;VTZ-1537;Coastal;Coastal;Bunju2-2G | Coastal;Bunju2-2G;2G;BTS-Nokia;RAN;GSM (2G);BTS;Nokia;;;BSDA3;;3;VTZ-Bunju2-2G;Deployed;;PRIORITY_5
Vodacom TZ;Kerege-2G;VTZ-1209;Coastal;Coastal;Kerege-2G | Coastal;Kerege-2G;2G;BTS-Nokia;RAN;GSM (2G);BTS;Nokia;;;BSDA3;;3;VTZ-Kerege-2G;Deployed;;PRIORITY_5
Vodacom TZ;Ng'haya,2G;VTZ-4941;Lake;Lake;Ng'haya-2G | Lake;Ng'haya-2G;2G;BTS-Nokia;RAN;GSM (2G);BTS;Nokia;;;BSMW2;;3;VTZ-Ng'haya-2G;Deployed;;PRIORITY_5
Vodacom TZ;Buyuni_HTT-2G;VTZ-1746;Coastal;Coastal;Buyuni_HTT-2G | Coastal;Buyuni_HTT-2G;2G;BTS-Nokia;RAN;GSM (2G);BTS;Nokia;;;BSDA4;;3;VTZ-Buyuni_HTT-2G;Deployed;;PRIORITY_5
Vodacom TZ;Oysterbay-4G;VTZ-1019;Coastal;Coastal;Oysterbay-4G | Coastal;Oysterbay-4G;4G;eNodeB-Nokia;RAN;LTE (4G);eNodeB;Nokia;;;;;3;VTZ-Oysterbay-4G;Deployed;;PRIORITY_5
Vodacom TZ;Vikindu-3G;VTZ-1153;Coastal;Coastal;Vikindu-3G | Coastal;Vikindu-3G;3G;NodeB-Nokia;RAN;WCDMA/UMTS (3G);NodeB;Nokia;;;RNDA6;;3;VTZ-Vikindu-3G;Deployed;;PRIORITY_5
Vodacom TZ;Makambako_Kati-3G;VTZ-6164;Southern;Southern;Makambako_Kati-3G | Southern;Makambako_Kati-3G;3G;NodeB-Nokia;RAN;WCDMA/UMTS (3G);NodeB;Nokia;;;RNMB2;;9;VTZ-Makambako_Kati-3G;Deployed;;PRIORITY_5
Vodacom TZ;Mpemba-3G;VTZ-6372;Southern;Southern;Mpemba-3G | Southern;Mpemba-3G;3G;NodeB-Nokia;RAN;WCDMA/UMTS (3G);NodeB;Nokia;;;RNMB1;;9;VTZ-Mpemba-3G;Deployed;;PRIORITY_5
Vodacom TZ;Kurasini_Polisi_HTT-3G;VTZ-1901;Coastal;Coastal;Kurasini_Polisi_HTT-3G | Coastal;Kurasini_Polisi_HTT-3G;3G;NodeB-Nokia;RAN;WCDMA/UMTS (3G);NodeB;Nokia;;;RNDA6;;9;VTZ-Kurasini_Polisi_HTT-3G;Deployed;;PRIORITY_5
Vodacom TZ;Makete_Cap_HTT-3G;VTZ-6406;Southern;Southern;Makete_Cap_HTT-3G | Southern;Makete_Cap_HTT-3G;3G;NodeB-Nokia;RAN;WCDMA/UMTS (3G);NodeB;Nokia;;;RNMB2;;9;VTZ-Makete_Cap_HTT-3G;Deployed;;PRIORITY_5
Vodacom TZ;Mkata_HTT-3G;VTZ-2248;Kili;Kili;Mkata_HTT-3G | Kili;Mkata_HTT-3G;3G;NodeB-Nokia;RAN;WCDMA/UMTS (3G);NodeB;Nokia;;;RNMS1;;9;VTZ-Mkata_HTT-3G;Deployed;;PRIORITY_5
Vodacom TZ;Shilongo_Hill-3G;VTZ-5540;Southern;Southern;Shilongo_Hill-3G | Southern;Shilongo_Hill-3G;3G;NodeB-Nokia;RAN;WCDMA/UMTS (3G);NodeB;Nokia;;;RNMB1;;9;VTZ-Shilongo_Hill-3G;Deployed;;PRIORITY_5
Vodacom TZ;Mjimwema_Moshi-3G;VTZ-3192;Kili;Kili;Mjimwema_Moshi-3G | Kili;Mjimwema_Moshi-3G;3G;NodeB-Nokia;RAN;WCDMA/UMTS (3G);NodeB;Nokia;;;RNMS1;;9;VTZ-Mjimwema_Moshi-3G;Deployed;;PRIORITY_5
Vodacom TZ;Buyuni_HTT-3G;VTZ-1746;Coastal;Coastal;Buyuni_HTT-3G | Coastal;Buyuni_HTT-3G;3G;NodeB-Nokia;RAN;WCDMA/UMTS (3G);NodeB;Nokia;;;RNDA4;;9;VTZ-Buyuni_HTT-3G;Deployed;;PRIORITY_5
Vodacom TZ;Busale-3G;VTZ-6272;Southern;Southern;Busale-3G | Southern;Busale-3G;3G;NodeB-Nokia;RAN;WCDMA/UMTS (3G);NodeB;Nokia;;;RNMB2;;9;VTZ-Busale-3G;Deployed;;PRIORITY_5
Vodacom TZ;Msewe_HTT-3G;VTZ-1893;Coastal;Coastal;Msewe_HTT-3G | Coastal;Msewe_HTT-3G;3G;NodeB-Nokia;RAN;WCDMA/UMTS (3G);NodeB;Nokia;;;RNDA5;;9;VTZ-Msewe_HTT-3G;Deployed;;PRIORITY_5
Vodacom TZ;Mrao-3G;VTZ-3344;Kili;Kili;Mrao-3G | Kili;Mrao-3G;3G;NodeB-Nokia;RAN;WCDMA/UMTS (3G);NodeB;Nokia;;;RNMS1;;9;VTZ-Mrao-3G;Deployed;;PRIORITY_5
