Company;CI Name;Site;Region;Site Group;CI Description;DNS Host Name;System Role;Product Name;Tier 1;Tier 2;Tier 3;Manufacturer;Model Version;Additional Information;Tag Number;CI ID;NbrCells;Domain;Status;Reconciliation Identity;Priority
Vodacom TZ;NaneNane-3G;VTZ-2062;Coastal;Coastal;NaneNane-3G | Coastal;NaneNane-3G;3G;NodeB-Nokia;RAN;WCDMA/UMTS (3G);NodeB;Nokia;;;RNDO3;;9;VTZ-NaneNane-3G;Deployed;;PRIORITY_5
Vodacom TZ;Mfalanyaki-3G;VTZ-6390;Southern;Southern;Mfalanyaki-3G | Southern;Mfalanyaki-3G;3G;NodeB-Nokia;RAN;WCDMA/UMTS (3G);NodeB;Nokia;;;RNMB2;;9;VTZ-Mfalanyaki-3G;Deployed;;PRIORITY_5
Vodacom TZ;MSDA3;VTZ-Mbezi DC;Dar;Dar;MSDA3 | Switch | Dar;MSDA3;Switch;MSS-Nokia;Multicore;Wireless Core;MSC/MSS;Nokia;;;;;;VTZ-MSDA3;Deployed;;PRIORITY_5
Vodacom TZ;Nyigogo-2G;VTZ-4906;Lake;Lake;Nyigogo-2G | Lake;Nyigogo-2G;2G;BTS-Nokia;RAN;GSM (2G);BTS;Nokia;;;BSMW2;;3;VTZ-Nyigogo-2G;Deployed;;PRIORITY_5
Vodacom TZ;Mchinga-2G;VTZ-6315;Coastal;Coastal;Mchinga-2G | Coastal;Mchinga-2G;2G;BTS-Nokia;RAN;GSM (2G);BTS;Nokia;;;BSMT1;;3;VTZ-Mchinga-2G;Deployed;;PRIORITY_5
Vodacom TZ;Bwanga-2G;VTZ-4136;Lake;Lake;Bwanga-2G | Lake;Bwanga-2G;2G;BTS-Nokia;RAN;GSM (2G);BTS;Nokia;;;BSGT3;;6;VTZ-Bwanga-2G;Deployed;;PRIORITY_5
Vodacom TZ;Mwenge_ITV-2G;VTZ-1462;Coastal;Coastal;Mwenge_ITV-2G | Coastal;Mwenge_ITV-2G;2G;BTS-Nokia;RAN;GSM (2G);BTS;Nokia;;;BSDA2;;3;VTZ-Mwenge_ITV-2G;Deployed;;PRIORITY_5
Vodacom TZ;Boai-2G;VTZ-3159;Kili;Kili;Boai-2G | Kili;Boai-2G;2G;BTS-Nokia;RAN;GSM (2G);BTS;Nokia;;;BSBB1;;3;VTZ-Boai-2G;Deployed;;PRIORITY_5
Vodacom TZ;KifanyaAirtel-2G;VTZ-5552;Southern;Southern;KifanyaAirtel-2G | Southern;KifanyaAirtel-2G;2G;BTS-Nokia;RAN;GSM (2G);BTS;Nokia;;;BSMK1;;3;VTZ-KifanyaAirtel-2G;Deployed;;PRIORITY_5
Vodacom TZ;Njoro-2G;VTZ-3343;Kili;Kili;Njoro-2G | Kili;Njoro-2G;2G;BTS-Nokia;RAN;GSM (2G);BTS;Nokia;;;BSMS2;;3;VTZ-Njoro-2G;Deployed;;PRIORITY_5
Vodacom TZ;Busondo_Airtel-2G;VTZ-5191;Lake;Lake;Busondo_Airtel-2G | Lake;Busondo_Airtel-2G;2G;BTS-Nokia;RAN;GSM (2G);BTS;Nokia;;;BSTB1;;3;VTZ-Busondo_Airtel-2G;Deployed;;PRIORITY_5
Vodacom TZ;Soweto_Mbeya-2G;VTZ-6170;Southern;Southern;Soweto_Mbeya-2G | Southern;Soweto_Mbeya-2G;2G;BTS-Nokia;RAN;GSM (2G);BTS;Nokia;;;BSMB3;;3;VTZ-Soweto_Mbeya-2G;Deployed;;PRIORITY_5
Vodacom TZ;Bumbuli-2G;VTZ-2086;Kili;Kili;Bumbuli-2G | Kili;Bumbuli-2G;2G;BTS-Nokia;RAN;GSM (2G);BTS;Nokia;;;BSTA2;;3;VTZ-Bumbuli-2G;Deployed;;PRIORITY_5
Vodacom TZ;Kigogo-2G;VTZ-1015;Coastal;Coastal;Kigogo-2G | Coastal;Kigogo-2G;2G;BTS-Nokia;RAN;GSM (2G);BTS;Nokia;;;BSDA2;;3;VTZ-Kigogo-2G;Deployed;;PRIORITY_5
Vodacom TZ;Mkuranga-2G;VTZ-1127;Coastal;Coastal;Mkuranga-2G | Coastal;Mkuranga-2G;2G;BTS-Nokia;RAN;GSM (2G);BTS;Nokia;;;BSDA4;;3;VTZ-Mkuranga-2G;Deployed;;PRIORITY_5
Vodacom TZ;Bondelasongwe-2G;VTZ-5566;Southern;Southern;Bondelasongwe-2G | Southern;Bondelasongwe-2G;2G;BTS-Nokia;RAN;GSM (2G);BTS;Nokia;;;BSMB2;;3;VTZ-Bondelasongwe-2G;Deployed;;PRIORITY_5
Vodacom TZ;Mabibo-4G;VTZ-1307;Coastal;Coastal;Mabibo-4G | Coastal;Mabibo-4G;4G;eNodeB-Nokia;RAN;LTE (4G);eNodeB;Nokia;;;;;6;VTZ-Mabibo-4G;Deployed;;PRIORITY_5
Vodacom TZ;Mashima_HTT-2G;VTZ-3326;Kili;Kili;Mashima_HTT-2G | Kili;Mashima_HTT-2G;2G;BTS-Nokia;RAN;GSM (2G);BTS;Nokia;;;BSMS1;;3;VTZ-Mashima_HTT-2G;Deployed;;PRIORITY_5
Vodacom TZ;Haille_Selassie-2G;VTZ-1042;Coastal;Coastal;Haille_Selassie-2G | Coastal;Haille_Selassie-2G;2G;BTS-Nokia;RAN;GSM (2G);BTS;Nokia;;;BSDA1;;3;VTZ-Haille_Selassie-2G;Deployed;;PRIORITY_5
Vodacom TZ;Kilimatinde-2G;VTZ-5061;Kili;Kili;Kilimatinde-2G | Kili;Kilimatinde-2G;2G;BTS-Nokia;RAN;GSM (2G);BTS;Nokia;;;BSDO2;;3;VTZ-Kilimatinde-2G;Deployed;;PRIORITY_5
Vodacom TZ;Mwembechai-3G;VTZ-1306;Coastal;Coastal;Mwembechai-3G | Coastal;Mwembechai-3G;3G;NodeB-Nokia;RAN;WCDMA/UMTS (3G);NodeB;Nokia;;;RNDA4;;9;VTZ-Mwembechai-3G;Deployed;;PRIORITY_5
Vodacom TZ;Marangu_Mtoni-3G;VTZ-3231;Kili;Kili;Marangu_Mtoni-3G | Kili;Marangu_Mtoni-3G;3G;NodeB-Nokia;RAN;WCDMA/UMTS (3G);NodeB;Nokia;;;RNMS1;;9;VTZ-Marangu_Mtoni-3G;Deployed;;PRIORITY_5
Vodacom TZ;Mavuranza_HTT-3G;VTZ-1774;Coastal;Coastal;Mavuranza_HTT-3G | Coastal;Mavuranza_HTT-3G;3G;NodeB-Nokia;RAN;WCDMA/UMTS (3G);NodeB;Nokia;;;RNDA4;;9;VTZ-Mavuranza_HTT-3G;Deployed;;PRIORITY_5
Vodacom TZ;Vijibweni-3G;VTZ-1310;Coastal;Coastal;Vijibweni-3G | Coastal;Vijibweni-3G;3G;NodeB-Nokia;RAN;WCDMA/UMTS (3G);NodeB;Nokia;;;RNDA6;;9;VTZ-Vijibweni-3G;Deployed;;PRIORITY_5
Vodacom TZ;Goba_Center-3G;VTZ-1645;Coastal;Coastal;Goba_Center-3G | Coastal;Goba_Center-3G;3G;NodeB-Nokia;RAN;WCDMA/UMTS (3G);NodeB;Nokia;;;RNDA1;;9;VTZ-Goba_Center-3G;Deployed;;PRIORITY_5
Vodacom TZ;Rutare-3G;VTZ-4851;Lake;Lake;Rutare-3G | Lake;Rutare-3G;3G;NodeB-Nokia;RAN;WCDMA/UMTS (3G);NodeB;Nokia;;;RNGT1;;9;VTZ-Rutare-3G;Deployed;;PRIORITY_5
Vodacom TZ;Bunare_HTT-3G;VTZ-4763;Lake;Lake;Bunare_HTT-3G | Lake;Bunare_HTT-3G;3G;NodeB-Nokia;RAN;WCDMA/UMTS (3G);NodeB;Nokia;;;RNMW1;;9;VTZ-Bunare_HTT-3G;Deployed;;PRIORITY_5
Vodacom TZ;Kijangwani_Kiriako-3G;VTZ-1621;Coastal;Coastal;Kijangwani_Kiriako-3G | Coastal;Kijangwani_Kiriako-3G;3G;NodeB-Nokia;RAN;WCDMA/UMTS (3G);NodeB;Nokia;;;RNDA3;;9;VTZ-Kijangwani_Kiriako-3G;Deployed;;PRIORITY_5
Vodacom TZ;Runzewe_Town-3G;VTZ-4113;Lake;Lake;Runzewe_Town-3G | Lake;Runzewe_Town-3G;3G;NodeB-Nokia;RAN;WCDMA/UMTS (3G);NodeB;Nokia;;;RNMW2;;9;VTZ-Runzewe_Town-3G;Deployed;;PRIORITY_5
Vodacom TZ;Madilu_Manga_HTT-3G;VTZ-6394;Southern;Southern;Madilu_Manga_HTT-3G | Southern;Madilu_Manga_HTT-3G;3G;NodeB-Nokia;RAN;WCDMA/UMTS (3G);NodeB;Nokia;;;RNMB2;;9;VTZ-Madilu_Manga_HTT-3G;Deployed;;PRIORITY_5
Vodacom TZ;Seaview-3G;VTZ-1661;Coastal;Coastal;Seaview-3G | Coastal;Seaview-3G;3G;NodeB-Nokia;RAN;WCDMA/UMTS (3G);NodeB;Nokia;;;RNDA5;;9;VTZ-Seaview-3G;Deployed;;PRIORITY_5
Vodacom TZ;Dodoma_Central-3G;VTZ-5001;Coastal;Coastal;Dodoma_Central-3G | Coastal;Dodoma_Central-3G;3G;NodeB-Nokia;RAN;WCDMA/UMTS (3G);NodeB;Nokia;;;RNDO3;;9;VTZ-Dodoma_Central-3G;Deployed;;PRIORITY_5
Vodacom TZ;Buzirayombo_HTT-3G;VTZ-4731;Lake;Lake;Buzirayombo_HTT-3G | Lake;Buzirayombo_HTT-3G;3G;NodeB-Nokia;RAN;WCDMA/UMTS (3G);NodeB;Nokia;;;RNGT1;;9;VTZ-Buzirayombo_HTT-3G;Deployed;;PRIORITY_5
Vodacom TZ;Changombe_HTT-3G;VTZ-1691;Coastal;Coastal;Changombe_HTT-3G | Coastal;Changombe_HTT-3G;3G;NodeB-Nokia;RAN;WCDMA/UMTS (3G);NodeB;Nokia;;;RNDA4;;9;VTZ-Changombe_HTT-3G;Deployed;;PRIORITY_5
Vodacom TZ;Kiusa_HTT-3G;VTZ-3438;Kili;Kili;Kiusa_HTT-3G | Kili;Kiusa_HTT-3G;3G;NodeB-Nokia;RAN;WCDMA/UMTS (3G);NodeB;Nokia;;;RNMS1;;9;VTZ-Kiusa_HTT-3G;Deployed;;PRIORITY_5
Vodacom TZ;Kimira-3G;VTZ-3432;Kili;Kili;Kimira-3G | Kili;Kimira-3G;3G;NodeB-Nokia;RAN;WCDMA/UMTS (3G);NodeB;Nokia;;;RNMS1;;9;VTZ-Kimira-3G;Deployed;;PRIORITY_5
Vodacom TZ;Ruvuma-3G;VTZ-6426;Southern;Southern;Ruvuma-3G | Southern;Ruvuma-3G;3G;NodeB-Nokia;RAN;WCDMA/UMTS (3G);NodeB;Nokia;;;RNMB2;;9;VTZ-Ruvuma-3G;Deployed;;PRIORITY_5
Vodacom TZ;Sao_Hill_HTT-3G;VTZ-6121;Southern;Southern;Sao_Hill_HTT-3G | Southern;Sao_Hill_HTT-3G;3G;NodeB-Nokia;RAN;WCDMA/UMTS (3G);NodeB;Nokia;;;RNMB2;;9;VTZ-Sao_Hill_HTT-3G;Deployed;;PRIORITY_5
Vodacom TZ;Mikwambe_HTT-3G;VTZ-1923;Coastal;Coastal;Mikwambe_HTT-3G | Coastal;Mikwambe_HTT-3G;3G;NodeB-Nokia;RAN;WCDMA/UMTS (3G);NodeB;Nokia;;;RNDA6;;9;VTZ-Mikwambe_HTT-3G;Deployed;;PRIORITY_5
Vodacom TZ;Kimara_Darajani_HTT-3G;VTZ-1912;Coastal;Coastal;Kimara_Darajani_HTT-3G | Coastal;Kimara_Darajani_HTT-3G;3G;NodeB-Nokia;RAN;WCDMA/UMTS (3G);NodeB;Nokia;;;RNDA4;;9;VTZ-Kimara_Darajani_HTT-3G;Deployed;;PRIORITY_5
Vodacom TZ;Tarime2-3G;VTZ-4369;Lake;Lake;Tarime2-3G | Lake;Tarime2-3G;3G;NodeB-Nokia;RAN;WCDMA/UMTS (3G);NodeB;Nokia;;;RNMW1;;9;VTZ-Tarime2-3G;Deployed;;PRIORITY_5
Vodacom TZ;Bangulo_HTT-2G;VTZ-1835;Coastal;Coastal;Bangulo_HTT-2G | Coastal;Bangulo_HTT-2G;2G;BTS-Nokia;RAN;GSM (2G);BTS;Nokia;;;BSDA4;;3;VTZ-Bangulo_HTT-2G;Deployed;;PRIORITY_5
Vodacom TZ;Igoda_Luhunga_HTT-2G;VTZ-6475;Southern;Southern;Igoda_Luhunga_HTT-2G | Southern;Igoda_Luhunga_HTT-2G;2G;BTS-Nokia;RAN;GSM (2G);BTS;Nokia;;;BSIR2;;6;VTZ-Igoda_Luhunga_HTT-2G;Deployed;;PRIORITY_5
Vodacom TZ;Kijitonyama-4G;VTZ-1214;Coastal;Coastal;Kijitonyama-4G | Coastal;Kijitonyama-4G;4G;eNodeB-Nokia;RAN;LTE (4G);eNodeB;Nokia;;;;;6;VTZ-Kijitonyama-4G;Deployed;;PRIORITY_5
Vodacom TZ;Mawasiliano_Tower-4G;VTZ-1995;Dar;Dar;Mawasiliano_Tower-4G | Dar;Mawasiliano_Tower-4G;4G;eNodeB-Nokia;RAN;LTE (4G);eNodeB;Nokia;;;;;2;VTZ-Mawasiliano_Tower-4G;Deployed;;PRIORITY_5
Vodacom TZ;Airport_Dar-4G;VTZ-1024;Coastal;Coastal;Airport_Dar-4G | Coastal;Airport_Dar-4G;4G;eNodeB-Nokia;RAN;LTE (4G);eNodeB;Nokia;;;;;3;VTZ-Airport_Dar-4G;Deployed;;PRIORITY_5
Vodacom TZ;Magome-2G;VTZ-5553;Southern;Southern;Magome-2G | Southern;Magome-2G;2G;BTS-Nokia;RAN;GSM (2G);BTS;Nokia;;;BSIR2;;3;VTZ-Magome-2G;Deployed;;PRIORITY_5
Vodacom TZ;Rose_Garden-4G;VTZ-1049;Coastal;Coastal;Rose_Garden-4G | Coastal;Rose_Garden-4G;4G;eNodeB-Nokia;RAN;LTE (4G);eNodeB;Nokia;;;;;3;VTZ-Rose_Garden-4G;Deployed;;PRIORITY_5
Vodacom TZ;Mzinga_HTT-2G;VTZ-2219;Coastal;Coastal;Mzinga_HTT-2G | Coastal;Mzinga_HTT-2G;2G;BTS-Nokia;RAN;GSM (2G);BTS;Nokia;;;BSMR1;;3;VTZ-Mzinga_HTT-2G;Deployed;;PRIORITY_5
Vodacom TZ;TAS-4G;VTZ-2005;Coastal;Coastal;TAS-4G | Coastal;TAS-4G;4G;eNodeB-Nokia;RAN;LTE (4G);eNodeB;Nokia;;;;;3;VTZ-TAS-4G;Deployed;;PRIORITY_5
Vodacom TZ;Dareda_Kati_HTT-2G;VTZ-3405;Kili;Kili;Dareda_Kati_HTT-2G | Kili;Dareda_Kati_HTT-2G;2G;BTS-Nokia;RAN;GSM (2G);BTS;Nokia;;;BSBB1;;3;VTZ-Dareda_Kati_HTT-2G;Deployed;;PRIORITY_5
Vodacom TZ;Mashua-2G;VTZ-3496;Kili;Kili;Mashua-2G | Kili;Mashua-2G;2G;BTS-Nokia;RAN;GSM (2G);BTS;Nokia;;;BSMS2;;3;VTZ-Mashua-2G;Deployed;;PRIORITY_5
Vodacom TZ;Makyungu-2G;VTZ-5062;Kili;Kili;Makyungu-2G | Kili;Makyungu-2G;2G;BTS-Nokia;RAN;GSM (2G);BTS;Nokia;;;BSSG1;;3;VTZ-Makyungu-2G;Deployed;;PRIORITY_5
Vodacom TZ;Kasyesa-2G;VTZ-6318;Southern;Southern;Kasyesa-2G | Southern;Kasyesa-2G;2G;BTS-Nokia;RAN;GSM (2G);BTS;Nokia;;;BSSU1;;3;VTZ-Kasyesa-2G;Deployed;;PRIORITY_5
Vodacom TZ;Bunda-3G;VTZ-4061;Lake;Lake;Bunda-3G | Lake;Bunda-3G;3G;NodeB-Nokia;RAN;WCDMA/UMTS (3G);NodeB;Nokia;;;RNMW1;;9;VTZ-Bunda-3G;Deployed;;PRIORITY_5
Vodacom TZ;Ruangwa_Cap-2G;VTZ-6470;Coastal;Coastal;Ruangwa_Cap-2G | Coastal;Ruangwa_Cap-2G;2G;BTS-Nokia;RAN;GSM (2G);BTS;Nokia;;;BSMT1;;3;VTZ-Ruangwa_Cap-2G;Deployed;;PRIORITY_5
Vodacom TZ;Chunya_Town-2G;VTZ-6373;Southern;Southern;Chunya_Town-2G | Southern;Chunya_Town-2G;2G;BTS-Nokia;RAN;GSM (2G);BTS;Nokia;;;BSMB1;;3;VTZ-Chunya_Town-2G;Deployed;;PRIORITY_5
Vodacom TZ;Nyangao-2G;VTZ-6352;Coastal;Coastal;Nyangao-2G | Coastal;Nyangao-2G;2G;BTS-Nokia;RAN;GSM (2G);BTS;Nokia;;;BSMT1;;3;VTZ-Nyangao-2G;Deployed;;PRIORITY_5
Vodacom TZ;Ngano-4G;VTZ-1041;Coastal;Coastal;Ngano-4G | Coastal;Ngano-4G;4G;eNodeB-Nokia;RAN;LTE (4G);eNodeB;Nokia;;;;;3;VTZ-Ngano-4G;Deployed;;PRIORITY_5
Vodacom TZ;MGDO2;VTZ-Dodoma DC;Coastal;Coastal;MGDO2 | Core | Coastal;MGDO2;Core;MGW;Multicore;Converged Core;NGN/IMS/MGW;Nokia;;;;;;VTZ-MGDO2;Deployed;;PRIORITY_5
Vodacom TZ;TEC-2G;VTZ-1176;Coastal;Coastal;TEC-2G | Coastal;TEC-2G;2G;BTS-Nokia;RAN;GSM (2G);BTS;Nokia;;;BSDA5;;3;VTZ-TEC-2G;Deployed;;PRIORITY_5
Vodacom TZ;Malonje-2G;VTZ-6221;Southern;Southern;Malonje-2G | Southern;Malonje-2G;2G;BTS-Nokia;RAN;GSM (2G);BTS;Nokia;;;BSSU1;;6;VTZ-Malonje-2G;Deployed;;PRIORITY_5
Vodacom TZ;Ndala-2G;VTZ-5070;Lake;Lake;Ndala-2G | Lake;Ndala-2G;2G;BTS-Nokia;RAN;GSM (2G);BTS;Nokia;;;BSTB1;;3;VTZ-Ndala-2G;Deployed;;PRIORITY_5
Vodacom TZ;Chakechake-3G;VTZ-1110;Coastal;Coastal;Chakechake-3G | Coastal;Chakechake-3G;3G;NodeB-Nokia;RAN;WCDMA/UMTS (3G);NodeB;Nokia;;;RNDA3;;9;VTZ-Chakechake-3G;Deployed;;PRIORITY_5
Vodacom TZ;Karangai-3G;VTZ-3475;Kili;Kili;Karangai-3G | Kili;Karangai-3G;3G;NodeB-Nokia;RAN;WCDMA/UMTS (3G);NodeB;Nokia;;;RNAR2;;9;VTZ-Karangai-3G;Deployed;;PRIORITY_5
Vodacom TZ;Zanzibar_Sea_Cliff-3G;VTZ-1490;Coastal;Coastal;Zanzibar_Sea_Cliff-3G | Coastal;Zanzibar_Sea_Cliff-3G;3G;NodeB-Nokia;RAN;WCDMA/UMTS (3G);NodeB;Nokia;;;RNDA3;;6;VTZ-Zanzibar_Sea_Cliff-3G;Deployed;;PRIORITY_5
Vodacom TZ;Shinyanga_Town2-3G;VTZ-4476;Lake;Lake;Shinyanga_Town2-3G | Lake;Shinyanga_Town2-3G;3G;NodeB-Nokia;RAN;WCDMA/UMTS (3G);NodeB;Nokia;;;RNDO2;;9;VTZ-Shinyanga_Town2-3G;Deployed;;PRIORITY_5
Vodacom TZ;Magugu-3G;VTZ-3066;Kili;Kili;Magugu-3G | Kili;Magugu-3G;3G;NodeB-Nokia;RAN;WCDMA/UMTS (3G);NodeB;Nokia;;;RNAR2;;9;VTZ-Magugu-3G;Deployed;;PRIORITY_5
Vodacom TZ;KibahaKwaMathias-3G;VTZ-1192;Coastal;Coastal;KibahaKwaMathias-3G | Coastal;KibahaKwaMathias-3G;3G;NodeB-Nokia;RAN;WCDMA/UMTS (3G);NodeB;Nokia;;;RNDA3;;9;VTZ-KibahaKwaMathias-3G;Deployed;;PRIORITY_5
Vodacom TZ;Mbuyuni_HTT-3G;VTZ-2200;Coastal;Coastal;Mbuyuni_HTT-3G | Coastal;Mbuyuni_HTT-3G;3G;NodeB-Nokia;RAN;WCDMA/UMTS (3G);NodeB;Nokia;;;RNDO3;;9;VTZ-Mbuyuni_HTT-3G;Deployed;;PRIORITY_5
Vodacom TZ;Bangata-3G;VTZ-3075;Kili;Kili;Bangata-3G | Kili;Bangata-3G;3G;NodeB-Nokia;RAN;WCDMA/UMTS (3G);NodeB;Nokia;;;RNAR2;;9;VTZ-Bangata-3G;Deployed;;PRIORITY_5
Vodacom TZ;Bwawani-2G;VTZ-2043;Coastal;Coastal;Bwawani-2G | Coastal;Bwawani-2G;2G;BTS-Nokia;RAN;GSM (2G);BTS;Nokia;;;BSMR1;;3;VTZ-Bwawani-2G;Deployed;;PRIORITY_5
Vodacom TZ;Mlandizi2-2G;VTZ-1315;Coastal;Coastal;Mlandizi2-2G | Coastal;Mlandizi2-2G;2G;BTS-Nokia;RAN;GSM (2G);BTS;Nokia;;;BSDA7;;3;VTZ-Mlandizi2-2G;Deployed;;PRIORITY_5
Vodacom TZ;Kagunguli_HTT-2G;VTZ-4656;Lake;Lake;Kagunguli_HTT-2G | Lake;Kagunguli_HTT-2G;2G;BTS-Nokia;RAN;GSM (2G);BTS;Nokia;;;BSMW2;;3;VTZ-Kagunguli_HTT-2G;Deployed;;PRIORITY_5
Vodacom TZ;Laivera_Olitepes-2G;VTZ-3185;Kili;Kili;Laivera_Olitepes-2G | Kili;Laivera_Olitepes-2G;2G;BTS-Nokia;RAN;GSM (2G);BTS;Nokia;;;BSBB1;;6;VTZ-Laivera_Olitepes-2G;Deployed;;PRIORITY_5
Vodacom TZ;Hanga_Mission2_Airtel-2G;VTZ-5523;Southern;Southern;Hanga_Mission2_Airtel-2G | Southern;Hanga_Mission2_Airtel-2G;2G;BTS-Nokia;RAN;GSM (2G);BTS;Nokia;;;BSSO1;;3;VTZ-Hanga_Mission2_Airtel-2G;Deployed;;PRIORITY_5
Vodacom TZ;Arusha_Church-3G;VTZ-3065;Kili;Kili;Arusha_Church-3G | Kili;Arusha_Church-3G;3G;NodeB-Nokia;RAN;WCDMA/UMTS (3G);NodeB;Nokia;;;RNAR2;;9;VTZ-Arusha_Church-3G;Deployed;;PRIORITY_5
Vodacom TZ;Mlalo-2G;VTZ-2083;Kili;Kili;Mlalo-2G | Kili;Mlalo-2G;2G;BTS-Nokia;RAN;GSM (2G);BTS;Nokia;;;BSTA2;;3;VTZ-Mlalo-2G;Deployed;;PRIORITY_5
Vodacom TZ;Mbeya_Cement-2G;VTZ-6002;Southern;Southern;Mbeya_Cement-2G | Southern;Mbeya_Cement-2G;2G;BTS-Nokia;RAN;GSM (2G);BTS;Nokia;;;BSMB2;;6;VTZ-Mbeya_Cement-2G;Deployed;;PRIORITY_5
Vodacom TZ;Arusha_School-2G;VTZ-3002;Kili;Kili;Arusha_School-2G | Kili;Arusha_School-2G;2G;BTS-Nokia;RAN;GSM (2G);BTS;Nokia;;;BSAR3;;6;VTZ-Arusha_School-2G;Deployed;;PRIORITY_5
Vodacom TZ;Kilakala_Shule_HTT-3G;VTZ-2226;Coastal;Coastal;Kilakala_Shule_HTT-3G | Coastal;Kilakala_Shule_HTT-3G;3G;NodeB-Nokia;RAN;WCDMA/UMTS (3G);NodeB;Nokia;;;RNDO3;;9;VTZ-Kilakala_Shule_HTT-3G;Deployed;;PRIORITY_5
Vodacom TZ;Modeko_A_HTT-3G;VTZ-2242;Coastal;Coastal;Modeko_A_HTT-3G | Coastal;Modeko_A_HTT-3G;3G;NodeB-Nokia;RAN;WCDMA/UMTS (3G);NodeB;Nokia;;;RNDO3;;9;VTZ-Modeko_A_HTT-3G;Deployed;;PRIORITY_5
Vodacom TZ;Meatu-2G;VTZ-4010;Lake;Lake;Meatu-2G | Lake;Meatu-2G;2G;BTS-Nokia;RAN;GSM (2G);BTS;Nokia;;;BSSH1;;3;VTZ-Meatu-2G;Deployed;;PRIORITY_5
Vodacom TZ;Mawenzusi-2G;VTZ-6509;Southern;Southern;Mawenzusi-2G | Southern;Mawenzusi-2G;2G;BTS-Nokia;RAN;GSM (2G);BTS;Nokia;;;BSSU1;;3;VTZ-Mawenzusi-2G;Deployed;;PRIORITY_5
Vodacom TZ;Peponi-2G;VTZ-2070;Kili;Kili;Peponi-2G | Kili;Peponi-2G;2G;BTS-Nokia;RAN;GSM (2G);BTS;Nokia;;;BSTA2;;3;VTZ-Peponi-2G;Deployed;;PRIORITY_5
Vodacom TZ;Gongolamboto-2G;VTZ-1050;Coastal;Coastal;Gongolamboto-2G | Coastal;Gongolamboto-2G;2G;BTS-Nokia;RAN;GSM (2G);BTS;Nokia;;;BSDA4;;3;VTZ-Gongolamboto-2G;Deployed;;PRIORITY_5
Vodacom TZ;Mondo_HTT-2G;VTZ-5227;Kili;Kili;Mondo_HTT-2G | Kili;Mondo_HTT-2G;2G;BTS-Nokia;RAN;GSM (2G);BTS;Nokia;;;BSBB1;;3;VTZ-Mondo_HTT-2G;Deployed;;PRIORITY_5
Vodacom TZ;Shinyanga_Town-2G;VTZ-4222;Lake;Lake;Shinyanga_Town-2G | Lake;Shinyanga_Town-2G;2G;BTS-Nokia;RAN;GSM (2G);BTS;Nokia;;;BSSH1;;3;VTZ-Shinyanga_Town-2G;Deployed;;PRIORITY_5
Vodacom TZ;Msati-2G;VTZ-4948;Lake;Lake;Msati-2G | Lake;Msati-2G;2G;BTS-Nokia;RAN;GSM (2G);BTS;Nokia;;;BSMU1;;3;VTZ-Msati-2G;Deployed;;PRIORITY_5
Vodacom TZ;Mandazi_Road_HTT-2G;VTZ-1846;Coastal;Coastal;Mandazi_Road_HTT-2G | Coastal;Mandazi_Road_HTT-2G;2G;BTS-Nokia;RAN;GSM (2G);BTS;Nokia;;;BSDA4;;3;VTZ-Mandazi_Road_HTT-2G;Deployed;;PRIORITY_5
Vodacom TZ;Chifunfu_HTT,-2G;VTZ-4746;Lake;Lake;Chifunfu_HTT,-2G | Lake;Chifunfu_HTT,-2G;2G;BTS-Nokia;RAN;GSM (2G);BTS;Nokia;;;BSGT2;;3;VTZ-Chifunfu_HTT,-2G;Deployed;;PRIORITY_5
Vodacom TZ;Chandama-2G;VTZ-5039;Kili;Kili;Chandama-2G | Kili;Chandama-2G;2G;BTS-Nokia;RAN;GSM (2G);BTS;Nokia;;;BSBB1;;3;VTZ-Chandama-2G;Deployed;;PRIORITY_5
Vodacom TZ;Tandika_Ccm_HTT-2G;VTZ-1732;Coastal;Coastal;Tandika_Ccm_HTT-2G | Coastal;Tandika_Ccm_HTT-2G;2G;BTS-Nokia;RAN;GSM (2G);BTS;Nokia;;;BSDA5;;3;VTZ-Tandika_Ccm_HTT-2G;Deployed;;PRIORITY_5
Vodacom TZ;Lusisi-2G;VTZ-6030;Southern;Southern;Lusisi-2G | Southern;Lusisi-2G;2G;BTS-Nokia;RAN;GSM (2G);BTS;Nokia;;;BSMK1;;6;VTZ-Lusisi-2G;Deployed;;PRIORITY_5
Vodacom TZ;Gokona-3G;VTZ-4829;Lake;Lake;Gokona-3G | Lake;Gokona-3G;3G;NodeB-Nokia;RAN;WCDMA/UMTS (3G);NodeB;Nokia;;;RNMW1;;6;VTZ-Gokona-3G;Deployed;;PRIORITY_5
Vodacom TZ;Salasala_TBC_HTT-2G;VTZ-1791;Coastal;Coastal;Salasala_TBC_HTT-2G | Coastal;Salasala_TBC_HTT-2G;2G;BTS-Nokia;RAN;GSM (2G);BTS;Nokia;;;BSDA3;;3;VTZ-Salasala_TBC_HTT-2G;Deployed;;PRIORITY_5
Vodacom TZ;Holland_House-4G;VTZ-1138;Coastal;Coastal;Holland_House-4G | Coastal;Holland_House-4G;4G;eNodeB-Nokia;RAN;LTE (4G);eNodeB;Nokia;;;;;3;VTZ-Holland_House-4G;Deployed;;PRIORITY_5
