Company;CI Name;CI Description;Domain;DNS Host Name;Priority;Region;System Role;Site Group;Manufacturer;Product Name;;Site;Tier 1;Tier 2;Tier 3;Tag Number;NbrCells;Status;CI ID;Model Version
Capita TfL GB;PCN-J024-J-WBLO-HRN-001M;PCN-J024-J-WBLO-HRN-001M | Sector 5 | West Tunnel;TFLGB-PCN-J024-J-WBLO-HRN-001M;PCN-J024-J-WBLO-HRN-001M;Priority_5;London;HRN;Westminster;SOLiD;SOLiD HRN;West Tunnel;TFLGB-J024;RAN;Multi Techno;Repeater, Transcoder;Sector 5;;Deployed;;
Capita TfL GB;PCN-J024-J-WBLO-HRN-002S;PCN-J024-J-WBLO-HRN-002S | Sector 5 | West Tunnel;TFLGB-PCN-J024-J-WBLO-HRN-002S;PCN-J024-J-WBLO-HRN-002S;Priority_5;London;HRN;Westminster;SOLiD;SOLiD HRN;West Tunnel;TFLGB-J024;RAN;Multi Techno;Repeater, Transcoder;Sector 5;;Deployed;;
Capita TfL GB;PCN-J005-LRN-36S;PCN-J005-LRN-36S | Sector 32 | Ticket Hall_Escalator;TFLGB-PCN-J005-LRN-36S;PCN-J005-LRN-36S;Priority_5;London;LRN;North Greenwhich;SOLiD;SOLiD LRN;Ticket Hall_Escalator;TFLGB-J005;RAN;Multi Techno;Repeater, Transcoder;Sector 32;;Deployed;;
Capita TfL GB;PCN-J013-HCU-ZDC6-S;PCN-J013-HCU-ZDC6-S | Sector 12 | Ticket Hall_Escalator;TFLGB-PCN-J013-HCU-ZDC6-S;PCN-J013-HCU-ZDC6-S;Priority_5;London;HCU;Southwark;SOLiD;SOLiD HCU;Ticket Hall_Escalator;TFLGB-J013;RAN;Multi Techno;Repeater, Transcoder;Sector 12;;Deployed;;
Capita TfL GB;PCN-N115-HCU-ZDC8-M1;PCN-N115-HCU-ZDC8-M1 | Sector 6 | Platform 5;TFLGB-PCN-N115-HCU-ZDC8-M1;PCN-N115-HCU-ZDC8-M1;Priority_5;London;HCU;Waterloo;SOLiD;SOLiD HCU;Platform 5;TFLGB-N115;RAN;Multi Techno;Repeater, Transcoder;Sector 6;;Deployed;;
Capita TfL GB;PCN-J013-LRN-37M;PCN-J013-LRN-37M | Sector 12 | Ticket Hall_Escalator;TFLGB-PCN-J013-LRN-37M;PCN-J013-LRN-37M;Priority_5;London;LRN;Southwark;SOLiD;SOLiD LRN;Ticket Hall_Escalator;TFLGB-J013;RAN;Multi Techno;Repeater, Transcoder;Sector 12;;Deployed;;
Capita TfL GB;PCN-J013-LRN-51S;PCN-J013-LRN-51S | Sector 11 | Platform 2;TFLGB-PCN-J013-LRN-51S;PCN-J013-LRN-51S;Priority_5;London;LRN;Southwark;SOLiD;SOLiD LRN;Platform 2;TFLGB-J013;RAN;Multi Techno;Repeater, Transcoder;Sector 11;;Deployed;;
Capita TfL GB;PCN-J013-HCU-SBDC1-S;PCN-J013-HCU-SBDC1-S | Sector 12 | Ticket Hall_Escalator;TFLGB-PCN-J013-HCU-SBDC1-S;PCN-J013-HCU-SBDC1-S;Priority_5;London;HCU;Southwark;SOLiD;SOLiD HCU;Ticket Hall_Escalator;TFLGB-J013;RAN;Multi Techno;Repeater, Transcoder;Sector 12;;Deployed;;
Capita TfL GB;PCN-J014-J-EBLO-HRN-002S;PCN-J014-J-EBLO-HRN-002S | Sector 25 | East Tunnel;TFLGB-PCN-J014-J-EBLO-HRN-002S;PCN-J014-J-EBLO-HRN-002S;Priority_5;London;HRN;Bermondsey;SOLiD;SOLiD HRN;East Tunnel;TFLGB-J014;RAN;Multi Techno;Repeater, Transcoder;Sector 25;;Deployed;;
Capita TfL GB;PCN-J016-J-WBLO-HRN-001M;PCN-J016-J-WBLO-HRN-001M | Sector 21 | West Tunnel;TFLGB-PCN-J016-J-WBLO-HRN-001M;PCN-J016-J-WBLO-HRN-001M;Priority_5;London;HRN;London Bridge;SOLiD;SOLiD HRN;West Tunnel;TFLGB-J016;RAN;Multi Techno;Repeater, Transcoder;Sector 21;;Deployed;;
Capita TfL GB;PCN-J013-HCU-SBDC1-M;PCN-J013-HCU-SBDC1-M | Sector 12 | Ticket Hall_Escalator;TFLGB-PCN-J013-HCU-SBDC1-M;PCN-J013-HCU-SBDC1-M;Priority_5;London;HCU;Southwark;SOLiD;SOLiD HCU;Ticket Hall_Escalator;TFLGB-J013;RAN;Multi Techno;Repeater, Transcoder;Sector 12;;Deployed;;
Capita TfL GB;PCN-D101-LRN-3M;PCN-D101-LRN-3M | Sector 3 | Ticket Hall_Escalator;TFLGB-PCN-D101-LRN-3M;PCN-D101-LRN-3M;Priority_5;London;LRN;Westminster;SOLiD;SOLiD LRN;Ticket Hall_Escalator;TFLGB-D101;RAN;Multi Techno;Repeater, Transcoder;Sector 3;;Deployed;;
Capita TfL GB;PCN-J013-LRN-37S;PCN-J013-LRN-37S | Sector 12 | Ticket Hall_Escalator;TFLGB-PCN-J013-LRN-37S;PCN-J013-LRN-37S;Priority_5;London;LRN;Southwark;SOLiD;SOLiD LRN;Ticket Hall_Escalator;TFLGB-J013;RAN;Multi Techno;Repeater, Transcoder;Sector 12;;Deployed;;
Capita TfL GB;PCN-D101-HCU-ZDC4-S;PCN-D101-HCU-ZDC4-S | Sector 3 | Ticket Hall_Escalator;TFLGB-PCN-D101-HCU-ZDC4-S;PCN-D101-HCU-ZDC4-S;Priority_5;London;HCU;Westminster;SOLiD;SOLiD HCU;Ticket Hall_Escalator;TFLGB-D101;RAN;Multi Techno;Repeater, Transcoder;Sector 3;;Deployed;;
Capita TfL GB;PCN-J009-HCU-ZDC11-S;PCN-J009-HCU-ZDC11-S | Sector 23 | Platform 1;TFLGB-PCN-J009-HCU-ZDC11-S;PCN-J009-HCU-ZDC11-S;Priority_5;London;HCU;Canada Water;SOLiD;SOLiD HCU;Platform 1;TFLGB-J009;RAN;Multi Techno;Repeater, Transcoder;Sector 23;;Deployed;;
Capita TfL GB;PCN-J005-LRN-37M;PCN-J005-LRN-37M | Sector 32 | Ticket Hall_Escalator;TFLGB-PCN-J005-LRN-37M;PCN-J005-LRN-37M;Priority_5;London;LRN;North Greenwhich;SOLiD;SOLiD LRN;Ticket Hall_Escalator;TFLGB-J005;RAN;Multi Techno;Repeater, Transcoder;Sector 32;;Deployed;;
Capita TfL GB;PCN-D101-LRN-46S;PCN-D101-LRN-46S | Sector 1 | Platform 3;TFLGB-PCN-D101-LRN-46S;PCN-D101-LRN-46S;Priority_5;London;LRN;Westminster;SOLiD;SOLiD LRN;Platform 3;TFLGB-D101;RAN;Multi Techno;Repeater, Transcoder;Sector 1;;Deployed;;
Capita TfL GB;PCN-D101-LRN-69S;PCN-D101-LRN-69S | Sector 3 | Ticket Hall_Escalator;TFLGB-PCN-D101-LRN-69S;PCN-D101-LRN-69S;Priority_5;London;LRN;Westminster;SOLiD;SOLiD LRN;Ticket Hall_Escalator;TFLGB-D101;RAN;Multi Techno;Repeater, Transcoder;Sector 3;;Deployed;;
Capita TfL GB;PCN-D101-LRN-59S;PCN-D101-LRN-59S | Sector 2 | Platform 4;TFLGB-PCN-D101-LRN-59S;PCN-D101-LRN-59S;Priority_5;London;LRN;Westminster;SOLiD;SOLiD LRN;Platform 4;TFLGB-D101;RAN;Multi Techno;Repeater, Transcoder;Sector 2;;Deployed;;
Capita TfL GB;PCN-J007-LRN-45M;PCN-J007-LRN-45M | Sector 28 | Ticket Hall_Escalator;TFLGB-PCN-J007-LRN-45M;PCN-J007-LRN-45M;Priority_5;London;LRN;Canary Wharf;SOLiD;SOLiD LRN;Ticket Hall_Escalator;TFLGB-J007;RAN;Multi Techno;Repeater, Transcoder;Sector 28;;Deployed;;
Capita TfL GB;PCN-N115-HCU-ZDC8-M2;PCN-N115-HCU-ZDC8-M2 | Sector 7 | Platform 6;TFLGB-PCN-N115-HCU-ZDC8-M2;PCN-N115-HCU-ZDC8-M2;Priority_5;London;HCU;Waterloo;SOLiD;SOLiD HCU;Platform 6;TFLGB-N115;RAN;Multi Techno;Repeater, Transcoder;Sector 7;;Deployed;;
Capita TfL GB;PCN-J016-J-EBLO-HRN-003S;PCN-J016-J-EBLO-HRN-003S | Sector 19 | East Tunnel;TFLGB-PCN-J016-J-EBLO-HRN-003S;PCN-J016-J-EBLO-HRN-003S;Priority_5;London;HRN;London Bridge;SOLiD;SOLiD HRN;East Tunnel;TFLGB-J016;RAN;Multi Techno;Repeater, Transcoder;Sector 19;;Deployed;;
Capita TfL GB;PCN-D101-HCU-ZDC13-S;PCN-D101-HCU-ZDC13-S | Sector 3 | Ticket Hall_Escalator;TFLGB-PCN-D101-HCU-ZDC13-S;PCN-D101-HCU-ZDC13-S;Priority_5;London;HCU;Westminster;SOLiD;SOLiD HCU;Ticket Hall_Escalator;TFLGB-D101;RAN;Multi Techno;Repeater, Transcoder;Sector 3;;Deployed;;
Capita TfL GB;PCN-J013-LRN-5M;PCN-J013-LRN-5M | Sector 12 | Ticket Hall_Escalator;TFLGB-PCN-J013-LRN-5M;PCN-J013-LRN-5M;Priority_5;London;LRN;Southwark;SOLiD;SOLiD LRN;Ticket Hall_Escalator;TFLGB-J013;RAN;Multi Techno;Repeater, Transcoder;Sector 12;;Deployed;;
Capita TfL GB;PCN-N135-LRN-77S;PCN-N135-LRN-77S | Sector 15 | Platform 3;TFLGB-PCN-N135-LRN-77S;PCN-N135-LRN-77S;Priority_5;London;LRN;London Bridge;SOLiD;SOLiD LRN;Platform 3;TFLGB-N135;RAN;Multi Techno;Repeater, Transcoder;Sector 15;;Deployed;;
Capita TfL GB;PCN-J013-LRN-52M;PCN-J013-LRN-52M | Sector 10 | Platform 1;TFLGB-PCN-J013-LRN-52M;PCN-J013-LRN-52M;Priority_5;London;LRN;Southwark;SOLiD;SOLiD LRN;Platform 1;TFLGB-J013;RAN;Multi Techno;Repeater, Transcoder;Sector 10;;Deployed;;
Capita TfL GB;PCN-D101-LRN-8S;PCN-D101-LRN-8S | Sector 3 | Ticket Hall_Escalator;TFLGB-PCN-D101-LRN-8S;PCN-D101-LRN-8S;Priority_5;London;LRN;Westminster;SOLiD;SOLiD LRN;Ticket Hall_Escalator;TFLGB-D101;RAN;Multi Techno;Repeater, Transcoder;Sector 3;;Deployed;;
Capita TfL GB;PCN-J011-LRN-53S;PCN-J011-LRN-53S | Sector 20 | Platform 1;TFLGB-PCN-J011-LRN-53S;PCN-J011-LRN-53S;Priority_5;London;LRN;Bermondsey;SOLiD;SOLiD LRN;Platform 1;TFLGB-J011;RAN;Multi Techno;Repeater, Transcoder;Sector 20;;Deployed;;
Capita TfL GB;PCN-J014-J-EBLO-HRN-001S;PCN-J014-J-EBLO-HRN-001S | Sector 19 | East Tunnel;TFLGB-PCN-J014-J-EBLO-HRN-001S;PCN-J014-J-EBLO-HRN-001S;Priority_5;London;HRN;Bermondsey;SOLiD;SOLiD HRN;East Tunnel;TFLGB-J014;RAN;Multi Techno;Repeater, Transcoder;Sector 19;;Deployed;;
Capita TfL GB;PCN-J013-LRN-50M;PCN-J013-LRN-50M | Sector 11 | Platform 2;TFLGB-PCN-J013-LRN-50M;PCN-J013-LRN-50M;Priority_5;London;LRN;Southwark;SOLiD;SOLiD LRN;Platform 2;TFLGB-J013;RAN;Multi Techno;Repeater, Transcoder;Sector 11;;Deployed;;
Capita TfL GB;PCN-J009-LRN-67M;PCN-J009-LRN-67M | Sector 23 | Platform 1;TFLGB-PCN-J009-LRN-67M;PCN-J009-LRN-67M;Priority_5;London;LRN;Canada Water;SOLiD;SOLiD LRN;Platform 1;TFLGB-J009;RAN;Multi Techno;Repeater, Transcoder;Sector 23;;Deployed;;
Capita TfL GB;PCN-D101-LRN-62S;PCN-D101-LRN-62S | Sector 2 | Platform 4;TFLGB-PCN-D101-LRN-62S;PCN-D101-LRN-62S;Priority_5;London;LRN;Westminster;SOLiD;SOLiD LRN;Platform 4;TFLGB-D101;RAN;Multi Techno;Repeater, Transcoder;Sector 2;;Deployed;;
Capita TfL GB;PCN-J018-J-EBLO-HRN-002S;PCN-J018-J-EBLO-HRN-002S | Sector 18 | East Tunnel;TFLGB-PCN-J018-J-EBLO-HRN-002S;PCN-J018-J-EBLO-HRN-002S;Priority_5;London;HRN;Southwark;SOLiD;SOLiD HRN;East Tunnel;TFLGB-J018;RAN;Multi Techno;Repeater, Transcoder;Sector 18;;Deployed;;
Capita TfL GB;PCN-J009-DAS33;PCN-J009-DAS33 | Sector 33 | BTS Hotel;TFLGB-PCN-J009-DAS33;PCN-J009-DAS33;Priority_1;London;DAU;Canada Water;SOLiD;SOLiD DAU;BTS Hotel;TFLGB-J009;RAN;Multi Techno;Repeater, Transcoder;Sector 33;;Deployed;;
Capita TfL GB;PCN-J008-J-EBLO-HRN-002M;PCN-J008-J-EBLO-HRN-002M | Sector 26 | East Tunnel;TFLGB-PCN-J008-J-EBLO-HRN-002M;PCN-J008-J-EBLO-HRN-002M;Priority_5;London;HRN;Canary Wharf;SOLiD;SOLiD HRN;East Tunnel;TFLGB-J008;RAN;Multi Techno;Repeater, Transcoder;Sector 26;;Deployed;;
Capita TfL GB;PCN-J007-LRN-15M;PCN-J007-LRN-15M | Sector 27 | Platform 1;TFLGB-PCN-J007-LRN-15M;PCN-J007-LRN-15M;Priority_5;London;LRN;Canary Wharf;SOLiD;SOLiD LRN;Platform 1;TFLGB-J007;RAN;Multi Techno;Repeater, Transcoder;Sector 27;;Deployed;;
Capita TfL GB;PCN-J006-J-WBLO-HRN-001S;PCN-J006-J-WBLO-HRN-001S | Sector 33 | West Tunnel;TFLGB-PCN-J006-J-WBLO-HRN-001S;PCN-J006-J-WBLO-HRN-001S;Priority_5;London;HRN;North Greenwhich;SOLiD;SOLiD HRN;West Tunnel;TFLGB-J006;RAN;Multi Techno;Repeater, Transcoder;Sector 33;;Deployed;;
Capita TfL GB;PCN-J009-DAS5;PCN-J009-DAS5 | Sector 5 | BTS Hotel;TFLGB-PCN-J009-DAS5;PCN-J009-DAS5;Priority_1;London;DAU;Canada Water;SOLiD;SOLiD DAU;BTS Hotel;TFLGB-J009;RAN;Multi Techno;Repeater, Transcoder;Sector 5;;Deployed;;
Capita TfL GB;PCN-J008-J-WBLO-HRN-003M;PCN-J008-J-WBLO-HRN-003M | Sector 29 | West Tunnel;TFLGB-PCN-J008-J-WBLO-HRN-003M;PCN-J008-J-WBLO-HRN-003M;Priority_5;London;HRN;Canary Wharf;SOLiD;SOLiD HRN;West Tunnel;TFLGB-J008;RAN;Multi Techno;Repeater, Transcoder;Sector 29;;Deployed;;
Capita TfL GB;PCN-J005-HCU-ZDC14-M;PCN-J005-HCU-ZDC14-M | Sector 32 | Ticket Hall_Escalator;TFLGB-PCN-J005-HCU-ZDC14-M;PCN-J005-HCU-ZDC14-M;Priority_5;London;HCU;North Greenwhich;SOLiD;SOLiD HCU;Ticket Hall_Escalator;TFLGB-J005;RAN;Multi Techno;Repeater, Transcoder;Sector 32;;Deployed;;
Capita TfL GB;PCN-N115-HCU-ZDC11-M2;PCN-N115-HCU-ZDC11-M2 | Sector 7 | Platform 6;TFLGB-PCN-N115-HCU-ZDC11-M2;PCN-N115-HCU-ZDC11-M2;Priority_5;London;HCU;Waterloo;SOLiD;SOLiD HCU;Platform 6;TFLGB-N115;RAN;Multi Techno;Repeater, Transcoder;Sector 7;;Deployed;;
Capita TfL GB;PCN-J013-LRN-53M;PCN-J013-LRN-53M | Sector 10 | Platform 1;TFLGB-PCN-J013-LRN-53M;PCN-J013-LRN-53M;Priority_5;London;LRN;Southwark;SOLiD;SOLiD LRN;Platform 1;TFLGB-J013;RAN;Multi Techno;Repeater, Transcoder;Sector 10;;Deployed;;
Capita TfL GB;PCN-J005-LRN-63S;PCN-J005-LRN-63S | Sector 31 | Platform;TFLGB-PCN-J005-LRN-63S;PCN-J005-LRN-63S;Priority_5;London;LRN;North Greenwhich;SOLiD;SOLiD LRN;Platform;TFLGB-J005;RAN;Multi Techno;Repeater, Transcoder;Sector 31;;Deployed;;
Capita TfL GB;PCN-J007-LRN-17M;PCN-J007-LRN-17M | Sector 27 | Platform 1;TFLGB-PCN-J007-LRN-17M;PCN-J007-LRN-17M;Priority_5;London;LRN;Canary Wharf;SOLiD;SOLiD LRN;Platform 1;TFLGB-J007;RAN;Multi Techno;Repeater, Transcoder;Sector 27;;Deployed;;
Capita TfL GB;PCN-N115-HCU-ZDC11-M1;PCN-N115-HCU-ZDC11-M1 | Sector 6 | Platform 5;TFLGB-PCN-N115-HCU-ZDC11-M1;PCN-N115-HCU-ZDC11-M1;Priority_5;London;HCU;Waterloo;SOLiD;SOLiD HCU;Platform 5;TFLGB-N115;RAN;Multi Techno;Repeater, Transcoder;Sector 6;;Deployed;;
Capita TfL GB;PCN-J007-HCU-ZDC13-M;PCN-J007-HCU-ZDC13-M | Sector 28 | Ticket Hall_Escalator;TFLGB-PCN-J007-HCU-ZDC13-M;PCN-J007-HCU-ZDC13-M;Priority_5;London;HCU;Canary Wharf;SOLiD;SOLiD HCU;Ticket Hall_Escalator;TFLGB-J007;RAN;Multi Techno;Repeater, Transcoder;Sector 28;;Deployed;;
Capita TfL GB;PCN-D101-LRN-8M;PCN-D101-LRN-8M | Sector 3 | Ticket Hall_Escalator;TFLGB-PCN-D101-LRN-8M;PCN-D101-LRN-8M;Priority_5;London;LRN;Westminster;SOLiD;SOLiD LRN;Ticket Hall_Escalator;TFLGB-D101;RAN;Multi Techno;Repeater, Transcoder;Sector 3;;Deployed;;
Capita TfL GB;PCN-J018-J-WBLO-HRN-002M;PCN-J018-J-WBLO-HRN-002M | Sector 13 | West Tunnel;TFLGB-PCN-J018-J-WBLO-HRN-002M;PCN-J018-J-WBLO-HRN-002M;Priority_5;London;HRN;Southwark;SOLiD;SOLiD HRN;West Tunnel;TFLGB-J018;RAN;Multi Techno;Repeater, Transcoder;Sector 13;;Deployed;;
Capita TfL GB;PCN-N115-HCU-ZDC8-S2;PCN-N115-HCU-ZDC8-S2 | Sector 7 | Platform 6;TFLGB-PCN-N115-HCU-ZDC8-S2;PCN-N115-HCU-ZDC8-S2;Priority_5;London;HCU;Waterloo;SOLiD;SOLiD HCU;Platform 6;TFLGB-N115;RAN;Multi Techno;Repeater, Transcoder;Sector 7;;Deployed;;
Capita TfL GB;PCN-J013-LRN-53S;PCN-J013-LRN-53S | Sector 10 | Platform 1;TFLGB-PCN-J013-LRN-53S;PCN-J013-LRN-53S;Priority_5;London;LRN;Southwark;SOLiD;SOLiD LRN;Platform 1;TFLGB-J013;RAN;Multi Techno;Repeater, Transcoder;Sector 10;;Deployed;;
Capita TfL GB;PCN-J009-DAS9;PCN-J009-DAS9 | Sector 9 | BTS Hotel;TFLGB-PCN-J009-DAS9;PCN-J009-DAS9;Priority_1;London;DAU;Canada Water;SOLiD;SOLiD DAU;BTS Hotel;TFLGB-J009;RAN;Multi Techno;Repeater, Transcoder;Sector 9;;Deployed;;
Capita TfL GB;PCN-J009-DAS20;PCN-J009-DAS20 | Sector 20 | BTS Hotel;TFLGB-PCN-J009-DAS20;PCN-J009-DAS20;Priority_1;London;DAU;Canada Water;SOLiD;SOLiD DAU;;TFLGB-J009;RAN;Multi Techno;Repeater, Transcoder;Sector 20;;Deployed;;
Capita TfL GB;PCN-J009-DAS26;PCN-J009-DAS26 | Sector 26 | BTS Hotel;TFLGB-PCN-J009-DAS26;PCN-J009-DAS26;Priority_1;London;DAU;Canada Water;SOLiD;SOLiD DAU;BTS Hotel;TFLGB-J009;RAN;Multi Techno;Repeater, Transcoder;Sector 26;;Deployed;;
Capita TfL GB;PCN-J011-LRN-19M;PCN-J011-LRN-19M | Sector 20 | Platform 1;TFLGB-PCN-J011-LRN-19M;PCN-J011-LRN-19M;Priority_5;London;LRN;Bermondsey;SOLiD;SOLiD LRN;Platform 1;TFLGB-J011;RAN;Multi Techno;Repeater, Transcoder;Sector 20;;Deployed;;
Capita TfL GB;PCN-J008-J-EBLO-HRN-001S;PCN-J008-J-EBLO-HRN-001S | Sector 26 | East Tunnel;TFLGB-PCN-J008-J-EBLO-HRN-001S;PCN-J008-J-EBLO-HRN-001S;Priority_5;London;HRN;Canary Wharf;SOLiD;SOLiD HRN;East Tunnel;TFLGB-J008;RAN;Multi Techno;Repeater, Transcoder;Sector 26;;Deployed;;
Capita TfL GB;PCN-J011-HCU-ZDC2-S;PCN-J011-HCU-ZDC2-S | Sector 20 | Platform 1;TFLGB-PCN-J011-HCU-ZDC2-S;PCN-J011-HCU-ZDC2-S;Priority_5;London;HCU;Bermondsey;SOLiD;SOLiD HCU;Platform 1;TFLGB-J011;RAN;Multi Techno;Repeater, Transcoder;Sector 20;;Deployed;;
Capita TfL GB;PCN-D101-LRN-44S;PCN-D101-LRN-44S | Sector 1 | Platform 3;TFLGB-PCN-D101-LRN-44S;PCN-D101-LRN-44S;Priority_5;London;LRN;Westminster;SOLiD;SOLiD LRN;Platform 3;TFLGB-D101;RAN;Multi Techno;Repeater, Transcoder;Sector 1;;Deployed;;
Capita TfL GB;PCN-D101-LRN-3S;PCN-D101-LRN-3S | Sector 3 | Ticket Hall_Escalator;TFLGB-PCN-D101-LRN-3S;PCN-D101-LRN-3S;Priority_5;London;LRN;Westminster;SOLiD;SOLiD LRN;Ticket Hall_Escalator;TFLGB-D101;RAN;Multi Techno;Repeater, Transcoder;Sector 3;;Deployed;;
Capita TfL GB;PCN-J009-LRN-69M;PCN-J009-LRN-69M | Sector 23 | Platform 1;TFLGB-PCN-J009-LRN-69M;PCN-J009-LRN-69M;Priority_5;London;LRN;Canada Water;SOLiD;SOLiD LRN;Platform 1;TFLGB-J009;RAN;Multi Techno;Repeater, Transcoder;Sector 23;;Deployed;;
Capita TfL GB;PCN-J012-J-WBLO-HRN-001M;PCN-J012-J-WBLO-HRN-001M | Sector 29 | West Tunnel;TFLGB-PCN-J012-J-WBLO-HRN-001M;PCN-J012-J-WBLO-HRN-001M;Priority_5;London;HRN;Canada Water;SOLiD;SOLiD HRN;West Tunnel;TFLGB-J012;RAN;Multi Techno;Repeater, Transcoder;Sector 29;;Deployed;;
Capita TfL GB;PCN-J009-HCU-ZDC6-M;PCN-J009-HCU-ZDC6-M | Sector 24 | Ticket Hall_Escalator;TFLGB-PCN-J009-HCU-ZDC6-M;PCN-J009-HCU-ZDC6-M;Priority_5;London;HCU;Canada Water;SOLiD;SOLiD HCU;Ticket Hall_Escalator;TFLGB-J009;RAN;Multi Techno;Repeater, Transcoder;Sector 24;;Deployed;;
Capita TfL GB;PCN-N115-HCU-ZDC8-S1;PCN-N115-HCU-ZDC8-S1 | Sector 6 | Platform 5;TFLGB-PCN-N115-HCU-ZDC8-S1;PCN-N115-HCU-ZDC8-S1;Priority_5;London;HCU;Waterloo;SOLiD;SOLiD HCU;Platform 5;TFLGB-N115;RAN;Multi Techno;Repeater, Transcoder;Sector 6;;Deployed;;
Capita TfL GB;PCN-J008-J-WBLO-HRN-002S;PCN-J008-J-WBLO-HRN-002S | Sector 29 | West Tunnel;TFLGB-PCN-J008-J-WBLO-HRN-002S;PCN-J008-J-WBLO-HRN-002S;Priority_5;London;HRN;Canary Wharf;SOLiD;SOLiD HRN;West Tunnel;TFLGB-J008;RAN;Multi Techno;Repeater, Transcoder;Sector 29;;Deployed;;
Capita TfL GB;PCN-J008-J-WBLO-HRN-003S;PCN-J008-J-WBLO-HRN-003S | Sector 29 | West Tunnel;TFLGB-PCN-J008-J-WBLO-HRN-003S;PCN-J008-J-WBLO-HRN-003S;Priority_5;London;HRN;Canary Wharf;SOLiD;SOLiD HRN;West Tunnel;TFLGB-J008;RAN;Multi Techno;Repeater, Transcoder;Sector 29;;Deployed;;
Capita TfL GB;PCN-J013-HCU-ZDC6-M;PCN-J013-HCU-ZDC6-M | Sector 12 | Ticket Hall_Escalator;TFLGB-PCN-J013-HCU-ZDC6-M;PCN-J013-HCU-ZDC6-M;Priority_5;London;HCU;Southwark;SOLiD;SOLiD HCU;Ticket Hall_Escalator;TFLGB-J013;RAN;Multi Techno;Repeater, Transcoder;Sector 12;;Deployed;;
Capita TfL GB;PCN-J007-HCU-SBDC1-M;PCN-J007-HCU-SBDC1-M | Sector 28 | Ticket Hall_Escalator;TFLGB-PCN-J007-HCU-SBDC1-M;PCN-J007-HCU-SBDC1-M;Priority_5;London;HCU;Canary Wharf;SOLiD;SOLiD HCU;Ticket Hall_Escalator;TFLGB-J007;RAN;Multi Techno;Repeater, Transcoder;Sector 28;;Deployed;;
Capita TfL GB;PCN-J006-J-WBLO-HRN-002M;PCN-J006-J-WBLO-HRN-002M | Sector 33 | West Tunnel;TFLGB-PCN-J006-J-WBLO-HRN-002M;PCN-J006-J-WBLO-HRN-002M;Priority_5;London;HRN;North Greenwhich;SOLiD;SOLiD HRN;West Tunnel;TFLGB-J006;RAN;Multi Techno;Repeater, Transcoder;Sector 33;;Deployed;;
Capita TfL GB;PCN-J018-J-WBLO-HRN-001S;PCN-J018-J-WBLO-HRN-001S | Sector 14 | West Tunnel;TFLGB-PCN-J018-J-WBLO-HRN-001S;PCN-J018-J-WBLO-HRN-001S;Priority_5;London;HRN;Southwark;SOLiD;SOLiD HRN;West Tunnel;TFLGB-J018;RAN;Multi Techno;Repeater, Transcoder;Sector 14;;Deployed;;
Capita TfL GB;PCN-J009-HCU-SBDC1-M;PCN-J009-HCU-SBDC1-M | Sector 24 | Ticket Hall_Escalator;TFLGB-PCN-J009-HCU-SBDC1-M;PCN-J009-HCU-SBDC1-M;Priority_5;London;HCU;Canada Water;SOLiD;SOLiD HCU;Ticket Hall_Escalator;TFLGB-J009;RAN;Multi Techno;Repeater, Transcoder;Sector 24;;Deployed;;
Capita TfL GB;PCN-J013-LRN-25S;PCN-J013-LRN-25S | Sector 12 | Ticket Hall_Escalator;TFLGB-PCN-J013-LRN-25S;PCN-J013-LRN-25S;Priority_5;London;LRN;Southwark;SOLiD;SOLiD LRN;Ticket Hall_Escalator;TFLGB-J013;RAN;Multi Techno;Repeater, Transcoder;Sector 12;;Deployed;;
Capita TfL GB;PCN-N135-HCU-ZDC13-S2;PCN-N135-HCU-ZDC13-S2 | Sector 15 | Platform 3;TFLGB-PCN-N135-HCU-ZDC13-S2;PCN-N135-HCU-ZDC13-S2;Priority_5;London;HCU;London Bridge;SOLiD;SOLiD HCU;Platform 3;TFLGB-N135;RAN;Multi Techno;Repeater, Transcoder;Sector 15;;Deployed;;
Capita TfL GB;PCN-J009-DAS6;PCN-J009-DAS6 | Sector 6 | BTS Hotel;TFLGB-PCN-J009-DAS6;PCN-J009-DAS6;Priority_1;London;DAU;Canada Water;SOLiD;SOLiD DAU;BTS Hotel;TFLGB-J009;RAN;Multi Techno;Repeater, Transcoder;Sector 6;;Deployed;;
Capita TfL GB;PCN-J009-DAS32;PCN-J009-DAS32 | Sector 32 | BTS Hotel;TFLGB-PCN-J009-DAS32;PCN-J009-DAS32;Priority_1;London;DAU;Canada Water;SOLiD;SOLiD DAU;BTS Hotel;TFLGB-J009;RAN;Multi Techno;Repeater, Transcoder;Sector 32;;Deployed;;
Capita TfL GB;PCN-D101-LRN-33M;PCN-D101-LRN-33M | Sector 3 | Ticket Hall_Escalator;TFLGB-PCN-D101-LRN-33M;PCN-D101-LRN-33M;Priority_5;London;LRN;Westminster;SOLiD;SOLiD LRN;Ticket Hall_Escalator;TFLGB-D101;RAN;Multi Techno;Repeater, Transcoder;Sector 3;;Deployed;;
Capita TfL GB;PCN-J005-LRN-61M;PCN-J005-LRN-61M | Sector 31 | Platform;TFLGB-PCN-J005-LRN-61M;PCN-J005-LRN-61M;Priority_5;London;LRN;North Greenwhich;SOLiD;SOLiD LRN;Platform;TFLGB-J005;RAN;Multi Techno;Repeater, Transcoder;Sector 31;;Deployed;;
