Company;CI Name;CI Description;Domain;DNS Host Name;Priority;Region;System Role;Site Group;Manufacturer;Product Name;;Site;Tier 1;Tier 2;Tier 3;Tag Number;NbrCells;Status;CI ID;Model Version
Capita TfL GB;PCN-J007-HCU-ZDC8-S;PCN-J007-HCU-ZDC8-S | Sector 27 | Platform 1;TFLGB-PCN-J007-HCU-ZDC8-S;PCN-J007-HCU-ZDC8-S;Priority_5;London;HCU;Canary Wharf;SOLiD;SOLiD HCU;Platform 1;TFLGB-J007;RAN;Multi Techno;Repeater, Transcoder;Sector 27;;Deployed;;
Capita TfL GB;PCN-J005-LRN-37S;PCN-J005-LRN-37S | Sector 32 | Ticket Hall_Escalator;TFLGB-PCN-J005-LRN-37S;PCN-J005-LRN-37S;Priority_5;London;LRN;North Greenwhich;SOLiD;SOLiD LRN;Ticket Hall_Escalator;TFLGB-J005;RAN;Multi Techno;Repeater, Transcoder;Sector 32;;Deployed;;
Capita TfL GB;PCN-J012-J-EBLO-HRN-002M;PCN-J012-J-EBLO-HRN-002M | Sector 25 | East Tunnel;TFLGB-PCN-J012-J-EBLO-HRN-002M;PCN-J012-J-EBLO-HRN-002M;Priority_5;London;HRN;Canada Water;SOLiD;SOLiD HRN;East Tunnel;TFLGB-J012;RAN;Multi Techno;Repeater, Transcoder;Sector 25;;Deployed;;
Capita TfL GB;PCN-J011-LRN-53M;PCN-J011-LRN-53M | Sector 20 | Platform 1;TFLGB-PCN-J011-LRN-53M;PCN-J011-LRN-53M;Priority_5;London;LRN;Bermondsey;SOLiD;SOLiD LRN;Platform 1;TFLGB-J011;RAN;Multi Techno;Repeater, Transcoder;Sector 20;;Deployed;;
Capita TfL GB;PCN-J007-LRN-20M;PCN-J007-LRN-20M | Sector 27 | Platform 1;TFLGB-PCN-J007-LRN-20M;PCN-J007-LRN-20M;Priority_5;London;LRN;Canary Wharf;SOLiD;SOLiD LRN;Platform 1;TFLGB-J007;RAN;Multi Techno;Repeater, Transcoder;Sector 27;;Deployed;;
Capita TfL GB;PCN-J013-HCU-ZDC4-M2;PCN-J013-HCU-ZDC4-M2 | Sector 10 | Platform 1;TFLGB-PCN-J013-HCU-ZDC4-M2;PCN-J013-HCU-ZDC4-M2;Priority_5;London;HCU;Southwark;SOLiD;SOLiD HCU;Platform 1;TFLGB-J013;RAN;Multi Techno;Repeater, Transcoder;Sector 10;;Deployed;;
Capita TfL GB;PCN-J013-HCU-ZDC5-S;PCN-J013-HCU-ZDC5-S | Sector 12 | Ticket Hall_Escalator;TFLGB-PCN-J013-HCU-ZDC5-S;PCN-J013-HCU-ZDC5-S;Priority_5;London;HCU;Southwark;SOLiD;SOLiD HCU;Ticket Hall_Escalator;TFLGB-J013;RAN;Multi Techno;Repeater, Transcoder;Sector 12;;Deployed;;
Capita TfL GB;PCN-J013-LRN-36S;PCN-J013-LRN-36S | Sector 12 | Ticket Hall_Escalator;TFLGB-PCN-J013-LRN-36S;PCN-J013-LRN-36S;Priority_5;London;LRN;Southwark;SOLiD;SOLiD LRN;Ticket Hall_Escalator;TFLGB-J013;RAN;Multi Techno;Repeater, Transcoder;Sector 12;;Deployed;;
Capita TfL GB;PCN-D101-LRN-52M;PCN-D101-LRN-52M | Sector 3 | Ticket Hall_Escalator;TFLGB-PCN-D101-LRN-52M;PCN-D101-LRN-52M;Priority_5;London;LRN;Westminster;SOLiD;SOLiD LRN;Ticket Hall_Escalator;TFLGB-D101;RAN;Multi Techno;Repeater, Transcoder;Sector 3;;Deployed;;
Capita TfL GB;PCN-D101-HCU-ZDC3-M;PCN-D101-HCU-ZDC3-M | Sector 3 | Ticket Hall_Escalator;TFLGB-PCN-D101-HCU-ZDC3-M;PCN-D101-HCU-ZDC3-M;Priority_5;London;HCU;Westminster;SOLiD;SOLiD HCU;Ticket Hall_Escalator;TFLGB-D101;RAN;Multi Techno;Repeater, Transcoder;Sector 3;;Deployed;;
Capita TfL GB;PCN-J011-HCU-ZDC4-M;PCN-J011-HCU-ZDC4-M | Sector 20 | Platform 1;TFLGB-PCN-J011-HCU-ZDC4-M;PCN-J011-HCU-ZDC4-M;Priority_5;London;HCU;Bermondsey;SOLiD;SOLiD HCU;Platform 1;TFLGB-J011;RAN;Multi Techno;Repeater, Transcoder;Sector 20;;Deployed;;
Capita TfL GB;PCN-J008-J-WBLO-HRN-001M;PCN-J008-J-WBLO-HRN-001M | Sector 30 | West Tunnel;TFLGB-PCN-J008-J-WBLO-HRN-001M;PCN-J008-J-WBLO-HRN-001M;Priority_5;London;HRN;Canary Wharf;SOLiD;SOLiD HRN;West Tunnel;TFLGB-J008;RAN;Multi Techno;Repeater, Transcoder;Sector 30;;Deployed;;
Capita TfL GB;PCN-J005-HCU-ZDC8-S;PCN-J005-HCU-ZDC8-S | Sector 31 | Platform;TFLGB-PCN-J005-HCU-ZDC8-S;PCN-J005-HCU-ZDC8-S;Priority_5;London;HCU;North Greenwhich;SOLiD;SOLiD HCU;Platform;TFLGB-J005;RAN;Multi Techno;Repeater, Transcoder;Sector 31;;Deployed;;
Capita TfL GB;PCN-J007-LRN-39M;PCN-J007-LRN-39M | Sector 28 | Ticket Hall_Escalator;TFLGB-PCN-J007-LRN-39M;PCN-J007-LRN-39M;Priority_5;London;LRN;Canary Wharf;SOLiD;SOLiD LRN;Ticket Hall_Escalator;TFLGB-J007;RAN;Multi Techno;Repeater, Transcoder;Sector 28;;Deployed;;
Capita TfL GB;PCN-J005-HCU-ZDC14-S;PCN-J005-HCU-ZDC14-S | Sector 32 | Ticket Hall_Escalator;TFLGB-PCN-J005-HCU-ZDC14-S;PCN-J005-HCU-ZDC14-S;Priority_5;London;HCU;North Greenwhich;SOLiD;SOLiD HCU;Ticket Hall_Escalator;TFLGB-J005;RAN;Multi Techno;Repeater, Transcoder;Sector 32;;Deployed;;
Capita TfL GB;PCN-N115-LRN-101S;PCN-N115-LRN-101S | Sector 6 | Platform 5;TFLGB-PCN-N115-LRN-101S;PCN-N115-LRN-101S;Priority_5;London;LRN;Waterloo;SOLiD;SOLiD LRN;Platform 5;TFLGB-N115;RAN;Multi Techno;Repeater, Transcoder;Sector 6;;Deployed;;
Capita TfL GB;PCN-J007-LRN-15S;PCN-J007-LRN-15S | Sector 27 | Platform 1;TFLGB-PCN-J007-LRN-15S;PCN-J007-LRN-15S;Priority_5;London;LRN;Canary Wharf;SOLiD;SOLiD LRN;Platform 1;TFLGB-J007;RAN;Multi Techno;Repeater, Transcoder;Sector 27;;Deployed;;
Capita TfL GB;PCN-J006-J-EBLO-HRN-001S;PCN-J006-J-EBLO-HRN-001S | Sector 33 | East Tunnel;TFLGB-PCN-J006-J-EBLO-HRN-001S;PCN-J006-J-EBLO-HRN-001S;Priority_5;London;HRN;North Greenwhich;SOLiD;SOLiD HRN;East Tunnel;TFLGB-J006;RAN;Multi Techno;Repeater, Transcoder;Sector 33;;Deployed;;
Capita TfL GB;PCN-D101-HCU-ZDC9-M;PCN-D101-HCU-ZDC9-M | Sector 3 | Ticket Hall_Escalator;TFLGB-PCN-D101-HCU-ZDC9-M;PCN-D101-HCU-ZDC9-M;Priority_5;London;HCU;Westminster;SOLiD;SOLiD HCU;Ticket Hall_Escalator;TFLGB-D101;RAN;Multi Techno;Repeater, Transcoder;Sector 3;;Deployed;;
Capita TfL GB;PCN-D101-LRN-60S;PCN-D101-LRN-60S | Sector 2 | Platform 4;TFLGB-PCN-D101-LRN-60S;PCN-D101-LRN-60S;Priority_5;London;LRN;Westminster;SOLiD;SOLiD LRN;Platform 4;TFLGB-D101;RAN;Multi Techno;Repeater, Transcoder;Sector 2;;Deployed;;
Capita TfL GB;PCN-N135-HCU-SBDC-S1;PCN-N135-HCU-SBDC-S1 | Sector 16 | Platform 4;TFLGB-PCN-N135-HCU-SBDC-S1;PCN-N135-HCU-SBDC-S1;Priority_5;London;HCU;London Bridge;SOLiD;SOLiD HCU;Platform 4;TFLGB-N135;RAN;Multi Techno;Repeater, Transcoder;Sector 16;;Deployed;;
Capita TfL GB;PCN-J014-J-WBLO-HRN-002S;PCN-J014-J-WBLO-HRN-002S | Sector 21 | West Tunnel;TFLGB-PCN-J014-J-WBLO-HRN-002S;PCN-J014-J-WBLO-HRN-002S;Priority_5;London;HRN;Bermondsey;SOLiD;SOLiD HRN;West Tunnel;TFLGB-J014;RAN;Multi Techno;Repeater, Transcoder;Sector 21;;Deployed;;
Capita TfL GB;PCN-J009-DAS3;PCN-J009-DAS3 | Sector 3 | BTS Hotel;TFLGB-PCN-J009-DAS3;PCN-J009-DAS3;Priority_1;London;DAU;Canada Water;SOLiD;SOLiD DAU;BTS Hotel;TFLGB-J009;RAN;Multi Techno;Repeater, Transcoder;Sector 3;;Deployed;;
Capita TfL GB;PCN-J005-LRN-36M;PCN-J005-LRN-36M | Sector 32 | Ticket Hall_Escalator;TFLGB-PCN-J005-LRN-36M;PCN-J005-LRN-36M;Priority_5;London;LRN;North Greenwhich;SOLiD;SOLiD LRN;Ticket Hall_Escalator;TFLGB-J005;RAN;Multi Techno;Repeater, Transcoder;Sector 32;;Deployed;;
Capita TfL GB;PCN-D101-LRN-33S;PCN-D101-LRN-33S | Sector 3 | Ticket Hall_Escalator;TFLGB-PCN-D101-LRN-33S;PCN-D101-LRN-33S;Priority_5;London;LRN;Westminster;SOLiD;SOLiD LRN;Ticket Hall_Escalator;TFLGB-D101;RAN;Multi Techno;Repeater, Transcoder;Sector 3;;Deployed;;
Capita TfL GB;PCN-N135-HCU-SBDC-S2;PCN-N135-HCU-SBDC-S2 | Sector 15 | Platform 3;TFLGB-PCN-N135-HCU-SBDC-S2;PCN-N135-HCU-SBDC-S2;Priority_5;London;HCU;London Bridge;SOLiD;SOLiD HCU;Platform 3;TFLGB-N135;RAN;Multi Techno;Repeater, Transcoder;Sector 15;;Deployed;;
Capita TfL GB;PCN-J013-LRN-50S;PCN-J013-LRN-50S | Sector 11 | Platform 2;TFLGB-PCN-J013-LRN-50S;PCN-J013-LRN-50S;Priority_5;London;LRN;Southwark;SOLiD;SOLiD LRN;Platform 2;TFLGB-J013;RAN;Multi Techno;Repeater, Transcoder;Sector 11;;Deployed;;
Capita TfL GB;PCN-D101-HCU-ZDC1-S;PCN-D101-HCU-ZDC1-S | Sector 3 | Ticket Hall_Escalator;TFLGB-PCN-D101-HCU-ZDC1-S;PCN-D101-HCU-ZDC1-S;Priority_5;London;HCU;Westminster;SOLiD;SOLiD HCU;Ticket Hall_Escalator;TFLGB-D101;RAN;Multi Techno;Repeater, Transcoder;Sector 3;;Deployed;;
Capita TfL GB;PCN-D101-LRN-46M;PCN-D101-LRN-46M | Sector 1 | Platform 3;TFLGB-PCN-D101-LRN-46M;PCN-D101-LRN-46M;Priority_5;London;LRN;Westminster;SOLiD;SOLiD LRN;Platform 3;TFLGB-D101;RAN;Multi Techno;Repeater, Transcoder;Sector 1;;Deployed;;
Capita TfL GB;PCN-D101-LRN-35S;PCN-D101-LRN-35S | Sector 3 | Ticket Hall_Escalator;TFLGB-PCN-D101-LRN-35S;PCN-D101-LRN-35S;Priority_5;London;LRN;Westminster;SOLiD;SOLiD LRN;Ticket Hall_Escalator;TFLGB-D101;RAN;Multi Techno;Repeater, Transcoder;Sector 3;;Deployed;;
Capita TfL GB;PCN-N135-LRN-77M;PCN-N135-LRN-77M | Sector 15 | Platform 3;TFLGB-PCN-N135-LRN-77M;PCN-N135-LRN-77M;Priority_5;London;LRN;London Bridge;SOLiD;SOLiD LRN;Platform 3;TFLGB-N135;RAN;Multi Techno;Repeater, Transcoder;Sector 15;;Deployed;;
Capita TfL GB;PCN-J012-J-EBLO-HRN-001S;PCN-J012-J-EBLO-HRN-001S | Sector 25 | East Tunnel;TFLGB-PCN-J012-J-EBLO-HRN-001S;PCN-J012-J-EBLO-HRN-001S;Priority_5;London;HRN;Canada Water;SOLiD;SOLiD HRN;East Tunnel;TFLGB-J012;RAN;Multi Techno;Repeater, Transcoder;Sector 25;;Deployed;;
Capita TfL GB;PCN-J009-DAS11;PCN-J009-DAS11 | Sector 11 | BTS Hotel;TFLGB-PCN-J009-DAS11;PCN-J009-DAS11;Priority_1;London;DAU;Canada Water;SOLiD;SOLiD DAU;BTS Hotel;TFLGB-J009;RAN;Multi Techno;Repeater, Transcoder;Sector 11;;Deployed;;
Capita TfL GB;PCN-J011-LRN-40M;PCN-J011-LRN-40M | Sector 20 | Platform 1;TFLGB-PCN-J011-LRN-40M;PCN-J011-LRN-40M;Priority_5;London;LRN;Bermondsey;SOLiD;SOLiD LRN;Platform 1;TFLGB-J011;RAN;Multi Techno;Repeater, Transcoder;Sector 20;;Deployed;;
Capita TfL GB;PCN-J013-LRN-5S;PCN-J013-LRN-5S | Sector 12 | Ticket Hall_Escalator;TFLGB-PCN-J013-LRN-5S;PCN-J013-LRN-5S;Priority_5;London;LRN;Southwark;SOLiD;SOLiD LRN;Ticket Hall_Escalator;TFLGB-J013;RAN;Multi Techno;Repeater, Transcoder;Sector 12;;Deployed;;
Capita TfL GB;PCN-N135-LRN-74S;PCN-N135-LRN-74S | Sector 16 | Platform 4;TFLGB-PCN-N135-LRN-74S;PCN-N135-LRN-74S;Priority_5;London;LRN;London Bridge;SOLiD;SOLiD LRN;Platform 4;TFLGB-N135;RAN;Multi Techno;Repeater, Transcoder;Sector 16;;Deployed;;
Capita TfL GB;PCN-N115-LRN-104M;PCN-N115-LRN-104M | Sector 7 | Platform 6;TFLGB-PCN-N115-LRN-104M;PCN-N115-LRN-104M;Priority_5;London;LRN;Waterloo;SOLiD;SOLiD LRN;Platform 6;TFLGB-N115;RAN;Multi Techno;Repeater, Transcoder;Sector 7;;Deployed;;
Capita TfL GB;PCN-J009-LRN-44M;PCN-J009-LRN-44M | Sector 24 | Ticket Hall_Escalator;TFLGB-PCN-J009-LRN-44M;PCN-J009-LRN-44M;Priority_5;London;LRN;Canada Water;SOLiD;SOLiD LRN;Ticket Hall_Escalator;TFLGB-J009;RAN;Multi Techno;Repeater, Transcoder;Sector 24;;Deployed;;
Capita TfL GB;PCN-J008-J-EBLO-HRN-002S;PCN-J008-J-EBLO-HRN-002S | Sector 26 | East Tunnel;TFLGB-PCN-J008-J-EBLO-HRN-002S;PCN-J008-J-EBLO-HRN-002S;Priority_5;London;HRN;Canary Wharf;SOLiD;SOLiD HRN;East Tunnel;TFLGB-J008;RAN;Multi Techno;Repeater, Transcoder;Sector 26;;Deployed;;
Capita TfL GB;PCN-D101-HCU-ZDC7-S;PCN-D101-HCU-ZDC7-S | Sector 1 | Platform 3;TFLGB-PCN-D101-HCU-ZDC7-S;PCN-D101-HCU-ZDC7-S;Priority_5;London;HCU;Westminster;SOLiD;SOLiD HCU;Platform 3;TFLGB-D101;RAN;Multi Techno;Repeater, Transcoder;Sector 1;;Deployed;;
Capita TfL GB;PCN-N115-LRN-105S;PCN-N115-LRN-105S | Sector 7 | Platform 6;TFLGB-PCN-N115-LRN-105S;PCN-N115-LRN-105S;Priority_5;London;LRN;Waterloo;SOLiD;SOLiD LRN;Platform 6;TFLGB-N115;RAN;Multi Techno;Repeater, Transcoder;Sector 7;;Deployed;;
Capita TfL GB;PCN-J009-DAS7;PCN-J009-DAS7 | Sector 7 | BTS Hotel;TFLGB-PCN-J009-DAS7;PCN-J009-DAS7;Priority_1;London;DAU;Canada Water;SOLiD;SOLiD DAU;BTS Hotel;TFLGB-J009;RAN;Multi Techno;Repeater, Transcoder;Sector 7;;Deployed;;
Capita TfL GB;PCN-D101-HCU-SBDC1-S;PCN-D101-HCU-SBDC1-S | Sector 3 | Ticket Hall_Escalator;TFLGB-PCN-D101-HCU-SBDC1-S;PCN-D101-HCU-SBDC1-S;Priority_5;London;HCU;Westminster;SOLiD;SOLiD HCU;Ticket Hall_Escalator;TFLGB-D101;RAN;Multi Techno;Repeater, Transcoder;Sector 3;;Deployed;;
Capita TfL GB;PCN-J009-LRN-68S;PCN-J009-LRN-68S | Sector 23 | Platform 1;TFLGB-PCN-J009-LRN-68S;PCN-J009-LRN-68S;Priority_5;London;LRN;Canada Water;SOLiD;SOLiD LRN;Platform 1;TFLGB-J009;RAN;Multi Techno;Repeater, Transcoder;Sector 23;;Deployed;;
Capita TfL GB;PCN-D101-HCU-ZDC3-S;PCN-D101-HCU-ZDC3-S | Sector 3 | Ticket Hall_Escalator;TFLGB-PCN-D101-HCU-ZDC3-S;PCN-D101-HCU-ZDC3-S;Priority_5;London;HCU;Westminster;SOLiD;SOLiD HCU;Ticket Hall_Escalator;TFLGB-D101;RAN;Multi Techno;Repeater, Transcoder;Sector 3;;Deployed;;
Capita TfL GB;PCN-J009-DAS25;PCN-J009-DAS25 | Sector 25 | BTS Hotel;TFLGB-PCN-J009-DAS25;PCN-J009-DAS25;Priority_1;London;DAU;Canada Water;SOLiD;SOLiD DAU;BTS Hotel;TFLGB-J009;RAN;Multi Techno;Repeater, Transcoder;Sector 25;;Deployed;;
Capita TfL GB;PCN-D101-HCU-ZDC6-S1;PCN-D101-HCU-ZDC6-S1 | Sector 3 | Ticket Hall_Escalator;TFLGB-PCN-D101-HCU-ZDC6-S1;PCN-D101-HCU-ZDC6-S1;Priority_5;London;HCU;Westminster;SOLiD;SOLiD HCU;Ticket Hall_Escalator;TFLGB-D101;RAN;Multi Techno;Repeater, Transcoder;Sector 3;;Deployed;;
Capita TfL GB;PCN-J016-J-WBLO-HRN-002S;PCN-J016-J-WBLO-HRN-002S | Sector 14 | West Tunnel;TFLGB-PCN-J016-J-WBLO-HRN-002S;PCN-J016-J-WBLO-HRN-002S;Priority_5;London;HRN;London Bridge;SOLiD;SOLiD HRN;West Tunnel;TFLGB-J016;RAN;Multi Techno;Repeater, Transcoder;Sector 14;;Deployed;;
Capita TfL GB;PCN-J016-J-WBLO-HRN-002M;PCN-J016-J-WBLO-HRN-002M | Sector 14 | West Tunnel;TFLGB-PCN-J016-J-WBLO-HRN-002M;PCN-J016-J-WBLO-HRN-002M;Priority_5;London;HRN;London Bridge;SOLiD;SOLiD HRN;West Tunnel;TFLGB-J016;RAN;Multi Techno;Repeater, Transcoder;Sector 14;;Deployed;;
Capita TfL GB;PCN-D101-HCU-ZDC2-M;PCN-D101-HCU-ZDC2-M | Sector 3 | Ticket Hall_Escalator;TFLGB-PCN-D101-HCU-ZDC2-M;PCN-D101-HCU-ZDC2-M;Priority_5;London;HCU;Westminster;SOLiD;SOLiD HCU;Ticket Hall_Escalator;TFLGB-D101;RAN;Multi Techno;Repeater, Transcoder;Sector 3;;Deployed;;
Capita TfL GB;PCN-J013-HCU-ZDC4-M1;PCN-J013-HCU-ZDC4-M1 | Sector 11 | Platform 2;TFLGB-PCN-J013-HCU-ZDC4-M1;PCN-J013-HCU-ZDC4-M1;Priority_5;London;HCU;Southwark;SOLiD;SOLiD HCU;Platform 2;TFLGB-J013;RAN;Multi Techno;Repeater, Transcoder;Sector 11;;Deployed;;
Capita TfL GB;PCN-J005-HCU-ZDC8-M;PCN-J005-HCU-ZDC8-M | Sector 31 | Platform;TFLGB-PCN-J005-HCU-ZDC8-M;PCN-J005-HCU-ZDC8-M;Priority_5;London;HCU;North Greenwhich;SOLiD;SOLiD HCU;Platform;TFLGB-J005;RAN;Multi Techno;Repeater, Transcoder;Sector 31;;Deployed;;
Capita TfL GB;PCN-J007-HCU-SBDC1-S;PCN-J007-HCU-SBDC1-S | Sector 28 | Ticket Hall_Escalator;TFLGB-PCN-J007-HCU-SBDC1-S;PCN-J007-HCU-SBDC1-S;Priority_5;London;HCU;Canary Wharf;SOLiD;SOLiD HCU;Ticket Hall_Escalator;TFLGB-J007;RAN;Multi Techno;Repeater, Transcoder;Sector 28;;Deployed;;
Capita TfL GB;PCN-D101-LRN-52S;PCN-D101-LRN-52S | Sector 3 | Ticket Hall_Escalator;TFLGB-PCN-D101-LRN-52S;PCN-D101-LRN-52S;Priority_5;London;LRN;Westminster;SOLiD;SOLiD LRN;Ticket Hall_Escalator;TFLGB-D101;RAN;Multi Techno;Repeater, Transcoder;Sector 3;;Deployed;;
Capita TfL GB;PCN-J009-HCU-ZDC10-M;PCN-J009-HCU-ZDC10-M | Sector 23 | Platform 1;TFLGB-PCN-J009-HCU-ZDC10-M;PCN-J009-HCU-ZDC10-M;Priority_5;London;HCU;Canada Water;SOLiD;SOLiD HCU;Platform 1;TFLGB-J009;RAN;Multi Techno;Repeater, Transcoder;Sector 23;;Deployed;;
Capita TfL GB;PCN-J007-LRN-18S;PCN-J007-LRN-18S | Sector 27 | Platform 1;TFLGB-PCN-J007-LRN-18S;PCN-J007-LRN-18S;Priority_5;London;LRN;Canary Wharf;SOLiD;SOLiD LRN;Platform 1;TFLGB-J007;RAN;Multi Techno;Repeater, Transcoder;Sector 27;;Deployed;;
Capita TfL GB;PCN-J011-HCU-ZDC4-S;PCN-J011-HCU-ZDC4-S | Sector 20 | Platform 1;TFLGB-PCN-J011-HCU-ZDC4-S;PCN-J011-HCU-ZDC4-S;Priority_5;London;HCU;Bermondsey;SOLiD;SOLiD HCU;Platform 1;TFLGB-J011;RAN;Multi Techno;Repeater, Transcoder;Sector 20;;Deployed;;
Capita TfL GB;PCN-J012-J-WBLO-HRN-001S;PCN-J012-J-WBLO-HRN-001S | Sector 29 | West Tunnel;TFLGB-PCN-J012-J-WBLO-HRN-001S;PCN-J012-J-WBLO-HRN-001S;Priority_5;London;HRN;Canada Water;SOLiD;SOLiD HRN;West Tunnel;TFLGB-J012;RAN;Multi Techno;Repeater, Transcoder;Sector 29;;Deployed;;
Capita TfL GB;PCN-J008-J-EBLO-HRN-001M;PCN-J008-J-EBLO-HRN-001M | Sector 26 | East Tunnel;TFLGB-PCN-J008-J-EBLO-HRN-001M;PCN-J008-J-EBLO-HRN-001M;Priority_5;London;HRN;Canary Wharf;SOLiD;SOLiD HRN;East Tunnel;TFLGB-J008;RAN;Multi Techno;Repeater, Transcoder;Sector 26;;Deployed;;
Capita TfL GB;PCN-D101-LRN-34S;PCN-D101-LRN-34S | Sector 3 | Ticket Hall_Escalator;TFLGB-PCN-D101-LRN-34S;PCN-D101-LRN-34S;Priority_5;London;LRN;Westminster;SOLiD;SOLiD LRN;Ticket Hall_Escalator;TFLGB-D101;RAN;Multi Techno;Repeater, Transcoder;Sector 3;;Deployed;;
Capita TfL GB;PCN-D101-LRN-53M;PCN-D101-LRN-53M | Sector 3 | Ticket Hall_Escalator;TFLGB-PCN-D101-LRN-53M;PCN-D101-LRN-53M;Priority_5;London;LRN;Westminster;SOLiD;SOLiD LRN;Ticket Hall_Escalator;TFLGB-D101;RAN;Multi Techno;Repeater, Transcoder;Sector 3;;Deployed;;
Capita TfL GB;PCN-J006-J-WBLO-HRN-001M;PCN-J006-J-WBLO-HRN-001M | Sector 33 | West Tunnel;TFLGB-PCN-J006-J-WBLO-HRN-001M;PCN-J006-J-WBLO-HRN-001M;Priority_5;London;HRN;North Greenwhich;SOLiD;SOLiD HRN;West Tunnel;TFLGB-J006;RAN;Multi Techno;Repeater, Transcoder;Sector 33;;Deployed;;
Capita TfL GB;PCN-D101-LRN-44M;PCN-D101-LRN-44M | Sector 1 | Platform 3;TFLGB-PCN-D101-LRN-44M;PCN-D101-LRN-44M;Priority_5;London;LRN;Westminster;SOLiD;SOLiD LRN;Platform 3;TFLGB-D101;RAN;Multi Techno;Repeater, Transcoder;Sector 1;;Deployed;;
Capita TfL GB;PCN-N115-LRN-105M;PCN-N115-LRN-105M | Sector 7 | Platform 6;TFLGB-PCN-N115-LRN-105M;PCN-N115-LRN-105M;Priority_5;London;LRN;Waterloo;SOLiD;SOLiD LRN;Platform 6;TFLGB-N115;RAN;Multi Techno;Repeater, Transcoder;Sector 7;;Deployed;;
Capita TfL GB;PCN-N115-LRN-101M;PCN-N115-LRN-101M | Sector 6 | Platform 5;TFLGB-PCN-N115-LRN-101M;PCN-N115-LRN-101M;Priority_5;London;LRN;Waterloo;SOLiD;SOLiD LRN;Platform 5;TFLGB-N115;RAN;Multi Techno;Repeater, Transcoder;Sector 6;;Deployed;;
Capita TfL GB;PCN-J005-HCU-ZDC5-S;PCN-J005-HCU-ZDC5-S | Sector 32 | Ticket Hall_Escalator;TFLGB-PCN-J005-HCU-ZDC5-S;PCN-J005-HCU-ZDC5-S;Priority_5;London;HCU;North Greenwhich;SOLiD;SOLiD HCU;Ticket Hall_Escalator;TFLGB-J005;RAN;Multi Techno;Repeater, Transcoder;Sector 32;;Deployed;;
Capita TfL GB;PCN-J022-J-EBLO-HRN-001S;PCN-J022-J-EBLO-HRN-001S | Sector 9 | East Tunnel;TFLGB-PCN-J022-J-EBLO-HRN-001S;PCN-J022-J-EBLO-HRN-001S;Priority_5;London;HRN;Waterloo;SOLiD;SOLiD HRN;East Tunnel;TFLGB-J022;RAN;Multi Techno;Repeater, Transcoder;Sector 9;;Deployed;;
Capita TfL GB;PCN-J009-DAS24;PCN-J009-DAS24 | Sector 24 | BTS Hotel;TFLGB-PCN-J009-DAS24;PCN-J009-DAS24;Priority_1;London;DAU;Canada Water;SOLiD;SOLiD DAU;BTS Hotel;TFLGB-J009;RAN;Multi Techno;Repeater, Transcoder;Sector 24;;Deployed;;
Capita TfL GB;PCN-J011-LRN-39S;PCN-J011-LRN-39S | Sector 20 | Platform 1;TFLGB-PCN-J011-LRN-39S;PCN-J011-LRN-39S;Priority_5;London;LRN;Bermondsey;SOLiD;SOLiD LRN;Platform 1;TFLGB-J011;RAN;Multi Techno;Repeater, Transcoder;Sector 20;;Deployed;;
Capita TfL GB;PCN-J007-LRN-19S;PCN-J007-LRN-19S | Sector 27 | Platform 1;TFLGB-PCN-J007-LRN-19S;PCN-J007-LRN-19S;Priority_5;London;LRN;Canary Wharf;SOLiD;SOLiD LRN;Platform 1;TFLGB-J007;RAN;Multi Techno;Repeater, Transcoder;Sector 27;;Deployed;;
Capita TfL GB;PCN-J005-LRN-64S;PCN-J005-LRN-64S | Sector 31 | Platform;TFLGB-PCN-J005-LRN-64S;PCN-J005-LRN-64S;Priority_5;London;LRN;North Greenwhich;SOLiD;SOLiD LRN;Platform;TFLGB-J005;RAN;Multi Techno;Repeater, Transcoder;Sector 31;;Deployed;;
Capita TfL GB;PCN-N135-LRN-74M;PCN-N135-LRN-74M | Sector 16 | Platform 4;TFLGB-PCN-N135-LRN-74M;PCN-N135-LRN-74M;Priority_5;London;LRN;London Bridge;SOLiD;SOLiD LRN;Platform 4;TFLGB-N135;RAN;Multi Techno;Repeater, Transcoder;Sector 16;;Deployed;;
Capita TfL GB;PCN-J016-J-WBLO-HRN-001S;PCN-J016-J-WBLO-HRN-001S | Sector 21 | West Tunnel;TFLGB-PCN-J016-J-WBLO-HRN-001S;PCN-J016-J-WBLO-HRN-001S;Priority_5;London;HRN;London Bridge;SOLiD;SOLiD HRN;West Tunnel;TFLGB-J016;RAN;Multi Techno;Repeater, Transcoder;Sector 21;;Deployed;;
Capita TfL GB;PCN-J024-J-EBLO-HRN-002M;PCN-J024-J-EBLO-HRN-002M | Sector 4 | East Tunnel;TFLGB-PCN-J024-J-EBLO-HRN-002M;PCN-J024-J-EBLO-HRN-002M;Priority_5;London;HRN;Westminster;SOLiD;SOLiD HRN;East Tunnel;TFLGB-J024;RAN;Multi Techno;Repeater, Transcoder;Sector 4;;Deployed;;
Capita TfL GB;PCN-J005-LRN-62S;PCN-J005-LRN-62S | Sector 31 | Platform;TFLGB-PCN-J005-LRN-62S;PCN-J005-LRN-62S;Priority_5;London;LRN;North Greenwhich;SOLiD;SOLiD LRN;Platform;TFLGB-J005;RAN;Multi Techno;Repeater, Transcoder;Sector 31;;Deployed;;
