Company;CI Name;CI Description;Domain;DNS Host Name;Priority;Region;System Role;Site Group;Manufacturer;Product Name;Additional Information;Site;Tier 1;Tier 2;Tier 3;Tag Number;NbrCells;Status;CI ID;Model Version
EMTS NG;U4890;U4890 | Aba;.;U4890;Priority_4;Aba;3G;Aba;Nokia;Flexi WCDMA;;EMT-4890;RAN;WCDMA/UMTS (3G);NodeB;ABRN116;;Deployed;;
EMTS NG;5667_3921_9662_LSY_STM1-128_NB;5667_3921_9662_LSY_STM1-128_NB | Ilorin;.;5667_3921_9662_LSY_STM1-128_NB;Priority_5;Ilorin;PDH Link;Ilorin;Alcatel-Lucent;9600 LSY;;EMT-5667;Transmission;WTD/Microwave;Microwave;;;Deployed;;
EMTS NG;B3318;B3318 | Ibadan;.;B3318;Priority_2;Ibadan;2G;Ibadan;Alcatel-Lucent;9100 MBS;BTS Rack 1;EMT-3318;RAN;GSM (2G);BTS;IBBL21;;Deployed;;
EMTS NG;B5861;B5861 | Ilorin;.;B5861;Priority_2;Ilorin;2G;Ilorin;Alcatel-Lucent;9100 BTS;Joke;EMT-5861;RAN;GSM (2G);BTS;ILBL35;;Deployed;;
EMTS NG;B4348;B4348 | Benin;.;B4348;Priority_2;Benin;2G;Benin;Alcatel-Lucent;9100 BTS;REGIONAL MANAGER- Ayo Murtala;EMT-4348;RAN;GSM (2G);BTS;;;Deployed;;
EMTS NG;B0457;B0457 | Benin;.;B0457;Priority_2;Benin;2G;Benin;Alcatel-Lucent;9100 BTS;;EMT-0457;RAN;GSM (2G);BTS;ASBN50;;Deployed;;
EMTS NG;4127_4134_9500 MPR;4127_4134_9500 MPR | Ibadan;.;4127_4134_9500 MPR;Priority_5;Ibadan;PDH Link;Ibadan;Alcatel-Lucent;9500 MPR;;EMT-4127;Transmission;WTD/Microwave;Microwave;;;Deployed;;
EMTS NG;U3373;U3373 | Ibadan;.;U3373;Priority_5;Ibadan;3G;Ibadan;Alcatel-Lucent;9326 d2U NodeB;STANDARD;EMT-3373;RAN;WCDMA/UMTS (3G);NodeB;IBRL206;;Deployed;;
EMTS NG;ABK4003_SAR8_1;ABK4003_SAR8_1 | Ibadan;.;ABK4003_SAR8_1;Priority_5;Ibadan;Router;Ibadan;Alcatel-Lucent;7705 SAR;;EMT-4003;FAIP;IP Core Backbone;Core Router;;;Deployed;;
EMTS NG;4075_4129_9400 AWY;4075_4129_9400 AWY | Ibadan;.;4075_4129_9400 AWY;Priority_5;Ibadan;PDH Link;Ibadan;Alcatel-Lucent;9400 AWY;;EMT-4075;Transmission;WTD/Microwave;Microwave;;;Deployed;;
EMTS NG;4249_5543_9415AWY004-04E1;4249_5543_9415AWY004-04E1 | Ilorin;.;4249_5543_9415AWY004-04E1;Priority_5;Ilorin;PDH Link;Ilorin;Alcatel-Lucent;9400 AWY;;EMT-4249;Transmission;WTD/Microwave;Microwave;;;Deployed;;
EMTS NG;4750_4712_9413AWY016-16E1;4750_4712_9413AWY016-16E1 | Ilorin;.;4750_4712_9413AWY016-16E1;Priority_5;Ilorin;PDH Link;Ilorin;Alcatel-Lucent;9400 AWY;;EMT-4750;Transmission;WTD/Microwave;Microwave;;;Deployed;;
EMTS NG;B5561_2_ADM;B5561_2_ADM | Ibadan;.;B5561_2_ADM;Priority_1;Ibadan;TRX;Ibadan;Alcatel-Lucent;1662 SMC;;EMT-5561;Transmission;DWDM/OMSN;OMSN;;0;Deployed;;
EMTS NG;B5594;B5594 | Benin;.;B5594;Priority_2;Benin;2G;Benin;Alcatel-Lucent;9100 MBS;REGIONAL MANAGER-Ayo Murtala;EMT-5594;RAN;GSM (2G);BTS;BNBL11;;Deployed;;
EMTS NG;3317_3458_9400 AWY;3317_3458_9400 AWY | Ibadan;.;3317_3458_9400 AWY;Priority_5;Ibadan;PDH Link;Ibadan;Alcatel-Lucent;9400 AWY;;EMT-3317;Transmission;WTD/Microwave;Microwave;;;Deployed;;
EMTS NG;ALUNM1;ALUNM1 | Lagos;.;ALUNM1;Priority_5;Lagos;NEMS;Lagos;Alcatel-Lucent;1354 RM;;EMT-Lekki Data Center;VAS/NEMS;NEMS;NEMS_TX;ALUNM1;;Deployed;;
EMTS NG;B2619;B2619 | Enugu;.;B2619;Priority_5;Enugu;2G;Enugu;Nokia;Flexi Edge BTS;BTS Site Manager 5.2;EMT-2619;RAN;GSM (2G);BTS;ENBN04;;Deployed;;
EMTS NG;B4531;B4531 | Benin;.;B4531;Priority_1;Benin;2G;Benin;Alcatel-Lucent;9100 MBS;REGIONAL MANAGER-Ayo Murtala;EMT-4531;RAN;GSM (2G);BTS;BNBL25;;Deployed;;
EMTS NG;5544_5545_9662_LSY_STM1-128_NB;5544_5545_9662_LSY_STM1-128_NB | Ilorin;.;5544_5545_9662_LSY_STM1-128_NB;Priority_5;Ilorin;PDH Link;Ilorin;Alcatel-Lucent;9600 LSY;;EMT-5544;Transmission;WTD/Microwave;Microwave;;;Deployed;;
EMTS NG;4009_4072_9400 AWY;4009_4072_9400 AWY | Ibadan;.;4009_4072_9400 AWY;Priority_5;Ibadan;PDH Link;Ibadan;Alcatel-Lucent;9400 AWY;;EMT-4009;Transmission;WTD/Microwave;Microwave;;;Deployed;;
EMTS NG;5531_5530_9400 AWY;5531_5530_9400 AWY | Ibadan;.;5531_5530_9400 AWY;Priority_5;Ibadan;PDH Link;Ibadan;Alcatel-Lucent;9400 AWY;;EMT-5531;Transmission;WTD/Microwave;Microwave;;;Deployed;;
EMTS NG;4253_4511_9415AWY004-08E1;4253_4511_9415AWY004-08E1 | Benin;.;4253_4511_9415AWY004-08E1;Priority_5;Benin;PDH Link;Benin;Alcatel-Lucent;9400 AWY;;EMT-4253;Transmission;WTD/Microwave;Microwave;;;Deployed;;
EMTS NG;B5561;B5561 | Ibadan;.;B5561;Priority_2;Ibadan;2G;Ibadan;Alcatel-Lucent;9100 BTS;Joke;EMT-5561;RAN;GSM (2G);BTS;ABBL41;;Deployed;;
EMTS NG;ABML17;ABML17 | Ibadan;.;ABML17;Priority_1;Ibadan;2G;Ibadan;Alcatel-Lucent;9130 MFS;REGIONAL MANAGER-Seun;EMT-4136;RAN;GSM (2G);MFS;ABBL18;;Deployed;;
EMTS NG;ABML08;ABML08 | Ibadan;.;ABML08;Priority_1;Ibadan;2G;Ibadan;Alcatel-Lucent;9130 MFS;Related To BSC_ABBL26;EMT-4136;RAN;GSM (2G);MFS;;;Deployed;;
EMTS NG;B1673;B1673 | Enugu;.;B1673;Priority_2;Enugu;2G;Enugu;Nokia;Flexi Edge BTS;BTS Site Manager 5.2;EMT-1673;RAN;GSM (2G);BTS;ENBN04;;Deployed;;
EMTS NG;B3458;B3458 | Ibadan;.;B3458;Priority_1;Ibadan;2G;Ibadan;Alcatel-Lucent;9100 BTS;REGIONAL MANAGER-Bunmi;EMT-3458;RAN;GSM (2G);BTS;IBBL21;;Deployed;;
EMTS NG;B1848;B1848 | Onitsha;.;B1848;Priority_2;Onitsha;2G;Onitsha;Nokia;Flexi Edge BTS;BTS Site Manager 5.2;EMT-1848;RAN;GSM (2G);BTS;ONBN02;;Deployed;;
EMTS NG;B3356;B3356 | Ibadan;.;B3356;Priority_2;Ibadan;2G;Ibadan;Alcatel-Lucent;9100 MBS;REGIONAL MANAGER-Obiora;EMT-3356;RAN;GSM (2G);BTS;;;Deployed;;
EMTS NG;B3505;B3505 | Ibadan;.;B3505;Priority_1;Ibadan;2G;Ibadan;Alcatel-Lucent;9100 BTS;Joke;EMT-3505;RAN;GSM (2G);BTS;IBBL03;;Deployed;;
EMTS NG;B2715;B2715 | Onitsha;.;B2715;Priority_2;Onitsha;2G;Onitsha;Nokia;Flexi Edge BTS;BTS Site Manager 5.2;EMT-2715;RAN;GSM (2G);BTS;ONBN02;;Deployed;;
EMTS NG;B4779;B4779 | Ilorin;.;B4779;Priority_2;Ilorin;2G;Ilorin;Alcatel-Lucent;9100 MBS;BTS Rack 1;EMT-4779;RAN;GSM (2G);BTS;ILBL28;;Deployed;;
EMTS NG;B1542;B1542 | Enugu;.;B1542;Priority_2;Enugu;2G;Enugu;Nokia;Flexi Edge BTS;BTS Site Manager 5.2;EMT-1542;RAN;GSM (2G);BTS;GBBN09;;Deployed;;
EMTS NG;B1324;B1324 | Enugu;.;B1324;Priority_2;Enugu;2G;Enugu;Nokia;Flexi Edge BTS;BTS Site Manager 5.2;EMT-1324;RAN;GSM (2G);BTS;ENBN04;;Deployed;;
EMTS NG;B3819;B3819 | Ilorin;.;B3819;Priority_1;Ilorin;2G;Ilorin;Alcatel-Lucent;9100 MBS;BTS Rack 1;EMT-3819;RAN;GSM (2G);BTS;AKBL06;;Deployed;;
EMTS NG;B5502;B5502 | Ibadan;.;B5502;Priority_2;Ibadan;2G;Ibadan;Alcatel-Lucent;9100 BTS;Joke;EMT-5502;RAN;GSM (2G);BTS;IJBL19;;Deployed;;
EMTS NG;B5557;B5557 | Ilorin;.;B5557;Priority_2;Ilorin;2G;Ilorin;Alcatel-Lucent;9100 BTS;Joke;EMT-5557;RAN;GSM (2G);BTS;AKBL06;;Deployed;;
EMTS NG;B5893;B5893 | Ibadan;.;B5893;Priority_2;Ibadan;2G;Ibadan;Alcatel-Lucent;9100 BTS;REGIONAL MANAGER- Obiora;EMT-5893;RAN;GSM (2G);BTS;;;Deployed;;
EMTS NG;B4062;B4062 | Ibadan;.;B4062;Priority_1;Ibadan;2G;Ibadan;Alcatel-Lucent;9100 MBS;REGIONAL MANAGER-Obiora;EMT-4062;RAN;GSM (2G);BTS;ABBL41;;Deployed;;
EMTS NG;B1359;B1359 | Port Hacourt;.;B1359;Priority_2;Port Hacourt;2G;Port Hacourt;Nokia;Flexi Edge BTS;BTS Site Manager 5.2;EMT-1359;RAN;GSM (2G);BTS;PHBN01;;Deployed;;
EMTS NG;B1982;B1982 | Calabar;.;B1982;Priority_2;Calabar;2G;Calabar;Nokia;Flexi Edge BTS;BTS Site Manager 5.2;EMT-1982;RAN;GSM (2G);BTS;CABN08;;Deployed;;
EMTS NG;B5965;B5965 | Benin;.;B5965;Priority_2;Benin;2G;Benin;Alcatel-Lucent;9100 BTS;Joke;EMT-5965;RAN;GSM (2G);BTS;BNBL34;;Deployed;;
EMTS NG;3814_3813_9400 AWY;3814_3813_9400 AWY | Ibadan;.;3814_3813_9400 AWY;Priority_5;Ibadan;PDH Link;Ibadan;Alcatel-Lucent;9400 AWY;;EMT-3814;Transmission;WTD/Microwave;Microwave;;;Deployed;;
EMTS NG;OSBL10;OSBL10 | Ilorin;.;OSBL10;Priority_1;Ilorin;2G;Ilorin;Alcatel-Lucent;9130 BSC;BSC RACK 1;EMT-3601;RAN;GSM (2G);BSC;OSBL10;;Deployed;;
EMTS NG;B1705;B1705 | Makurdi;.;B1705;Priority_5;Makurdi;2G;Makurdi;Nokia;Flexi Edge BTS;BTS Site Manager 5.2;EMT-1705;RAN;GSM (2G);BTS;MABN06;;Deployed;;
EMTS NG;4504_4581_9415AWY016-16E1;4504_4581_9415AWY016-16E1 | Benin;.;4504_4581_9415AWY016-16E1;Priority_5;Benin;PDH Link;Benin;Alcatel-Lucent;9400 AWY;;EMT-4504;Transmission;WTD/Microwave;Microwave;;;Deployed;;
EMTS NG;3452_3511_9400 AWY;3452_3511_9400 AWY | Ibadan;.;3452_3511_9400 AWY;Priority_5;Ibadan;PDH Link;Ibadan;Alcatel-Lucent;9400 AWY;;EMT-3452;Transmission;WTD/Microwave;Microwave;;;Deployed;;
EMTS NG;B4278;B4278 | Benin;.;B4278;Priority_1;Benin;2G;Benin;Alcatel-Lucent;9100 MBS;BTS Rack 1;EMT-4278;RAN;GSM (2G);BTS;;;Deployed;;
EMTS NG;3943_3905_9413AWY004-08E1;3943_3905_9413AWY004-08E1 | Ilorin;.;3943_3905_9413AWY004-08E1;Priority_5;Ilorin;PDH Link;Ilorin;Alcatel-Lucent;9400 AWY;;EMT-3943;Transmission;WTD/Microwave;Microwave;;;Deployed;;
EMTS NG;B2761;B2761 | Makurdi;.;B2761;Priority_2;Makurdi;2G;Makurdi;Nokia;Flexi Edge BTS;BTS Site Manager 5.2;EMT-2761;RAN;GSM (2G);BTS;MABN06;;Deployed;;
EMTS NG;B1762;B1762 | Lokoja;.;B1762;Priority_2;Lokoja;2G;Lokoja;Nokia;Flexi Edge BTS;BTS Site Manager 5.2;EMT-1762;RAN;GSM (2G);BTS;LKBN07;;Deployed;;
EMTS NG;IBML03-IBML08-ILML04-IBBL01-IBBL03-IBBL20-IBBL21-IBBL22-SHBL29;IBML03-IBML08-ILML04-IBBL01-IBBL03-IBBL20-IBBL21-IBBL22-SHBL29 | Ibadan;.;IBML03-IBML08-ILML04-IBBL01-IBBL03-IBBL20-IBBL21-IBBL22-SHBL29;Priority_1;Ibadan;2G;Ibadan;Alcatel-Lucent;9120 BSC;;EMT-3425;RAN;GSM (2G);BSC;;;Deployed;;
EMTS NG;3943_3904_9413AWY016-32E1;3943_3904_9413AWY016-32E1 | Ilorin;.;3943_3904_9413AWY016-32E1;Priority_5;Ilorin;PDH Link;Ilorin;Alcatel-Lucent;9400 AWY;;EMT-3943;Transmission;WTD/Microwave;Microwave;;;Deployed;;
EMTS NG;U4755;U4755 | Ilorin;.;U4755;Priority_5;Ilorin;3G;Ilorin;Alcatel-Lucent;9326 d2U NodeB;IVORY;EMT-4755;RAN;WCDMA/UMTS (3G);NodeB;ILRL207;;Deployed;;
EMTS NG;UGH4511_SAR8_1;UGH4511_SAR8_1 | Benin;.;UGH4511_SAR8_1;Priority_5;Benin;Router;Benin;Alcatel-Lucent;7705 SAR;;EMT-4511;FAIP;IP Core Backbone;Core Router;IBRL212;;Deployed;;
EMTS NG;U4731;U4731 | Ilorin;.;U4731;Priority_5;Ilorin;3G;Ilorin;Alcatel-Lucent;9326 d2U NodeB;STANDARD;EMT-4731;RAN;WCDMA/UMTS (3G);NodeB;ILRL207;;Deployed;;
EMTS NG;4707_4704_08MPT128_1ST_S;4707_4704_08MPT128_1ST_S | Ilorin;.;4707_4704_08MPT128_1ST_S;Priority_5;Ilorin;PDH Link;Ilorin;Alcatel-Lucent;9500 MPR;;EMT-4707;Transmission;WTD/Microwave;Microwave;;;Deployed;;
EMTS NG;4029_4028_9400 AWY;4029_4028_9400 AWY | Ibadan;.;4029_4028_9400 AWY;Priority_5;Ibadan;PDH Link;Ibadan;Alcatel-Lucent;9400 AWY;;EMT-4029;Transmission;WTD/Microwave;Microwave;;;Deployed;;
EMTS NG;B1381;B1381 | Enugu;.;B1381;Priority_2;Enugu;2G;Enugu;Nokia;Flexi Edge BTS;BTS Site Manager 5.2;EMT-1381;RAN;GSM (2G);BTS;LKBN07;;Deployed;;
EMTS NG;U4508;U4508 | Benin;.;U4508;Priority_5;Benin;3G;Benin;Alcatel-Lucent;9326 d2U NodeB;REGIONAL MANAGER-Ayo Murtala;EMT-4508;RAN;WCDMA/UMTS (3G);NodeB;UGRL208;;Deployed;;
EMTS NG;3640_3699_9413AWY016-32E1;3640_3699_9413AWY016-32E1 | Ibadan;.;3640_3699_9413AWY016-32E1;Priority_5;Ibadan;PDH Link;Ibadan;Alcatel-Lucent;9400 AWY;;EMT-3640;Transmission;WTD/Microwave;Microwave;;;Deployed;;
EMTS NG;B5802;B5802 | Benin;.;B5802;Priority_2;Benin;2G;Benin;Alcatel-Lucent;9100 BTS;Joke;EMT-5802;RAN;GSM (2G);BTS;UGBL16;;Deployed;;
EMTS NG;4025_4026_9500 MPR;4025_4026_9500 MPR | Ibadan;.;4025_4026_9500 MPR;Priority_5;Ibadan;PDH Link;Ibadan;Alcatel-Lucent;9500 MPR;;EMT-4025;Transmission;WTD/Microwave;Microwave;;;Deployed;;
EMTS NG;U3505;U3505 | Ibadan;.;U3505;Priority_5;Ibadan;3G;Ibadan;Alcatel-Lucent;9326 d2U NodeB;STANDARD;EMT-3505;RAN;WCDMA/UMTS (3G);NodeB;IBRL206;;Deployed;;
EMTS NG;3337_3489_9400 AWY;3337_3489_9400 AWY | Ibadan;.;3337_3489_9400 AWY;Priority_5;Ibadan;PDH Link;Ibadan;Alcatel-Lucent;9400 AWY;;EMT-3337;Transmission;WTD/Microwave;Microwave;;;Deployed;;
EMTS NG;4010_4002_9400 AWY;4010_4002_9400 AWY | Ibadan;.;4010_4002_9400 AWY;Priority_5;Ibadan;PDH Link;Ibadan;Alcatel-Lucent;9400 AWY;;EMT-4010;Transmission;WTD/Microwave;Microwave;;;Deployed;;
EMTS NG;4265_4261_9470AWY016-32E1;4265_4261_9470AWY016-32E1 | Benin;.;4265_4261_9470AWY016-32E1;Priority_5;Benin;PDH Link;Benin;Alcatel-Lucent;9400 AWY;;EMT-4265;Transmission;WTD/Microwave;Microwave;;;Deployed;;
EMTS NG;3301_3425_9500 MXC;3301_3425_9500 MXC | Ibadan;.;3301_3425_9500 MXC;Priority_5;Ibadan;PDH Link;Ibadan;Alcatel-Lucent;9500 MXC;;EMT-3301;Transmission;WTD/Microwave;Microwave;;;Deployed;;
EMTS NG;U4312;U4312 | Benin;.;U4312;Priority_5;Benin;3G;Benin;Alcatel-Lucent;9326 d2U NodeB;;EMT-4312;RAN;WCDMA/UMTS (3G);NodeB;BNRL204;;Deployed;;
EMTS NG;4115_4003_13 MPT;4115_4003_13 MPT | Ibadan;.;4115_4003_13 MPT;Priority_5;Ibadan;PDH Link;Ibadan;Alcatel-Lucent;9500 MPR;;EMT-4115;Transmission;WTD/Microwave;Microwave;;;Deployed;;
EMTS NG;B4048;B4048 | Ibadan;.;B4048;Priority_2;Ibadan;2G;Ibadan;Alcatel-Lucent;9100 BTS;REGIONAL MANAGER-Obiora;EMT-4048;RAN;GSM (2G);BTS;ABBN51;;Deployed;;
EMTS NG;B4110;B4110 | Ibadan;.;B4110;Priority_2;Ibadan;2G;Ibadan;Alcatel-Lucent;9100 MBS;REGIONAL MANAGER-Obiora;EMT-4110;RAN;GSM (2G);BTS;ABBN51;;Deployed;;
EMTS NG;B3803;B3803 | Ilorin;.;B3803;Priority_2;Ilorin;2G;Ilorin;Alcatel-Lucent;9100 BTS;Joke;EMT-3803;RAN;GSM (2G);BTS;AKBL06;;Deployed;;
EMTS NG;B3835;B3835 | Ilorin;.;B3835;Priority_2;Ilorin;2G;Ilorin;Alcatel-Lucent;9100 MBS;REGIONAL MANAGER-Seun;EMT-3835;RAN;GSM (2G);BTS;PHBN01;;Deployed;;
EMTS NG;U3475;U3475 | Ibadan;U3475;U3475;Priority_5;Ibadan;3G;Ibadan;Alcatel-Lucent;9326 d2U NodeB;STANDARD;EMT-3475;RAN;WCDMA/UMTS (3G);NodeB;IBRL206;;Deployed;;
EMTS NG;4236_4240_9413AWY004-04E1;4236_4240_9413AWY004-04E1 | Ilorin;.;4236_4240_9413AWY004-04E1;Priority_5;Ilorin;PDH Link;Ilorin;Alcatel-Lucent;9400 AWY;;EMT-4236;Transmission;WTD/Microwave;Microwave;;;Deployed;;
EMTS NG;B1081;B1081 | Aba;MBI5;B1081;Priority_2;Aba;2G;Aba;Nokia;Flexi Edge BTS;BTS Site Manager 5.2;EMT-1081;RAN;GSM (2G);BTS;AABN01;;Deployed;;
EMTS NG;3435_3489_9400 AWY;3435_3489_9400 AWY | Enugu;.;3435_3489_9400 AWY;Priority_5;Enugu;PDH Link;Enugu;Alcatel-Lucent;9400 AWY;;EMT-3435;Transmission;WTD/Microwave;Microwave;;;Deployed;;
EMTS NG;3906_3905_9413AWY004-16E1;3906_3905_9413AWY004-16E1 | Ilorin;.;3906_3905_9413AWY004-16E1;Priority_5;Ilorin;PDH Link;Ilorin;Alcatel-Lucent;9400 AWY;;EMT-3906;Transmission;WTD/Microwave;Microwave;;;Deployed;;
EMTS NG;4749_4734_9413AWY016-16E1;4749_4734_9413AWY016-16E1 | Ilorin;.;4749_4734_9413AWY016-16E1;Priority_5;Ilorin;PDH Link;Ilorin;Alcatel-Lucent;9400 AWY;;EMT-4749;Transmission;WTD/Microwave;Microwave;;;Deployed;;
EMTS NG;4315_4225_9423AWY016-08E1;4315_4225_9423AWY016-08E1 | Benin;.;4315_4225_9423AWY016-08E1;Priority_5;Benin;PDH Link;Benin;Alcatel-Lucent;9400 AWY;;EMT-4315;Transmission;WTD/Microwave;Microwave;;;Deployed;;
EMTS NG;U3443;U3443 | Ibadan;.;U3443;Priority_5;Ibadan;3G;Ibadan;Alcatel-Lucent;9326 d2U NodeB;REGIONALMANAGER-Bunmi;EMT-3443;RAN;WCDMA/UMTS (3G);NodeB;IBRL206;;Deployed;;
EMTS NG;4214_4335_9415AWY004-08E1;4214_4335_9415AWY004-08E1 | Benin;.;4214_4335_9415AWY004-08E1;Priority_5;Benin;PDH Link;Benin;Alcatel-Lucent;9400 AWY;;EMT-4214;Transmission;WTD/Microwave;Microwave;;;Deployed;;
EMTS NG;3401_5609_9423AWY004-08E1;3401_5609_9423AWY004-08E1 | Ilorin;.;3401_5609_9423AWY004-08E1;Priority_5;Ilorin;PDH Link;Ilorin;Alcatel-Lucent;9400 AWY;;EMT-3401;Transmission;WTD/Microwave;Microwave;;;Deployed;;
EMTS NG;5552_3812_9507MXC128x75E1;5552_3812_9507MXC128x75E1 | Benin;.;5552_3812_9507MXC128x75E1;Priority_5;Benin;PDH Link;Benin;Alcatel-Lucent;9500 MXC;;EMT-5552;Transmission;WTD/Microwave;Microwave;;;Deployed;;
EMTS NG;U5861;U5861 | Ilorin;.;U5861;Priority_5;Ilorin;3G;Ilorin;Alcatel-Lucent;9326 d2U NodeB;REGIONAL MANAGER - Seun;EMT-5861;RAN;WCDMA/UMTS (3G);NodeB;ILRL203;;Deployed;;
EMTS NG;4041_5504_9400 AWY;4041_5504_9400 AWY | Ibadan;.;4041_5504_9400 AWY;Priority_5;Ibadan;PDH Link;Ibadan;Alcatel-Lucent;9400 AWY;;EMT-4041;Transmission;WTD/Microwave;Microwave;;;Deployed;;
EMTS NG;U3364;U3364 | Ibadan;.;U3364;Priority_5;Ibadan;3G;Ibadan;Alcatel-Lucent;9326 d2U NodeB;STANDARD;EMT-3364;RAN;WCDMA/UMTS (3G);NodeB;IBRL206;;Deployed;;
EMTS NG;3356_5532_9470AWY004-16E1;3356_5532_9470AWY004-16E1 | Ibadan;.;3356_5532_9470AWY004-16E1;Priority_5;Ibadan;PDH Link;Ibadan;Alcatel-Lucent;9400 AWY;;EMT-3356;Transmission;WTD/Microwave;Microwave;;;Deployed;;
EMTS NG;U4718;U4718 | Ilorin;.;U4718;Priority_5;Ilorin;3G;Ilorin;Alcatel-Lucent;9326 d2U NodeB;IVORY;EMT-4718;RAN;WCDMA/UMTS (3G);NodeB;ILRL207;;Deployed;;
EMTS NG;B4108;B4108 | Ibadan;.;B4108;Priority_2;Ibadan;2G;Ibadan;Alcatel-Lucent;9100 BTS;REGIONAL MANAGER-Bunmi;EMT-4108;RAN;GSM (2G);BTS;;;Deployed;;
EMTS NG;B1197;B1197 | Makurdi;MBO2E;B1197;Priority_2;Makurdi;2G;Makurdi;Nokia;Flexi Edge BTS;BTS Site Manager 5.2;EMT-1197;RAN;GSM (2G);BTS;MABN06;;Deployed;;
EMTS NG;3372_5615_9423AWY016-08E1;3372_5615_9423AWY016-08E1 | Ibadan;.;3372_5615_9423AWY016-08E1;Priority_5;Ibadan;PDH Link;Ibadan;Alcatel-Lucent;9400 AWY;;EMT-3372;Transmission;WTD/Microwave;Microwave;;;Deployed;;
EMTS NG;5600_5601_9662_LSY_STM1-128_NB;5600_5601_9662_LSY_STM1-128_NB | Ilorin;.;5600_5601_9662_LSY_STM1-128_NB;Priority_5;Ilorin;PDH Link;Ilorin;Alcatel-Lucent;9600 LSY;;EMT-5600;Transmission;WTD/Microwave;Microwave;;;Deployed;;
EMTS NG;U5896;U5896 | Ilorin;.;U5896;Priority_5;Ilorin;3G;Ilorin;Alcatel-Lucent;9326 d2U NodeB;REGIONAL MANAGER- Seun;EMT-5896;RAN;WCDMA/UMTS (3G);NodeB;ILRL207;;Deployed;;
EMTS NG;B3660_ADM;B3660_ADM | Ilorin;.;B3660_ADM;Priority_1;Ilorin;TRX;Ilorin;Alcatel-Lucent;1662 SMC;;EMT-3660;Transmission;DWDM/OMSN;OMSN;;0;Deployed;;
EMTS NG;B5989;B5989 | Ibadan;.;B5989;Priority_2;Ibadan;2G;Ibadan;Alcatel-Lucent;9100 BTS;REGIONAL MANAGERObiora;EMT-5989;RAN;GSM (2G);BTS;IBBL09;;Deployed;;
EMTS NG;3499_3339_9400 AWY;3499_3339_9400 AWY | Ibadan;.;3499_3339_9400 AWY;Priority_5;Ibadan;PDH Link;Ibadan;Alcatel-Lucent;9400 AWY;;EMT-3499;Transmission;WTD/Microwave;Microwave;;;Deployed;;
EMTS NG;B3901;B3901 | Ilorin;.;B3901;Priority_2;Ilorin;2G;Ilorin;Alcatel-Lucent;9100 MBS;REGIONAL MANAGER-Seun;EMT-3901;RAN;GSM (2G);BTS;;;Deployed;;
EMTS NG;B4079_BB _ADM;B4079_BB _ADM | Ibadan;.;B4079_BB _ADM;Priority_1;Ibadan;TRX;Ibadan;Alcatel-Lucent;1650 SMC;;EMT-4079;Transmission;DWDM/OMSN;OMSN;;0;Deployed;;
EMTS NG;B2535;B2535 | Enugu;.;B2535;Priority_2;Enugu;2G;Enugu;Nokia;Flexi Edge BTS;BTS Site Manager 5.2;EMT-2535;RAN;GSM (2G);BTS;ENBN04;;Deployed;;
EMTS NG;B1612;B1612 | Makurdi;.;B1612;Priority_2;Makurdi;2G;Makurdi;Nokia;Flexi Edge BTS;BTS Site Manager 5.2;EMT-1612;RAN;GSM (2G);BTS;GBBN09;;Deployed;;
EMTS NG;B3330;B3330 | Ibadan;.;B3330;Priority_1;Ibadan;2G;Ibadan;Alcatel-Lucent;9100 MBS;REGIONAL MANAGER- Obiora;EMT-3330;RAN;GSM (2G);BTS;IBBL01;;Deployed;;
EMTS NG;B0149;B0149 | Port Hacourt;.;B0149;Priority_2;Port Hacourt;2G;Port Hacourt;Nokia;Flexi Edge BTS;BTS Site Manager 5.2;EMT-0149;RAN;GSM (2G);BTS;PHBN01;;Deployed;;
EMTS NG;B0268;B0268 | Enugu;.;B0268;Priority_2;Enugu;2G;Enugu;Nokia;Flexi Edge BTS;BTS Site Manager 5.2;EMT-0268;RAN;GSM (2G);BTS;MABN06;;Deployed;;
EMTS NG;U3826;U3826 | Ilorin;U3826;U3826;Priority_5;Ilorin;3G;Ilorin;Alcatel-Lucent;9326 d2U NodeB;STANDARD;EMT-3826;RAN;WCDMA/UMTS (3G);NodeB;AKRL213;;Deployed;;
EMTS NG;U4327;U4327 | Benin;.;U4327;Priority_5;Benin;3G;Benin;Alcatel-Lucent;9326 d2U NodeB;STANDARD;EMT-4327;RAN;WCDMA/UMTS (3G);NodeB;BNRL204;;Deployed;;
EMTS NG;5660_5976_9662_LSY_STM1-128_NB;5660_5976_9662_LSY_STM1-128_NB | Ilorin;.;5660_5976_9662_LSY_STM1-128_NB;Priority_1;Ilorin;PDH Link;Ilorin;Alcatel-Lucent;9600 LSY;;EMT-5660;Transmission;WTD/Microwave;Microwave;;0;Deployed;;
EMTS NG;5592_5591_9413AWY004-04E1;5592_5591_9413AWY004-04E1 | Makurdi;.;5592_5591_9413AWY004-04E1;Priority_5;Makurdi;PDH Link;Makurdi;Alcatel-Lucent;9400 AWY;;EMT-5592;Transmission;WTD/Microwave;Microwave;;;Deployed;;
EMTS NG;4730_4388_9415AWY004-16E1;4730_4388_9415AWY004-16E1 | Ilorin;.;4730_4388_9415AWY004-16E1;Priority_5;Ilorin;PDH Link;Ilorin;Alcatel-Lucent;9400 AWY;;EMT-4730;Transmission;WTD/Microwave;Microwave;;;Deployed;;
