Company;Site Name;Site Alias;Description;Region;Site Group;Street;Country;City;Latitude;Longitude;Maintenance Circle Name;Site Type;Location ID;Additional Site Details;Status
EMTS NG;EMT-1361;EMT-1361;TBD;Makurdi;Makurdi;OGOLI VILLAGE, UGBOJU, OTUKPO LGA, BENUE STATE;Nigeria;OTUKPO;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-1362;EMT-1362;TBD;Makurdi;Makurdi;USALUMA VILLAGE, EZEKWU TOWN, Iyahe, Yala L.G.A CROSS RIVER STATE;Nigeria;Makurdi;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-4136;EMT-4136;;Ibadan;Ibadan;Lukosi Town Behind Obasanjo Library Magbon , Ogun- State;Nigeria;ABEOKUTA;7.12693;3.36621;;;;;Enabled
EMTS NG;EMT-4183;EMT-4183;;Benin;Benin;Dsc/Kano, International Furniture Nig Ltd, Beside Emu Bakery, Warri, Delta State.;Nigeria;BENIN;5.505944;5.813139;;;;;Enabled
EMTS NG;EMT-4210;EMT-4210;;Benin;Benin;N0 187,SAPELE ROAD,OPPOSITE NEPA TRANSMISSION,SAPELE ROAD, BENIN CITY, EDO STATE;Nigeria;BENIN;6.29435;5.6312;;;;;Enabled
EMTS NG;EMT-4214;EMT-4214;;Benin;Benin;Idonije Filling Station,Benin-Auchic  Road,Evoinodu Benin;Nigeria;BENIN;6.37011;5.68806;;;;;Enabled
EMTS NG;EMT-4223;EMT-4223;;Benin;Benin;3B USAMA LANE SILUKO ROAD,BENIN CITY,EDO STATE;Nigeria;BENIN;6.33989;5.61573;;;;;Enabled
EMTS NG;EMT-4251;EMT-4251;;Benin;Benin;7 Old Airport Road, Effurun, Warri, Delta State;Nigeria;EKPOMA;5.54755;5.77852;;;;;Enabled
EMTS NG;EMT-3880;EMT-3880;;Ilorin;Ilorin;NUT Road, Iwo/Ibadan Road, Oshogbo, Osun State;Nigeria;Ilorin;;;;;;;Enabled
EMTS NG;EMT-4271;EMT-4271;;Benin;Benin;OBOREVWORI FAMOUS STREET OSUBI EFFURUN,OKPE LGA,DELTA STATE;Nigeria;EFFURUN;5.58737;5.82089;;;;;Enabled
EMTS NG;EMT-4283;EMT-4283;;Benin;Benin;Aladja Calvary Baptist Church, Udu LGA Delta State;Nigeria;ABRAKA;5.48033;5.7576;;;;;Enabled
EMTS NG;EMT-4302;EMT-4302;;Benin;Benin;2 EKHORO TUMWEN STREET,EKOSODIN,UNIBEN,BENIN CITY,EDO STATE;Nigeria;BENIN;6.40735;5.62134;;;;;Enabled
EMTS NG;EMT-4313;EMT-4313;;Benin;Benin;Nosakhare lane, Benin;Nigeria;BENIN;6.34793;5.60156;;;;;Enabled
EMTS NG;EMT-4326;EMT-4326;;Benin;Benin;NO 143,UPPER SAKPONA BY IGBEKUN QUARTERS BENIN CITY;Nigeria;BENIN;6.31068;5.64564;;;;;Enabled
EMTS NG;EMT-4335;EMT-4335;;Benin;Benin;34 Eyan-Enogie Quarters Benin City;Nigeria;Benin;6.38515;5.71392;;;;;Enabled
EMTS NG;EMT-4715;EMT-4715;;Ilorin;Ilorin;Behind Old shao Garage ,sobi Road,Ilorin;Nigeria;ILORIN;8.51167;4.55209;;;;;Enabled
EMTS NG;EMT-4337;EMT-4337;;Benin;Benin;WARD 40B, UPPER MISSION EXTENSION, ADUWAWA BENIN CITY;Nigeria;BENIN;6.37521;5.67507;;;;;Enabled
EMTS NG;EMT-4390;EMT-4390;;Benin;Benin;Mission road by unity bank Benin;Nigeria;BENIN;6.33487;5.62503;;;;;Enabled
EMTS NG;EMT-4540;EMT-4540;;Benin;Benin;sss road opposite Nelrose hotel core area G.R.A Asaba, Delta State;Nigeria;ASABA;6.22025;6.69947;;;;;Enabled
EMTS NG;EMT-4577;EMT-4577;;Benin;Benin;20, Agbara Street, Urhuoka Abraka, Delta State,;Nigeria;Abraka;5.80549;6.11189;;;;;Enabled
EMTS NG;EMT-4701;EMT-4701;;Ilorin;Ilorin;17,ALAPA STREET,ILORIN WEST,ILORIN,KWARA STATE.;Nigeria;ILORIN;8.47761;4.54942;;;;;Enabled
EMTS NG;EMT-4713;EMT-4713;;Ilorin;Ilorin;Ketu Compound Guniya Ilorin Kwara;Nigeria;ILORIN;8.51066;4.53036;;;;;Enabled
EMTS NG;EMT-4718;EMT-4718;;Ilorin;Ilorin;PORTION BESIDE GLO SITE,SHEIKH ABDULKADRI COLLEGE OPP. QUEEN ELIZABETH SCHOOL ILORIN,KWARA STATE;Nigeria;OFFA;8.47662;4.53214;;;;;Enabled
EMTS NG;EMT-4750;EMT-4750;;Ilorin;Ilorin;Oba Ajara House, Oko-Olowo, Ilorin - Kwara State;Nigeria;ILORIN;8.527726;4.49299;;;;;Enabled
EMTS NG;EMT-4779;EMT-4779;;Ilorin;Ilorin;NEAR CCE BUILDING,ALONG SHAWN 'JAYZ' CARTER AVENUE,MAIN CAMPUS,KWARA STATE POLY,ILORIN,KWARA STATE;Nigeria;BENIN;8.561;4.63549;;;;;Enabled
EMTS NG;EMT-4798;EMT-4798;;Ilorin;Ilorin;Future Nursery and Pri schl Ilorin Kwara state;Nigeria;OGUN;8.50875;4.56697;;;;;Enabled
EMTS NG;EMT-5174;EMT-5174;;Benin;Benin;Plot of Land at Egbe Layout, Off Sokoh Estate, Delta State;Nigeria;WARRI;5.55197;5.77049;;;;;Enabled
EMTS NG;EMT-5194;EMT-5194;;Ilorin;Ilorin;Kwara State Polytechnic Gate, Ilorin, Kwara State,;Nigeria;LAGOS-IBADAN RD;8.544772;4.634902;;;;;Enabled
EMTS NG;EMT-5839;EMT-5839;;Ilorin;Ilorin;Opposite Al - Hikmah University Adeta Road, Ilorin, Kwara State;Nigeria;IBADAN;8.49077;4.51202;;;;;Enabled
EMTS NG;EMT-5855;EMT-5855;;Ibadan;Ibadan;ABAAFA AREA,OLOMI, IBADAN OYO STATE ,;Nigeria;IBADAN;7.32957;3.91162;;;;;Enabled
EMTS NG;EMT-5856;EMT-5856;;Ibadan;Ibadan;Ijebu EMTS Shop  ,41, Ibadan Road, Ijebu-Ode, ,Ogun State,;Nigeria;OGBOMOSHO;7.34627;3.94413;;;;;Enabled
EMTS NG;EMT-5894;EMT-5894;;Ilorin;Ilorin;Along Ajase Ipo Road Olunlade Area Ilorin, Kwara State ;Nigeria;ILORIN;8.44005;4.59072;;;;;Enabled
EMTS NG;EMT-5954;EMT-5954;;Benin;Benin;1 upper first Federal Road, uselu Qtrs, Benin Edo state;Nigeria;BENIN;6.3732;5.6237;;;;;Enabled
EMTS NG;EMT-U3816;EMT-U3816;;Ilorin;Ilorin;UBA Bank, Yaba Road, Ondo;Nigeria;AKURE;7.10608;4.85271;;;;;Enabled
EMTS NG;EMT-3323;EMT-3323;Accessible 24/7;Ibadan;Ibadan;ROAD 12.OMOLAYO BUS-STOP.IYAGAN VILLAGE OFF OLORUNDA ROAD.IYANA CHURCH IBADAN.OYO STATE;Nigeria;Ibadan;7.43374;3.95729;;;;;Enabled
EMTS NG;EMT-3325;EMT-3325;TBD;Ibadan;Ibadan;PLOT AT GBONGUDU AREA, YANIKI, BY AKOBO OJU IRIN;Nigeria;Ibadan;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-3326;EMT-3326;Accessible 24/7;Ibadan;Ibadan;MONATAN AREA.OLU IBADAN PALACE ROAD.IWO ROAD.IBADAN.OYO STATE.;Nigeria;Ibadan;7.41373;3.95194;;;;;Enabled
EMTS NG;EMT-3307;EMT-3307;Accessible 24/7;Ibadan;Ibadan;LAWAL NURUDEENS' COMPOUND.ADEGBAYI AREA. OFF IFE ROAD.IBADAN.OYO-STATE.;Nigeria;Ibadan;7.38343;3.98518;;;;;Enabled
EMTS NG;EMT-3327;EMT-3327;Accessible 24/7;Ibadan;Ibadan;PLOT A BABALOLA ESTATE. ODO-ONE ELEWE ORITA IBADAN OYO STATE.;Nigeria;Ibadan;7.33921;3.86523;;;;;Enabled
EMTS NG;EMT-1366;EMT-1366;TBD;Makurdi;Makurdi;Kpeniin Compound, behind yam Market, mechanic ward, Zaki Ibiam, Ukum LGA;Nigeria;UKUM;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-3361;EMT-3361;Accessible 24/7;Ibadan;Ibadan;WASCO BUSTOP. LAGOS-IBADAN EXPRESSWAY.;Nigeria;Ibadan;7.33797;3.89341;;;;;Enabled
EMTS NG;EMT-1367;EMT-1367;TBD;Aba;Aba;Opposite Maddox cafeteria, along Okigwe-Owerri road, Okigwe Imo State.;Nigeria;OKIGWE;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-5966;EMT-5966;TBD;Benin;Benin;18. AKENZUA STREET. OFF IROGUE ST. BENIN CITY. EDO STATE;Nigeria;Benin;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-1368;EMT-1368;TBD;Aba;Aba;Chief Ikip Ekpo Etim Compd, Agoi-Ibami Yakurr LGA Cross River State;Nigeria;AGONI-IBAMI;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-5971;EMT-5971;TBD;Benin;Benin;Police Divisional Station, Warri, Delta State;Nigeria;Benin;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-3321;EMT-3321;TBD;Ilorin;Ilorin;15 IYANDA ONIBEJI CLOSE.JINARERE.IBADAN.OYO STATE;Nigeria;Ilorin;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-3362;EMT-3362;Accessible 24/7;Ibadan;Ibadan;PLOT 11-13 . BLOCK 11 BALARO  LAYOUT .OWODE ELETA .ACADEMY IBADAN OYO STATE;Nigeria;Ibadan;7.35375;3.91042;;;;;Enabled
EMTS NG;EMT-1370;EMT-1370;TBD;Aba;Aba;LAND ALONG ARO-UMUONYEUKWU TOWN, OSISIOMA NGWA L.G.A, ABIA STATE;Nigeria;OSISIOMA NGWA;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-3365;EMT-3365;Accessible 24/7;Ibadan;Ibadan;135 Eleta-Oyetunde Street. Ibadan. Oyo state;Nigeria;Ibadan;7.36568;3.90414;;;;;Enabled
EMTS NG;EMT-1371;EMT-1371;TBD;Port Hacourt;Port Hacourt;Otuoke, Ogbia, Bayelsa State.;Nigeria;OGBIA;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-5976;EMT-5976;TBD;Ilorin;Ilorin;Iresuare Village. Killometer 18. Along Okene - Auchi Road. Ajaokuta LGA. Kogi State.;Nigeria;Benin;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-1373;EMT-1373;TBD;Aba;Aba;Central School,Chokoneze,along Ahiara-Okpala junction Aboh Ezinihite Mbaise LGA,Imo State;Nigeria;EZINIHITE MBAISE;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-5980;EMT-5980;TBD;Ilorin;Ilorin;Ekosa Filling Station. Watch Tower Bus/stop. Benin - Auchi Road. Igieduma. Edo State.;Nigeria;Benin;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-3366;EMT-3366;TBD;Ibadan;Ibadan;ALHAJI OKE HOUSE.OGBERE MAKU.EGBEDA L.G.A..IBADAN.OYO STATE;Nigeria;Ibadan;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-4781;EMT-4781;;Benin;Benin;,4, DON NOSAKHARE AVENUE OFF COUNTRY HOME ROAD, BENIN GRA, EDO STATE;Nigeria;Benin;;;;;;;Enabled
EMTS NG;EMT-3897;EMT-3897;;Benin;Benin;A PARCEL OF LAND ALONG NOSAKHARE STREET, OFF UPPER EKEWAN ROAD, UGBIGHOKO QTRS., BENIN CITY EDO STATE;Nigeria;Benin;;;;;;;Enabled
EMTS NG;EMT-3524;EMT-3524;;Ilorin;Ilorin;GBONGAN  AREA,GBONGAN JUNCTION , OSUN STATE;Nigeria;Ilorin;;;;;;;Enabled
EMTS NG;EMT-3898;EMT-3898;;Ilorin;Ilorin;ESA-OKE POLYTECHNIC,ESA- OKE;Nigeria;Ilorin;;;;;;;Enabled
EMTS NG;EMT-1787;EMT-1787;;Enugu;Enugu;Inside High Court Premises, Abakaliki Ebonyi State;Nigeria;Enugu;;;;;;;Enabled
EMTS NG;EMT-3559;EMT-3559;;Ibadan;Ibadan;ADERAYO?S  PLOT, 75 ACRES ROAD, IJU  OTA;Nigeria;Ibadan;;;;;;;Enabled
EMTS NG;EMT-1738;EMT-1738;;Makurdi;Makurdi;NYSC Camp, Wanunne, Tarka LGA Benue State.;Nigeria;Makurdi;;;;;;;Enabled
EMTS NG;EMT-2736;EMT-2736;;Enugu;Enugu;20, Eri Street, North Bank Makurdi Benue State;Nigeria;Makurdi;;;;;;;Enabled
EMTS NG;EMT-3402;EMT-3402;;Ibadan;Ibadan;Ogun Govt House, Oke Mosan, Ogun State;Nigeria;Enugu;;;;;;;Enabled
EMTS NG;EMT-1709;EMT-1709;;Aba;Aba;Okanga Village, Off Ikom-Calabar, Ikom,Cross River STATE;Nigeria;Aba;;;;;;;Enabled
EMTS NG;EMT-5554;EMT-5554;TBD;Ilorin;Ilorin;Bolorunduro Junction.Along Ondo Akure express Road.Ondo State;Nigeria;Benin;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-4547;EMT-4547;Accessible 24/7;Benin;Benin;Egbo-Uhurie Along Uvwiamuge Road. Ughelli North lga. Delta State;Nigeria;Benin;5.53598;5.86497;;;;;Enabled
EMTS NG;EMT-4551;EMT-4551;Accessible 24/7;Benin;Benin;Ekeh Street. Okparah Inland. Delta State;Nigeria;Benin;5.62995;5.9654;;;;;Enabled
EMTS NG;EMT-4526;EMT-4526;;Benin;Benin;Chief Solomon?s Plot, Promising Forcados Island, Delta State.;Nigeria;Benin;;;;;;;Enabled
EMTS NG;EMT-4543;EMT-4543;;Benin;Benin;WARD 40B, CUSTOM ROAD, ADUWAWA, BENIN CITY;Nigeria;Benin;;;;;;;Enabled
EMTS NG;EMT-5556;EMT-5556;TBD;Ilorin;Ilorin;NTA AKURE. ALONG AKURE ONDO ROAD.AKURE. ONDO STATE.;Nigeria;Benin;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-5560;EMT-5560;TBD;Ilorin;Ilorin;MTN_Aviele  Auchi;Nigeria;Benin;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-5584;EMT-5584;TBD;Ilorin;Ilorin;NO 15. OLORUNTELE (OLD ONDO ROAD) OKE IGBO ONDO STATE;Nigeria;Benin;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-4553;EMT-4553;Accessible 24/7;Benin;Benin;Oji Compound. Along Eku Sapele Road. Aghalokpe. Delta State.;Nigeria;Benin;5.76694;5.87009;;;;;Enabled
EMTS NG;EMT-5592;EMT-5592;TBD;Benin;Benin;10 OBA OVONRANMUEN STREET.BENIN CITY.EDO STATE;Nigeria;Benin;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-5653;EMT-5653;TBD;Makurdi;Makurdi;Ugoneki Village.Along Benin/Asaba Road. Benin City;Nigeria;Benin;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-5816;EMT-5816;TBD;Lokoja;Lokoja;Benin EMTS Shop - 35. Sapele Road. Adjacent NNPC Mega Station. Benin. Edo State;Nigeria;Benin;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-4890;EMT-4890;;Aba;Aba;No. 2 Market road behind fidelity bank, Umuahia Abia State.;Nigeria;UMUAHIA; 5.53147; 7.48981;Egypro;Colo;T5946;;Enabled
EMTS NG;EMT-5891;EMT-5891;TBD;Benin;Benin;Uromi Junction. Agbor. Delta State;Nigeria;Benin;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-3413;EMT-3413;TBD;Ibadan;Ibadan;Aderonsin Village.Oosu.Surulere LGA.Oyo State;Nigeria;Ibadan;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-3363;EMT-3363;TBD;Enugu;Enugu;56B/2424B ODI OLOWO STREET.ODO OBA.ELERE.IBADAN.OYO STATE;Nigeria;Ibadan;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-4379;EMT-4379;TBD;Ilorin;Ilorin;Plot At Akindeno Street.  Idumu-Ogeizua. Ogbeibu 1 Uromi Esan North East Local Government. Edo State;Nigeria;Benin;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-4897;EMT-4897;;Aba;Aba;;Nigeria;Aba;;;;;;;Enabled
EMTS NG;EMT-4806;EMT-4806;;Aba;Aba;;Nigeria;Aba;;;;;;;Enabled
EMTS NG;EMT-4809;EMT-4809;;Aba;Aba;;Nigeria;Aba;;;;;;;Enabled
EMTS NG;EMT-4815;EMT-4815;;Port Hacourt;Port Hacourt;;Nigeria;Port Hacourt;;;;;;;Enabled
EMTS NG;EMT-2752;EMT-2752;;Makurdi;Makurdi;Ugbugbu Akor Orokam, Ogbadigbo Lga, Benue State;Nigeria;Makurdi;;;;;;;Enabled
EMTS NG;EMT-2146;EMT-2146;;Port Hacourt;Port Hacourt;Isiokpo, Phc/Mpi Compound, Near Isiokpo Round-About, Isiokpo, Ikwerre Lga Rivers State;Nigeria;Port Harcourt;;;;;;;Enabled
EMTS NG;EMT-3887;EMT-3887;TBD;Ilorin;Ilorin;Fountain School Area. Oke Omisanjana. Ado Ekiti. Ekiti State;Nigeria;Ilorin;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-3901;EMT-3901;TBD;Ilorin;Ilorin;25 ARAROMI STREET ISE ROAD.IKERE.EKITI STATE;Nigeria;Ilorin;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-3902;EMT-3902;TBD;Ilorin;Ilorin;OKELESI QUARTERS. OKE - OGA . ODOGEDE ? IGEDE. Ekiti State;Nigeria;Ilorin;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-3903;EMT-3903;TBD;Ilorin;Ilorin;6.Aiyegunle St.Aisegba Ekiti;Nigeria;Ilorin;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-3905;EMT-3905;TBD;Ilorin;Ilorin;Plot of land at Odo Quarters . beside Anglican Primary school Ire Ekiti. EKITI STATE;Nigeria;Ilorin;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-3913;EMT-3913;TBD;Ilorin;Ilorin;Idemole Quarters. Irolu-Remo. Ogun State;Nigeria;Ilorin;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-4243;EMT-4243;TBD;Ilorin;Ilorin;28. Ohi Street. Ujemen Village. Ekpoma - Edo State;Nigeria;Benin;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-4247;EMT-4247;TBD;Ilorin;Ilorin;6. Jimoh Momodu Street Eguare. Irrua.Edo State;Nigeria;Benin;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-4248;EMT-4248;TBD;Ilorin;Ilorin;23. Ukhun Road. Ekpoma. Edo State;Nigeria;Benin;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-4249;EMT-4249;TBD;Ilorin;Ilorin;Opposite No 63 Benin-Auchi Road Ekpoma;Nigeria;Benin;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-4252;EMT-4252;TBD;Ilorin;Ilorin;Idumehonlem Quarters. Odon-were-Idumehonlen. Iruekpen. Community Off Benin - Auchi Express Road. Edo State;Nigeria;Benin;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-4255;EMT-4255;TBD;Ilorin;Ilorin;10 Market street off Market Rd . Idumebor Quarters. Ubiaja Town. Edo State;Nigeria;Benin;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-4291;EMT-4291;TBD;Ilorin;Ilorin;Plot of Land Along Osiepa-Amoya Road. Otuo. Edo state;Nigeria;Benin;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-3921;EMT-3921;TBD;Ilorin;Ilorin;14. Odutayo Crescent. off Ayegbani Street. Ode Remo. Ogun State;Nigeria;Ilorin;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-3923;EMT-3923;TBD;Ilorin;Ilorin;Omoniyi Ogundokun, Opposite Deeper Life Bible Church, Lagos-Ibadan Expressway;Nigeria;Ilorin;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-3925;EMT-3925;Accessible 24/7;Ilorin;Ilorin;N0 36A AJEBO STREET. OLUBOSIN ORU IJEBU OGUN-STATE;Nigeria;Ilorin;6.94866;3.93967;;;;;Enabled
EMTS NG;EMT-3942;EMT-3942;Accessible 24/7;Ibadan;Ibadan;N0 1A. MOJIDI SAMI STREET.OKEYESA AGO-IWOYE.OGUN-STATE;Nigeria;Ibadan;6.93448;3.89768;;;;;Enabled
EMTS NG;EMT-3943;EMT-3943;Accessible 24/7;Ilorin;Ilorin;BLOCK 1. PLOT 3 ALONG IDOMILA -IJEBU ODE ROAD OGUN STATE;Nigeria;Ilorin;6.81861;3.94418;;;;;Enabled
EMTS NG;EMT-3991;EMT-3991;Accessible 24/7;Ibadan;Ibadan;10. Imoru Road. Ijebu Ode. Ogun State;Nigeria;Ibadan;6.80871;3.9253;;;;;Enabled
EMTS NG;EMT-3992;EMT-3992;Accessible 24/7;Ibadan;Ibadan;Adesuwa Barracks .Sapele rd Benin City;Nigeria;Ibadan;6.32013;5.6243;;;;;Enabled
EMTS NG;EMT-3997;EMT-3997;TBD;Ibadan;Ibadan;30. Osaruen st. off Okabere rd. Oka II. Upper Sakponba rd. Benin City;Nigeria;Ibadan;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-4021;EMT-4021;Accessible 24/7;Ibadan;Ibadan;2 Osazuwa street.  off Agolor raod uwelu quarters.  Benin city;Nigeria;Ibadan;6.39429;5.59261;;;;;Enabled
EMTS NG;EMT-4022;EMT-4022;TBD;Ibadan;Ibadan;OPP UZAIRUE MARKET ALONG BODE ROAD. JATTU. AUCHI ETSAKO LGA. EDO STATE;Nigeria;Ibadan;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-4023;EMT-4023;TBD;Ibadan;Ibadan;Iguobazuwa Market Square. Hospital Rd. Iguobazuwa. Edo State;Nigeria;Ibadan;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-4026;EMT-4026;TBD;Ibadan;Ibadan;23 EWERE STREET. OFF EWEKA STREET. OFF MM WAY. BENIN CITY.EDO STATE;Nigeria;Ibadan;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-4531;EMT-4531;TBD;Benin;Benin;Plot of land between house No 30&34 magnus onyibe street agbor;Nigeria;Benin;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-4027;EMT-4027;;Ibadan;Ibadan;Opposite Teachers Land, Magboro, Ogun State;Nigeria;Ibadan;;;;;;;Enabled
EMTS NG;EMT-3375;EMT-3375;TBD;Enugu;Enugu;Oke Oloro Street. Oke Oloro Area. Omi Adio. Ibadan;Nigeria;Ibadan;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-4341;EMT-4341;TBD;Benin;Benin;Along Benin/Agbor Road. Ekhoniro. Benin City. Edo State;Nigeria;Benin;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-4342;EMT-4342;TBD;Benin;Benin;Ugbowo, Lagos Rd, Benin City;Nigeria;Benin;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-3380;EMT-3380;TBD;Ilorin;Ilorin;Beside Ago Are First Baptist Church. Ago Are along Ago Are Shaki road. Oyo State;Nigeria;Ibadan;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-4343;EMT-4343;TBD;Benin;Benin;Lisa Adesanly Street. Araromi Obu. Odigbo LGA. Ondo State;Nigeria;Benin;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-4355;EMT-4355;TBD;Ilorin;Ilorin;Okedoba Street, Ido Ekiti, Ido Osi LG, Ekiti State;Nigeria;Ilorin;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-4356;EMT-4356;Accessible 24/7;Benin;Benin;Plot 271 Edpa Estate. Ugbowo. Benin City. Edo State.;Nigeria;Benin;6.40043;5.608289;;;;;Enabled
EMTS NG;EMT-4362;EMT-4362;Restricted accessibility: Mo-Sat 8-17h;Benin;Benin;UPPER SAPHONBA ROAD. EDO STATE;Nigeria;Benin;6.28781;5.66805;;;;;Enabled
EMTS NG;EMT-4363;EMT-4363;TBD;Ibadan;Ibadan;3. BIU Road. Benin. Edo State;Nigeria;Ibadan;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-3394;EMT-3394;TBD;Ilorin;Ilorin;Elefun Quarters Asunara Area. off Aadagba Road. Saki Oyo State;Nigeria;Ibadan;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-4383;EMT-4383;TBD;Ilorin;Ilorin;No 36 Izomo Avenue. Eruemukohwarien Village. Ughelli. Delta State;Nigeria;Ilorin;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-4365;EMT-4365;TBD;Benin;Benin;Edeko Quarters beside Zanna Royal Academy. Ekpoma. Edo state;Nigeria;Benin;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-4372;EMT-4372;TBD;Benin;Benin;1st Powerline Street, Off Evbotubu;Nigeria;Benin;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-4376;EMT-4376;TBD;Ibadan;Ibadan;Odogbe Lane. Ebudin .Esan Central LG. Edo.;Nigeria;Ibadan;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-4391;EMT-4391;TBD;Benin;Benin;NO 5 Uloho Street. Off Emosiuwe Street. Ughelli. Delta State.;Nigeria;Benin;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-3399;EMT-3399;TBD;Ilorin;Ilorin;Seriki Oke Compound Igbeti. Ogbomoso ? Saki Road. Oyo State;Nigeria;Ibadan;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-4392;EMT-4392;TBD;Benin;Benin;AFIESERE ? OFUMA ROAD BY AMEKPA JUNCTION. UGHELLI. DELTA STATE;Nigeria;Benin;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-4393;EMT-4393;TBD;Benin;Benin;Ogovie Bush. Owevwe Ughelli North LGA;Nigeria;Benin;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-3409;EMT-3409;TBD;Ilorin;Ilorin;BESIDE ALHAJA MAYE.AGO AMODU.OYO STATE;Nigeria;Ibadan;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-3414;EMT-3414;TBD;Ilorin;Ilorin;Agere Area. Agere. Ofiki Town. Atisbo L.G.A Ofiki. Oyo State.;Nigeria;Ibadan;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-4395;EMT-4395;Accessible 24/7;Ilorin;Ilorin;325.UGHELI PATANI ROAD.UGHELI NORTH.UGHELI.DELTA STATE.;Nigeria;Ilorin;5.47679;6.02014;;;;;Enabled
EMTS NG;EMT-4396;EMT-4396;TBD;Benin;Benin;2. Akpotu Street. off Onogharigho. Street. Makolomi. Ughelli;Nigeria;Benin;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-4397;EMT-4397;Accessible 24/7;Benin;Benin;13 Ekrusiero Street Usiefrun. Ughelli South. Local Government  Delta state .;Nigeria;Benin;5.5055;5.87882;;;;;Enabled
