Company;Site Name;Site Alias;Description;Region;Site Group;Street;Country;City;Latitude;Longitude;Maintenance Circle Name;Site Type;Location ID;Additional Site Details;Status
EMTS NG;EMT-5789;EMT-5789;Accessible 24/7;Ilorin;Ilorin;Orisumibare Street. Ijoka. Akure. Ondo State;Nigeria;Ilorin;7.21563;5.19661;;;;;Enabled
EMTS NG;EMT-5817;EMT-5817;Accessible 24/7;Ilorin;Ilorin;Osohgbo EMTS  Shop - 38. Gbongan Road. Beside Zenith Bank. Oshogbo. Osun State;Nigeria;Ilorin;7.77083333;4.54211111;;;;;Enabled
EMTS NG;EMT-5858;EMT-5858;Accessible 24/7;Ibadan;Ibadan;Ijebu EMTS Shop - 41. Ibadan Road. Ijebu-Ode. Ogun State;Nigeria;Ibadan;6.83138889;3.92163889;;;;;Enabled
EMTS NG;EMT-5899;EMT-5899;Accessible 24/7;Ilorin;Ilorin;Akure EMTS Shop - 37. Obadesida Road. Opposite Baptist Church. Akure. Ondo State.;Nigeria;Ilorin;7.25394444;5.2045;;;;;Enabled
EMTS NG;EMT-5939;EMT-5939;Accessible 24/7;Ilorin;Ilorin;Near Onoje'S Palace. Opoji. Edo State;Nigeria;Ilorin;6.69741;6.20138;;;;;Enabled
EMTS NG;EMT-3499;EMT-3499;Restricted accessibility: Mo-Sat 8-17h;Ibadan;Ibadan;University of Ibadan. Ibadan;Nigeria;Ibadan;7.4481;3.90185;;;;;Enabled
EMTS NG;EMT-4766;EMT-4766;Accessible 24/7;Enugu;Enugu;OPP CBN Qtrs ASA DAM Ilorin Kwara state;Nigeria;Ilorin;8.47318;4.58484;;;;;Enabled
EMTS NG;EMT-4042;EMT-4042;Accessible 24/7;Ibadan;Ibadan;Methodist Church compound. Itesi. Abeokuta.;Nigeria;Ibadan;7.16694;3.35513;;;;;Enabled
EMTS NG;EMT-4230;EMT-4230;Accessible 24/7;Benin;Benin;IDUMNUOWINA VILLAGE OFF NITEL JUNCTION.LAGOS-BENIN EXPRESS ROAD.BENINCITY.EDO STATE;Nigeria;Benin;6.436068;5.598713;;;;;Enabled
EMTS NG;EMT-4286;EMT-4286;Accessible 24/7;Benin;Benin;No 12. Obodo Street. off Refinery Road. Ekpan. Warri;Nigeria;Benin;5.56547;5.72622;;;;;Enabled
EMTS NG;EMT-4329;EMT-4329;Restricted accessibility: Mo-Sat 8-17h;Benin;Benin;MTN_Fed Housing. Iwogban. Benin;Nigeria;Benin;6.36188;5.66158;;;;;Enabled
EMTS NG;EMT-4389;EMT-4389;Accessible 24/7;Benin;Benin;27. Onyermwosa Str. Off MM way. Benin;Nigeria;Benin;6.32871;5.64329;;;;;Enabled
EMTS NG;EMT-4334;EMT-4334;Accessible 24/7;Benin;Benin;Edosa Plot Arete Street. Enyean. Unhumwode LG. Edo State;Nigeria;Benin;6.37993;5.69735;;;;;Enabled
EMTS NG;EMT-4348;EMT-4348;Restricted accessibility: Mo-Sat 8-17h;Benin;Benin;No. 14. Omi Road. Owa Alero. Agbor. Delta State.;Nigeria;Benin;6.20888;6.22194;;;;;Enabled
EMTS NG;EMT-4360;EMT-4360;Accessible 24/7;Benin;Benin;Berveek L.T.D. Ugbogu Community. NO 10 Ikoha Road. Edo state;Nigeria;Benin;6.68703;5.24099;;;;;Enabled
EMTS NG;EMT-4369;EMT-4369;Accessible 24/7;Benin;Benin;Alifiekede Alihagu Town. Agbor. Delta State;Nigeria;Benin;6.27933;6.08287;;;;;Enabled
EMTS NG;EMT-4384;EMT-4384;Accessible 24/7;Ilorin;Ilorin;Plot of Land Along Imeke Rd. Imeke Town. Etsako West LGA. Edo State;Nigeria;Benin;7.11817;6.21825;;;;;Enabled
EMTS NG;EMT-4552;EMT-4552;Restricted accessibility: Mo-Sat 8-17h;Benin;Benin;Palace Road. Umueze Quarters. Isheagu. Delta State;Nigeria;Benin;6.0347;6.54395;;;;;Enabled
EMTS NG;EMT-4560;EMT-4560;Accessible 24/7;Benin;Benin;By Deeper Life Church. Otorho Agbon. Isoko Ugheli. Delta state;Nigeria;Benin;5.59333;5.99833;;;;;Enabled
EMTS NG;EMT-4563;EMT-4563;Restricted accessibility: Mo-Sat 8-17h;Benin;Benin;Okah Str. off Oyede RD. Oyede ? irri. Isoko South LGA Delta;Nigeria;Benin;5.44599;6.21963;;;;;Enabled
EMTS NG;EMT-4564;EMT-4564;Accessible 24/7;Benin;Benin;Christ Street. Off Eku-Sapele Road. Eku Delta State;Nigeria;Benin;5.7397;5.98278;;;;;Enabled
EMTS NG;EMT-4570;EMT-4570;Restricted accessibility: Mo-Sat 8-17h;Benin;Benin;No. 7. Umoko Street. Orogun Town. Delta State.;Nigeria;Benin;5.64381;6.15842;;;;;Enabled
EMTS NG;EMT-4575;EMT-4575;Accessible 24/7;Benin;Benin;FIRST ODIBO AVENUE. NEXT TO CHIEF ODIBO'S ESTATE. WARRI. DELTA STATE;Nigeria;Benin;5.538361;5.781083;;;;;Enabled
EMTS NG;EMT-4589;EMT-4589;Restricted accessibility: Mo-Sat 8-17h;Benin;Benin;Market Road Emevor. Delta State;Nigeria;Benin;5.507139;6.116973;;;;;Enabled
EMTS NG;EMT-4744;EMT-4744;Accessible 24/7;Ilorin;Ilorin;Plot along Collony area. Nigeria Paper Mills. Jebba Kwara State;Nigeria;Ilorin;9.11382;4.8228;;;;;Enabled
EMTS NG;EMT-4774;EMT-4774;Restricted accessibility: Mo-Sat 8-17h;Ilorin;Ilorin;Ilesanmi Junction. Tanke Area. Ilorin. Kwara State;Nigeria;Ilorin;8.48139;4.61431;;;;;Enabled
EMTS NG;EMT-4795;EMT-4795;Accessible 24/7;Ilorin;Ilorin;OFE ARAN PROGRESSIVE COMMUNITY. OFFA ROAD. IDI OGUN.OFFA. KWARA STATE;Nigeria;Ilorin;8.1396;4.71884;;;;;Enabled
EMTS NG;EMT-4797;EMT-4797;Accessible 24/7;Ilorin;Ilorin;No 43 Secretariat Road. Offa Kwara State;Nigeria;Ilorin;8.15194;4.70583;;;;;Enabled
EMTS NG;EMT-5140;EMT-5140;Accessible 24/7;Ibadan;Ibadan;Oremeji street off Lagos Abeokuta express Road   pakoto. Ifo L.G.A Ogun-Statae;Nigeria;Ibadan;6.786352;3.199921;;;;;Enabled
EMTS NG;EMT-5177;EMT-5177;Accessible 24/7;Benin;Benin;University Of Benin. Ugbowo. Benin City. Edo State;Nigeria;Benin;6.40153;5.61718;;;;;Enabled
EMTS NG;EMT-5757;EMT-5757;Accessible 24/7;Ibadan;Ibadan;Fadeyi Street. Behind Agbowo Shopping Complex. Opposite University of Ibadan. Oyo State;Nigeria;Ibadan;7.44168;3.90898;;;;;Enabled
EMTS NG;EMT-5178;EMT-5178;Accessible 24/7;Benin;Benin;No 5 Freedom Crescent. Off Gapiona Avenue. GRA. Benin City.  Edo State;Nigeria;Benin;6.308472;5.599604;;;;;Enabled
EMTS NG;EMT-5179;EMT-5179;Accessible 24/7;Benin;Benin;No 1 Osawe Close. Off Uwasota Road. Benin City. Ugbowo Egor LGA Edo State;Nigeria;Benin;6.380979;5.602559;;;;;Enabled
EMTS NG;EMT-5650;EMT-5650;Accessible 24/7;Ilorin;Ilorin;Ilofa road. Egbe Kwara State;Nigeria;Ilorin;8.1405;5.42634;;;;;Enabled
EMTS NG;EMT-U0228;EMT-U0228;;Aba;Aba;;Nigeria;Aba;;;;;;;Enabled
EMTS NG;EMT-U4542;EMT-U4542;;Benin;Benin;;Nigeria;Benin;;;;;;;Enabled
EMTS NG;EMT-5758;EMT-5758;Accessible 24/7;Ilorin;Ilorin;Alasa Family Land. Opposite Owode Police Station. Oshogbo Road. Oke-Owode. Ogbomosho.  Oyo State;Nigeria;Ilorin;8.12414;4.25747;;;;;Enabled
EMTS NG;EMT-5762;EMT-5762;Accessible 24/7;Ibadan;Ibadan;Plot opposite Olad Hospital Funmodara. Oke-Sopen Ijebu-Igbo. Ijebu North. Ogun State;Nigeria;Ibadan;6.966388;3.995091;;;;;Enabled
EMTS NG;EMT-5763;EMT-5763;Accessible 24/7;Ibadan;Ibadan;Ologudu Village. Near Bambo Games Village. Apata. Ibadan.  Oyo State;Nigeria;Ibadan;7.37561;3.8088;;;;;Enabled
EMTS NG;EMT-5768;EMT-5768;Accessible 24/7;Ibadan;Ibadan;Beside Sabo Filling Station Sabo. Oyo State.;Nigeria;Ibadan;7.86944;3.93638;;;;;Enabled
EMTS NG;EMT-5776;EMT-5776;Accessible 24/7;Ilorin;Ilorin;Abesigogan Compound Olofa Way Offa Kwara State;Nigeria;Ilorin;8.15102;4.72208;;;;;Enabled
EMTS NG;EMT-5777;EMT-5777;Accessible 24/7;Ibadan;Ibadan;Opposite Railway Station. Wasinmi Ogun State;Nigeria;Ibadan;6.99425;3.22613;;;;;Enabled
EMTS NG;EMT-5779;EMT-5779;Accessible 24/7;Ibadan;Ibadan;Kayode oladeji avenue. behind sawmill. Ijebu-ode. ogun state;Nigeria;Ibadan;6.80569;3.89811;;;;;Enabled
EMTS NG;EMT-5780;EMT-5780;Accessible 24/7;Ilorin;Ilorin;Beside Ni-Post Office. Ita. Ogbolu. Ekiti State;Nigeria;Ilorin;7.36477;5.24731;;;;;Enabled
EMTS NG;EMT-5782;EMT-5782;Accessible 24/7;Ilorin;Ilorin;MLTL Warehouse. Old Ibadan Road. Ile-Ife. Osun State.;Nigeria;Ilorin;7.48697;4.54375;;;;;Enabled
EMTS NG;EMT-5787;EMT-5787;Accessible 24/7;Ilorin;Ilorin;Plot 3. Omoniya Estate Off Akure Express Road. Ondo State;Nigeria;Ilorin;7.2823;5.2103;;;;;Enabled
EMTS NG;EMT-5788;EMT-5788;Accessible 24/7;Ilorin;Ilorin;No 1 Fred Ols Crescent. Alagabaka. Akure. Ondo State.;Nigeria;Ilorin;7.25041;5.22205;;;;;Enabled
EMTS NG;EMT-5840;EMT-5840;Restricted accessibility: Mo-Sat 8-17h;Ibadan;Ibadan;Bodija Isopako. Ibadan. Oyo State;Nigeria;Ibadan;7.438;3.92097;;;;;Enabled
EMTS NG;EMT-5848;EMT-5848;Accessible 24/7;Ibadan;Ibadan;Beside NNPC Mega Station. along Ibadan Lagos Express Way. Bashorun. Ibadan. Oyo State;Nigeria;Ibadan;7.42197;3.93844;;;;;Enabled
EMTS NG;EMT-5850;EMT-5850;Accessible 24/7;Ibadan;Ibadan;Musa Tailor Street, Kute Village Wofun Area Ibadan. Oyo state;Nigeria;Ibadan;7.43961;3.98066;;;;;Enabled
EMTS NG;EMT-5887;EMT-5887;Restricted accessibility: Mo-Sat 8-17h;Benin;Benin;Enwhen road. Olomoro Town. off Ughelli ? Asaba Expressway Delta state;Nigeria;Benin;5.41245;6.13736;;;;;Enabled
EMTS NG;EMT-5943;EMT-5943;Accessible 24/7;Benin;Benin;No.17D Adesuwa Road. Off Sapele Road. GRA Benin City. Edo State;Nigeria;Benin;6.30335;5.62607;;;;;Enabled
EMTS NG;EMT-5944;EMT-5944;Accessible 24/7;Benin;Benin;42. IGO COMM OPP. 322 ART.ARMY BARRACKS. OFF EKEHUAN RD.BENIN. EDO STATE;Nigeria;Benin;6.27679;5.52495;;;;;Enabled
EMTS NG;EMT-5949;EMT-5949;Restricted accessibility: Mo-Sat 8-17h;Benin;Benin;Pole Street GRA Etete Ore Edo L.G.A Benin City. Edo State;Nigeria;Benin;6.2875;5.6315;;;;;Enabled
EMTS NG;EMT-3177;EMT-3177;Accessible 24/7;Ibadan;Ibadan;MOWE . REDEEM CAMP;Nigeria;Ibadan;6.814417;3.446472;;;;;Enabled
EMTS NG;EMT-U5985;EMT-U5985;;Ilorin;Ilorin;;Nigeria;Ilorin;;;;;;;Enabled
EMTS NG;EMT-U3617;EMT-U3617;;Ilorin;Ilorin;No 52 Isokun Street Ilesa West,Osun State;Nigeria;Ilorin;;;;;;;Enabled
EMTS NG;EMT-U4772;EMT-U4772;;Ilorin;Ilorin;Aleniboro st,Opp oba Saraji house,ECWA church crescent,Ilorin;Nigeria;Ilorin;;;;;;;Enabled
EMTS NG;EMT-U3851;EMT-U3851;;Ilorin;Ilorin;MTN_Orelope qtrs,Awule Rd, Akure;Nigeria;Ilorin;;;;;;;Enabled
EMTS NG;EMT-U3801;EMT-U3801;;Ilorin;Ilorin;11A,ISELEMO STREET,GBOLIKI QUARTERS,AKURE,ONDO-STATE.;Nigeria;Ilorin;;;;;;;Enabled
EMTS NG;EMT-5983;EMT-5983;Accessible 24/7;Benin;Benin;Plot between Iluobe Filling Station And Bukkimore Block Industry. Issele Uku Juction Issele Uku Delta State;Nigeria;Benin;6.3031;6.46813;;;;;Enabled
EMTS NG;EMT-0440;EMT-0440;Accessible 24/7;Ilorin;Ilorin;2.Oyeladun Ibikunle Court. Niyi Ibikunle Estate. Oshogbo . Osun State;Nigeria;Ilorin;7.78559;4.53271;;;;;Enabled
EMTS NG;EMT-0443;EMT-0443;Accessible 24/7;Ibadan;Ibadan;Plot 2. Iraye Street. Agbowa. Makun. Sagamu. Ogun State.;Nigeria;Ibadan;6.85218;3.6433;;;;;Enabled
EMTS NG;EMT-0444;EMT-0444;Restricted accessibility: Mo-Sat 8-17h;Ibadan;Ibadan;No 79 Ijebu Ode Bye Pass. Oru. Ogun State.;Nigeria;Ibadan;6.94803;3.94689;;;;;Enabled
EMTS NG;EMT-U0333;EMT-U0333;;Ilorin;Ilorin;No 188A, Ademulegun road, Ondo West LGA, Ondo State.;Nigeria;Ilorin;;;;;;;Enabled
EMTS NG;EMT-3308;EMT-3308;Accessible 24/7;Ibadan;Ibadan;Behind wema bank olubanjo ranch new ife road ibadan;Nigeria;Ibadan;7.39868;3.95129;;;;;Enabled
EMTS NG;EMT-3140;EMT-3140;Accessible 24/7;Ibadan;Ibadan;ALONG IDI-IROKO ROAD.ONIBUKU.OTA.OGUN STATE;Nigeria;Ibadan;6.67666;3.12944;;;;;Enabled
EMTS NG;EMT-3258;EMT-3258;Accessible 24/7;Ibadan;Ibadan;Behind Ril-Dwan Lah Mosque. Opp Muky Oil Filling Station. Ado-Odo Town. Ado-Odo LGA Ogun State;Nigeria;Ibadan;6.5943;2.94984;;;;;Enabled
EMTS NG;EMT-3304;EMT-3304;Accessible 24/7;Ibadan;Ibadan;Lasisi amole street ojoo Ibadan;Nigeria;Ibadan;7.46392;3.91468;;;;;Enabled
EMTS NG;EMT-5951;EMT-5951;Accessible 24/7;Enugu;Enugu;Plot Behind First Baptist Church. Off Ewe-Maka Street. Agbarho Ughelli North L G A.. Delta State;Nigeria;Benin;5.6;5.85928;;;;;Enabled
EMTS NG;EMT-5952;EMT-5952;Accessible 24/7;Enugu;Enugu;1  Otabbor close off Usunobu Street. Umelu Quarters. Ogbekun Police Station Road. Off Upper Sakponba? Edo State;Nigeria;Benin;6.30707;5.66351;;;;;Enabled
EMTS NG;EMT-5957;EMT-5957;Accessible 24/7;Benin;Benin;KM 12 Benin-Sapele Road. Ogheghe Quarters. Benin City. Edo State;Nigeria;Benin;6.22067;5.63643;;;;;Enabled
EMTS NG;EMT-5958;EMT-5958;Accessible 24/7;Benin;Benin;28. United Street. Upper Sakponba Road. Benin City. Edo state;Nigeria;Benin;6.31636;5.641;;;;;Enabled
EMTS NG;EMT-5960;EMT-5960;Accessible 24/7;Benin;Benin;Alaghodaro Street. off Eweka Egor Quarters. Benin City. Edo State;Nigeria;Benin;6.37327;5.58322;;;;;Enabled
EMTS NG;EMT-5970;EMT-5970;Accessible 24/7;Benin;Benin;Obi's Palace Compound. Emuhu. Delta State;Nigeria;Benin;6.27114;6.26972;;;;;Enabled
EMTS NG;EMT-5989;EMT-5989;Accessible 24/7;Ibadan;Ibadan;Plot 97 Block J Eyiwolu Layout Oyo. Oyo State;Nigeria;Ibadan;7.81955;3.91747;;;;;Enabled
EMTS NG;EMT-5991;EMT-5991;Accessible 24/7;Ilorin;Ilorin;Beside Frank Unique School Of Excellence Studies. Oja-Oshodi.Off Araromi Street. Akure. Ondo;Nigeria;Akure;7.25736;5.19413;;;;;Enabled
EMTS NG;EMT-4509;EMT-4509;Accessible 24/7;Benin;Benin;No.2 Ivwghrebunse Street off No.10 Pipeline Rd. Ughelli North LG. Delta State;Nigeria;Benin;5.49804;6.00461;;;;;Enabled
EMTS NG;EMT-U4507;EMT-U4507;;Benin;Benin;;Nigeria;Benin;;;;;;;Enabled
EMTS NG;EMT-U5972;EMT-U5972;;Benin;Benin;Ahweyevu Orhuesie Street, off Effurun Ugheli Road, Agbarh,o Delta State;Nigeria;Benin;;;;;;;Enabled
EMTS NG;EMT-U5961;EMT-U5961;;Benin;Benin;61 upper Lawani,Benin City Edo state;Nigeria;Benin;;;;;;;Enabled
EMTS NG;EMT-U3457;EMT-U3457;;ORE-OFE NIG. LTD,ERIN AKINBOLU VILLAGE Ibadan;Ibadan;ORE-OFE NIG. LTD,ERIN AKINBOLU VILLAGE OLOWO AREA,OFF IBADAN-IFE EXPRESSWAY,EGBEDA L.G.A. OYO STATE;Nigeria;Ibadan;;;;;;;Enabled
EMTS NG;EMT-U3363;EMT-U3363;;ORE-OFE NIG. LTD,ERIN AKINBOLU VILLAGE Ibadan;Ibadan;56B/2424B ODI OLOWO STREET,ODO OBA,ELERE,IBADAN,OYO STATE;Nigeria;Ibadan;;;;;;;Enabled
EMTS NG;EMT-4508;EMT-4508;Accessible 24/7;Benin;Benin;Osiri str Ovwodaware Qtrs Ughelli North LGA;Nigeria;Benin;5.48892;6.00244;;;;;Enabled
EMTS NG;EMT-4510;EMT-4510;Accessible 24/7;Benin;Benin;O.tu-Jeremi junction. by Otu Jeremi Rd. Beside Sato Salon Udu LGA Delta State;Nigeria;Benin;5.46018;5.873015;;;;;Enabled
EMTS NG;EMT-4514;EMT-4514;Accessible 24/7;Benin;Benin;2. EtieveQtrs Ekuigbo-Iyede rd off UGHELLI Emevor Road Delta State;Nigeria;Benin;5.48032;6.07438;;;;;Enabled
EMTS NG;EMT-U3301;EMT-U3301;;Ibadan;Ibadan;54/452 Elekuro Area, Ibadan.;Nigeria;Ibadan;;;;;;;Enabled
EMTS NG;EMT-U3505;EMT-U3505;;ORE-OFE NIG. LTD,ERIN AKINBOLU VILLAGE Ibadan;Ibadan;Aba Ode, Alakia Area, off Old Ife Road, Ibadan, Oyo StateE;Nigeria;Ibadan;;;;;;;Enabled
EMTS NG;EMT-U3456;EMT-U3456;;ORE-OFE NIG. LTD,ERIN AKINBOLU VILLAGE Ibadan;Ibadan;IFELODUN ZONE,TEMIDIRE IDI-OBI OFF GBAREMU, AIRPORT ROAD,ONA-ARA L.G.A.,IBADAN,OYO STATE;Nigeria;Ibadan;;;;;;;Enabled
EMTS NG;EMT-U3406;EMT-U3406;;ORE-OFE NIG. LTD,ERIN AKINBOLU VILLAGE Ibadan;Ibadan;Alagba Qtrs,Adogba road, Arolu,Egbaede, Ibadan;Nigeria;Ibadan;;;;;;;Enabled
EMTS NG;EMT-U3452;EMT-U3452;;ORE-OFE NIG. LTD,ERIN AKINBOLU VILLAGE Ibadan;Ibadan;OGUNREMI COMPOUND,GBOSE ALAWAYE AREA,OFF AKANRAN ROAD,IBADAN,OYO-STATE;Nigeria;Ibadan;;;;;;;Enabled
EMTS NG;EMT-U3495;EMT-U3495;;ORE-OFE NIG. LTD,ERIN AKINBOLU VILLAGE Ibadan;Ibadan;ODUTOLA COMPOUND, NEAR ONIREKE  GIRLS HIGH SCHOOL ELEYELE IBADAN OYO STATE;Nigeria;Ibadan;;;;;;;Enabled
EMTS NG;EMT-U3675;EMT-U3675;;ORE-OFE NIG. LTD,ERIN AKINBOLU VILLAGE Ibadan;Ibadan;36,MOJEEB/OMOLEDUN ST,IJEGUN;Nigeria;Ibadan;;;;;;;Enabled
EMTS NG;EMT-U5893;EMT-U5893;;Ibadan;Ibadan;Nawairudeen Society of Nigeria Central Mosque  Oke ijeun , Abeokuta Ogun state;Nigeria;Ibadan;;;;;;;Enabled
EMTS NG;EMT-U3445;EMT-U3445;;ORE-OFE NIG. LTD,ERIN AKINBOLU VILLAGE Ibadan;Ibadan;Plot 10, Zone 8, Unique Estate, Agbamu Road, off Lagos/Ibadan Expressway, Sanya Area, Ibadan;Nigeria;Ibadan;;;;;;;Enabled
EMTS NG;EMT-U3437;EMT-U3437;;ORE-OFE NIG. LTD,ERIN AKINBOLU VILLAGE Ibadan;Ibadan;s7/1160E Agbelura close, Challenge Orita Ibadan;Nigeria;Ibadan;;;;;;;Enabled
EMTS NG;EMT-3309;EMT-3309;Accessible 24/7;Ibadan;Ibadan;N5/157a YEMETU IGOSUN STREET. ITU TABA. IBADAN. OYO STATE;Nigeria;Ibadan;7.39398;3.90827;;;;;Enabled
EMTS NG;EMT-3310;EMT-3310;Accessible 24/7;Ibadan;Ibadan;Oni lane Opposite Ogunpa river Canal Okebola Ibadan;Nigeria;Ibadan;7.3774;3.88814;;;;;Enabled
EMTS NG;EMT-3311;EMT-3311;Accessible 24/7;Ibadan;Ibadan;Christ Apostolic Church. Alexander Road. Apata. Ibadan.;Nigeria;Ibadan;7.37923;3.81783;;;;;Enabled
EMTS NG;EMT-3312;EMT-3312;Accessible 24/7;Ibadan;Ibadan;Liberty road Beside Jogor centre ring road Ibadan;Nigeria;Ibadan;7.35889;3.86769;;;;;Enabled
EMTS NG;EMT-3313;EMT-3313;Accessible 24/7;Ibadan;Ibadan;Ajia Vilage Waka jaye. Iyana church;Nigeria;Ibadan;7.413;3.99125;;;;;Enabled
EMTS NG;EMT-3315;EMT-3315;Accessible 24/7;Ibadan;Ibadan;Plot 9. blk VII. Abayomi Estate Rd. Abayomi Estate. Off old Ife Rd. Ibadan;Nigeria;Ibadan;7.3919;3.93297;;;;;Enabled
EMTS NG;EMT-3316;EMT-3316;Accessible 24/7;Ibadan;Ibadan;St. Luke's Anglican Church. Molete. Ibadan;Nigeria;Ibadan;7.35566;3.89498;;;;;Enabled
EMTS NG;EMT-3317;EMT-3317;Accessible 24/7;Ibadan;Ibadan;M'o Ojelabi Street. Odo-ona. Elewe. Ashipa. Ibadan. Oyo State;Nigeria;Ibadan;7.33168;3.84667;;;;;Enabled
EMTS NG;EMT-3318;EMT-3318;Accessible 24/7;Ibadan;Ibadan;Alagba 1 Central Mosque. Dasofunjo Street. Olomi Ibadan.;Nigeria;Ibadan;7.33907;3.91825;;;;;Enabled
EMTS NG;EMT-3319;EMT-3319;Accessible 24/7;Ibadan;Ibadan;Alafia Street Olorunsogo Akanran Road Ibadan. Oyo State;Nigeria;Ibadan;7.36246;3.93248;;;;;Enabled
EMTS NG;EMT-3328;EMT-3328;Accessible 24/7;Ibadan;Ibadan;N5B/679. MODUPE LAYOUT. ORITA BASHORUN. IBADAN OYO-STATE;Nigeria;Ibadan;7.41666;3.9374;;;;;Enabled
EMTS NG;EMT-3331;EMT-3331;Accessible 24/7;Ibadan;Ibadan;AP. SERVICE STATION. IWO ROAD YIDI. AGODI. IBADAN. OYO STATE;Nigeria;Ibadan;7.40023;3.922961;;;;;Enabled
EMTS NG;EMT-3332;EMT-3332;Accessible 24/7;Ibadan;Ibadan;Harboni Ltd. Opposite UCH.Ibadan. Oyo State;Nigeria;Ibadan;7.40392;3.90169;;;;;Enabled
EMTS NG;EMT-3333;EMT-3333;Accessible 24/7;Ibadan;Ibadan;OLD 14.NEW 27 ROTIMI WILLIAMS AVENUE.BOJIJA IBADAN.OYO STATE;Nigeria;Ibadan;7.42014;3.90449;;;;;Enabled
EMTS NG;EMT-3334;EMT-3334;Accessible 24/7;Ibadan;Ibadan;6A/475.OKEREMI LAYOUT.SANGO-OYO ROAD.IBADAN.OYO STATE;Nigeria;Ibadan;7.41692;3.89307;;;;;Enabled
EMTS NG;EMT-3335;EMT-3335;Accessible 24/7;Ibadan;Ibadan;ARO-METTA BUSTOP. POLY ROAD. LADOKE AKINTOLA WAY. IBADAN.;Nigeria;Ibadan;7.42007;3.87375;;;;;Enabled
EMTS NG;EMT-3336;EMT-3336;Accessible 24/7;Ibadan;Ibadan;OLOWOFOYEKU PLOTS OF LAND.ASHIPA LAYOUT BEHIND EXCEL MICRO FINANCE BANK.OLOGUNERU JUNCTION.ELEYELE AREA.IBADAN.OYO STATE;Nigeria;Ibadan;7.4186;3.8585;;;;;Enabled
EMTS NG;EMT-3338;EMT-3338;Accessible 24/7;Ibadan;Ibadan;PHASE 3;Nigeria;Ibadan;7.44694;3.88629;;;;;Enabled
EMTS NG;EMT-3342;EMT-3342;Accessible 24/7;Ibadan;Ibadan;APATA GANGA . NEAR MOOR PLANTATION GBEKUBA IBADAN OYO STATE;Nigeria;Ibadan;7.38977;3.83099;;;;;Enabled
EMTS NG;EMT-4699;EMT-4699;Accessible 24/7;Ilorin;Ilorin;Plot 13.  Block 11 TPS  GRA Ilorin kwara state;Nigeria;Ilorin;8.49473;4.58037;;;;;Enabled
EMTS NG;EMT-4519;EMT-4519;Restricted accessibility: Mo-Sat 8-17h;Benin;Benin;2G Wilson Street. Off Edjeba Road. Warri. Delta State;Nigeria;Benin;5.54083404;5.73199482;;;;;Enabled
EMTS NG;EMT-4520;EMT-4520;Restricted accessibility: Mo-Sat 8-17h;Benin;Benin;Benin-Warri Road. Near Effurun Roundabout. Delta State;Nigeria;Benin;5.57583196;5.78395155;;;;;Enabled
EMTS NG;EMT-4521;EMT-4521;Restricted accessibility: Mo-Sat 8-17h;Benin;Benin;River Rd, Ekpan Warri. Delta state.;Nigeria;Benin;5.55191564;5.74496953;;;;;Enabled
EMTS NG;EMT-4524;EMT-4524;Restricted accessibility: Mo-Sat 8-17h;Benin;Benin;Otor-Ogor rd. Off Ughelli rd (MTN  colo);Nigeria;Benin;5.453629;6.003553;;;;;Enabled
EMTS NG;EMT-4529;EMT-4529;Accessible 24/7;Benin;Benin;Ikporokpo Road . Off Uloho Avenue. Ughelli North . Delta;Nigeria;Benin;5.48464;5.99557;;;;;Enabled
EMTS NG;EMT-3339;EMT-3339;Accessible 24/7;Ilorin;Ilorin;ADEOYE STREET.APATA NEAR AGBOWO.UI.IBADAN;Nigeria;Ilorin;7.44938;3.91507;;;;;Enabled
EMTS NG;EMT-3341;EMT-3341;Accessible 24/7;Ibadan;Ibadan;PLOT 7. OPPOSITE WIRE AND CABLE. OWODE. IDO L.G.A. IBADAN;Nigeria;Ibadan;7.39992;3.80057;;;;;Enabled
EMTS NG;EMT-3343;EMT-3343;Accessible 24/7;Ibadan;Ibadan;SOMUJI JACOB LAND.OFF ADEOLA STREET.OLUGBEDEI ODO ONA.ALONG APATA-ABEOKUTA ROAD.ODO ONA.IBADAN;Nigeria;Ibadan;7.38326;3.8505;;;;;Enabled
EMTS NG;EMT-4574;EMT-4574;Accessible 24/7;Benin;Benin;7 Ogbe drive. Off Olu Palace Road. by Agbowu Clinic. Warri . Delta State;Nigeria;Benin;5.52583;5.73144;;;;;Enabled
EMTS NG;EMT-4580;EMT-4580;Accessible 24/7;Benin;Benin;No 15 Ekwaire Quarters. Urban Area. Sapele. Delta State.;Nigeria;Benin;5.88916;5.66333;;;;;Enabled
EMTS NG;EMT-4581;EMT-4581;Accessible 24/7;Benin;Benin;1 Ekise Quarters. Patani Town LGA.. Delta State.;Nigeria;Benin;5.22952;6.19304;;;;;Enabled
EMTS NG;EMT-4702;EMT-4702;Accessible 24/7;Ilorin;Ilorin;No 5 EGBE CLOSE. OFF AMUDA GOBIRI ROAD. ADEWOLE HOUSING ESTATE. ILORIN. KWARA STATE.;Nigeria;Ilorin;8.48406;4.51874;;;;;Enabled
EMTS NG;EMT-4703;EMT-4703;Accessible 24/7;Ilorin;Ilorin;3. POWERLINE RD. OFF AYINDE ST. ODO OTA ILORIN;Nigeria;Ilorin;8.46006;4.519;;;;;Enabled
